no.,vertice_idx1,vertice_idx2,vertice_idx3
0,652,416,772
1,472,224,382
2,416,860,772
3,860,834,772
4,377,381,416
5,377,325,357
6,381,377,357
7,652,423,416
8,575,423,652
9,834,814,772
10,224,273,382
11,183,224,140
12,828,811,826
13,865,868,867
14,835,828,826
15,828,835,836
16,813,814,834
17,224,62,140
18,31,62,0
19,62,224,472
20,387,420,404
21,459,420,396
22,474,459,396
23,420,457,404
24,457,456,404
25,456,457,480
26,695,670,696
27,394,395,419
28,358,394,382
29,358,395,394
30,394,402,382
31,274,224,261
32,274,273,224
33,224,250,261
34,201,183,210
35,230,201,210
36,183,201,224
37,201,250,224
38,250,201,230
39,11,9,14
40,9,7,14
41,12,31,0
42,465,427,437
43,438,466,437
44,466,465,437
45,466,438,486
46,738,652,772
47,738,725,652
48,725,693,652
49,693,651,652
50,369,377,416
51,423,369,416
52,614,575,652
53,131,135,99
54,502,541,534
55,502,478,541
56,472,502,534
57,478,502,472
58,789,809,794
59,811,821,826
60,868,864,866
61,825,813,834
62,785,799,784
63,799,813,784
64,813,799,814
65,183,191,210
66,191,183,140
67,311,352,327
68,399,353,354
69,352,353,396
70,353,399,396
71,191,218,210
72,225,219,202
73,443,474,396
74,399,443,396
75,420,388,396
76,387,388,420
77,352,388,327
78,388,352,396
79,457,496,480
80,496,515,480
81,459,458,420
82,458,457,420
83,458,459,503
84,496,458,503
85,458,496,457
86,515,523,480
87,456,523,495
88,523,456,480
89,442,456,495
90,628,668,676
91,695,661,670
92,661,640,670
93,661,658,617
94,640,661,617
95,717,691,726
96,661,691,658
97,691,661,695
98,691,720,726
99,720,691,695
100,358,330,359
101,273,330,382
102,330,358,382
103,418,394,419
104,418,402,394
105,402,418,435
106,417,402,435
107,402,417,382
108,306,274,261
109,371,387,404
110,24,18,14
111,36,24,37
112,24,36,18
113,7,24,14
114,35,36,43
115,36,35,18
116,96,131,99
117,131,96,114
118,2,12,0
119,2,8,12
120,8,15,12
121,427,389,437
122,389,438,437
123,405,427,426
124,405,399,354
125,399,405,426
126,466,497,465
127,427,497,426
128,497,427,465
129,497,532,531
130,532,497,466
131,532,466,486
132,516,532,486
133,610,648,609
134,560,610,609
135,644,649,672
136,626,649,644
137,649,626,630
138,598,592,562
139,663,644,672
140,701,693,725
141,413,423,434
142,413,369,423
143,368,413,412
144,423,482,434
145,575,482,423
146,377,342,325
147,369,342,377
148,356,319,348
149,196,229,228
150,462,407,467
151,317,355,328
152,632,614,652
153,626,600,630
154,547,553,584
155,391,355,383
156,421,391,383
157,429,421,383
158,421,429,445
159,557,482,575
160,153,143,135
161,143,158,130
162,136,131,114
163,131,148,135
