no.,vertice_idx1,vertice_idx2,vertice_idx3
0,881,614,1155
1,614,587,551
2,673,692,700
3,1101,881,1155
4,1245,1219,1223
5,1331,1345,1330
6,1328,1352,1359
7,166,137,177
8,137,101,177
9,8,2,6
10,144,143,124
11,658,683,719
12,683,695,719
13,661,673,700
14,607,643,642
15,724,723,700
16,1351,1328,1359
17,1369,1365,1372
18,1365,1358,1359
19,1358,1365,1357
20,1358,1351,1359
21,1250,1245,1271
22,1250,1219,1245
23,1250,1271,1300
24,1288,1331,1330
25,1349,1345,1331
26,1347,1344,1348
27,1354,1347,1348
28,1354,1349,1359
29,1349,1354,1348
30,587,539,551
31,1107,1135,1106
32,101,19,1
33,19,101,62
34,137,127,101
35,9,8,6
36,277,247,215
37,563,589,557
38,661,684,643
39,606,607,642
40,607,606,581
41,723,745,710
42,725,726,748
43,724,725,748
44,692,725,700
45,725,724,700
46,1328,1318,1303
47,1351,1318,1328
48,1364,1369,1363
49,1369,1364,1365
50,862,824,870
51,824,842,870
52,842,824,816
53,824,782,816
54,655,683,658
55,683,655,695
56,1187,1154,1155
57,1187,1155,1223
58,1219,1187,1223
59,1250,1201,1219
60,1100,1059,1101
61,984,942,965
62,942,984,941
63,984,1021,1009
64,1107,1058,1096
65,1058,1021,1026
66,1005,1059,1026
67,1005,984,965
68,1021,1005,1026
69,984,1005,1021
70,1101,1005,881
71,1059,1005,1101
72,1179,1159,1200
73,1314,1306,1331
74,1313,1314,1331
75,1277,1328,1303
76,1345,1337,1330
77,1337,1325,1330
78,1319,1344,1298
79,1344,1319,1348
80,1344,1311,1298
81,1311,1344,1347
82,1352,1353,1359
83,1353,1354,1359
84,586,539,587
85,466,614,551
86,780,797,809
87,797,741,770
88,797,780,740
89,741,797,740
90,810,797,770
91,797,810,860
92,945,884,963
93,884,915,963
94,884,880,867
95,915,861,916
96,916,861,881
97,1069,1074,1106
98,111,100,136
99,100,111,89
100,54,19,62
101,53,54,89
102,100,107,136
103,107,127,136
104,19,0,1
105,2,7,6
106,7,20,6
107,20,7,21
108,41,20,21
109,28,27,12
110,27,28,48
111,266,281,307
112,281,266,258
113,144,167,143
114,167,1224,1338
115,109,131,108
116,268,277,215
117,199,268,215
118,268,199,235
119,260,230,236
120,197,179,169
121,179,204,178
122,258,219,251
123,44,69,12
124,247,221,215
125,148,118,119
126,198,197,169
127,219,198,220
128,198,219,197
129,128,161,119
130,131,128,108
131,171,148,119
132,161,171,119
133,90,83,119
134,118,90,119
135,90,118,97
136,691,661,700
137,691,684,661
138,723,691,700
139,691,723,710
140,684,691,710
141,606,632,589
142,632,618,589
143,632,606,642
144,632,650,618
145,759,789,748
146,759,726,768
147,726,759,748
148,789,827,815
149,827,863,815
150,877,873,836
151,1055,1006,1048
152,1006,997,975
153,1358,1335,1351
154,1335,1318,1351
155,1369,1362,1363
156,1362,1341,1363
157,1341,1362,1369
158,1318,1254,1303
159,1254,1277,1303
160,824,812,782
161,918,954,968
162,1034,1035,1064
163,985,954,979
164,954,985,968
165,1042,985,979
166,985,1042,1035
167,1035,1042,1064
168,1060,989,1032
169,917,989,862
170,989,1060,1224
171,862,989,658
172,167,989,1224
173,989,354,658
174,989,167,354
175,888,862,870
176,888,917,862
177,1013,1027,1036
178,1013,1042,979
179,1187,1186,1154
180,1186,1187,1219
181,1201,1186,1219
182,1131,1100,1101
183,1131,1101,1155
184,1154,1131,1155
185,984,964,941
186,964,915,941
187,915,964,963
188,963,964,1009
189,964,984,1009
190,1058,1049,1021
191,1058,1070,1096
192,1070,1100,1096
193,1100,1070,1059
194,1059,1070,1026
195,1070,1058,1026
196,931,1005,965
197,931,942,916
198,942,931,965
199,1244,1222,1250
