no.,vertice_idx1,vertice_idx2,vertice_idx3
0,5,3,7
1,30,45,12
2,51,67,45
3,30,51,45
4,51,30,31
5,1,2,4
6,3,2,1
7,20,30,12
8,30,20,31
9,3,41,7
10,423,434,388
11,238,214,215
12,117,105,135
13,105,41,167
14,273,316,312
15,105,124,94
16,124,93,94
17,93,124,115
18,154,229,67
19,6,2,3
20,11,6,3
21,2,6,4
22,13,11,21
23,20,13,21
24,6,13,4
25,13,6,11
26,146,123,109
27,88,91,109
28,114,91,75
29,61,41,56
30,78,61,56
31,61,78,77
32,59,76,75
33,41,29,27
34,29,43,27
35,43,29,49
36,46,44,84
37,11,22,21
38,32,51,31
39,20,32,31
40,32,20,21
41,434,438,388
42,431,423,424
43,423,431,434
44,325,348,388
45,325,229,280
46,229,325,67
47,133,92,89
48,92,78,89
49,77,92,111
50,78,92,77
51,293,260,294
52,152,130,115
53,124,152,115
54,152,134,130
55,142,105,117
56,142,124,105
57,188,154,158
58,188,229,154
59,8,20,12
60,8,13,20
61,0,8,12
62,13,8,4
63,8,1,4
64,8,0,1
65,76,60,77
66,60,61,77
67,61,60,41
68,72,78,56
69,78,72,89
70,88,70,55
71,70,87,84
72,44,70,84
73,70,44,55
74,108,88,109
75,123,108,109
76,70,108,87
77,108,70,88
78,88,71,91
79,91,71,75
80,71,59,75
81,59,71,49
82,76,102,75
83,102,114,75
84,91,113,109
85,114,113,91
86,113,146,109
87,43,53,55
88,53,43,49
89,53,88,55
90,71,53,49
91,53,71,88
92,40,29,41
93,29,40,49
94,40,59,49
95,39,43,55
96,44,39,55
97,35,32,21
98,22,35,21
99,35,22,42
100,429,436,433
101,343,346,359
102,437,436,439
103,438,437,439
104,426,431,424
105,408,396,403
106,396,397,403
107,397,396,386
108,406,388,394
109,406,423,388
110,386,369,367
111,289,310,297
112,146,170,169
113,170,202,169
114,270,271,297
115,271,289,297
116,233,253,232
117,263,276,280
118,309,270,297
119,325,309,297
120,272,271,253
121,271,272,289
122,260,274,294
123,294,274,295
124,279,274,257
125,274,279,295
126,92,129,111
127,129,92,133
128,342,343,359
129,192,196,212
130,166,192,163
131,192,166,196
132,236,274,260
133,227,259,226
134,133,97,147
135,97,133,89
136,130,104,115
137,134,104,130
138,104,134,147
139,97,104,147
140,157,142,117
141,142,156,124
142,188,206,229
143,202,189,169
144,189,233,232
145,233,189,202
146,87,107,84
147,108,107,87
148,189,155,169
149,155,189,183
150,58,46,84
151,139,96,90
152,106,139,90
153,106,90,84
154,107,106,84
155,106,107,121
156,154,116,158
157,59,50,76
158,50,60,76
159,60,50,41
160,50,40,41
161,40,50,59
162,103,102,76
163,103,76,77
164,43,26,27
165,39,26,43
166,10,14,7
167,19,10,15
168,10,19,14
169,9,3,5
170,9,5,7
171,9,17,22
172,9,11,3
173,9,22,11
174,79,98,67
175,35,64,32
176,429,430,436
177,436,430,439
178,370,357,393
179,399,392,387
180,401,374,384
181,401,399,387
182,374,401,387
183,435,438,434
184,435,437,438
185,435,432,437
186,436,432,433
187,437,432,436
188,396,380,386
189,380,369,386
190,381,386,367
191,381,397,386
192,418,407,423
193,406,418,423
194,400,408,407
195,395,400,407
196,165,133,147
197,134,180,147
198,152,180,134
199,180,165,147
200,180,152,172
201,365,351,363
202,351,365,338
203,395,372,385
204,325,334,348
205,334,310,348
206,334,325,297
207,310,334,297
208,230,251,229
209,251,230,263
210,229,251,280
211,251,263,280
212,127,113,114
213,276,252,270
214,252,231,232
215,252,271,270
216,253,252,232
217,271,252,253
218,296,276,270
219,309,296,270
220,276,296,280
221,296,325,280
222,296,309,325
223,262,286,261
224,286,258,261
225,286,262,238
226,286,238,215
227,286,357,345
228,393,286,215
229,357,286,393
230,177,175,167
231,186,177,167
232,258,275,248
233,279,275,300
234,196,223,212
235,223,236,212
236,274,223,257
237,236,223,274
238,166,143,175
239,175,143,167
240,143,166,163
241,143,105,167
242,369,341,367
243,341,369,340
244,341,352,367
245,285,255,273
246,285,273,312
247,301,285,312
248,285,301,292
249,255,285,292
250,328,342,352
251,328,301,312
252,328,323,301
253,341,328,352
254,328,341,323
255,236,235,212
256,235,236,260
257,259,256,226
258,256,259,273
259,255,256,273
260,259,278,273
261,316,278,299
262,278,316,273
263,81,93,115
264,104,81,115
265,93,81,94
266,195,225,224
267,256,225,226
268,225,255,224
269,225,256,255
270,199,195,224
271,131,117,135
272,131,157,117
273,192,174,163
274,156,173,124
275,152,173,172
276,173,152,124
277,173,199,172
278,207,230,229
279,206,207,229
280,207,219,230
281,96,120,101
282,120,96,139
283,159,188,158
284,159,164,188
285,164,159,144
286,160,139,148
287,168,160,148
288,164,160,178
289,122,108,123
290,122,107,108
291,107,122,121
292,122,155,121
293,155,149,121
294,149,155,183
295,149,168,148
296,168,149,183
297,96,74,90
298,90,74,84
299,74,58,84
300,139,126,148
301,106,126,139
302,126,106,121
303,126,149,148
304,149,126,121
305,125,154,67
306,98,125,67
307,22,33,42
308,17,33,22
309,220,233,202
310,233,220,253
311,16,23,15
312,26,16,27
313,41,16,7
314,16,41,27
315,16,10,7
316,10,16,15
317,25,34,23
318,25,39,44
319,25,26,39
320,16,25,23
321,25,16,26
322,25,44,46
323,34,25,46
324,58,38,46
325,38,34,46
326,38,58,48
327,34,38,23
328,47,37,48
329,9,18,17
330,14,18,7
331,18,9,7
332,79,82,98
333,64,82,79
334,64,63,32
335,51,63,67
336,32,63,51
337,63,79,67
338,63,64,79
339,308,294,295
340,279,308,295
341,324,308,300
342,308,279,300
343,293,330,299
344,330,332,347
345,370,356,357
346,384,375,393
347,375,370,393
348,392,405,382
349,405,413,404
350,405,414,413
351,405,392,399
352,414,405,399
353,383,392,382
354,414,420,413
355,420,430,429
356,430,420,422
357,420,414,422
358,398,384,393
359,398,401,384
360,411,398,393
361,401,398,411
362,410,414,399
363,401,410,399
364,410,401,411
365,397,409,403
366,409,419,403
367,413,409,404
368,415,408,403
369,419,415,403
370,408,415,424
371,428,432,435
372,380,366,369
373,369,366,340
374,351,366,363
375,381,391,397
376,409,391,404
377,391,409,397
378,391,381,382
379,391,405,404
380,405,391,382
381,418,412,407
382,412,418,406
383,390,395,385
384,390,400,395
385,390,396,408
386,400,390,408
387,180,191,165
388,298,327,311
389,217,241,240
390,217,180,172
391,326,351,338
392,327,326,311
393,389,372,395
394,389,406,394
395,365,350,338
396,339,327,340
397,366,339,340
398,339,366,351
399,326,339,351
400,339,326,327
401,189,201,183
402,231,201,232
403,201,189,232
404,252,245,231
405,230,245,263
406,219,245,230
407,245,276,263
408,245,252,276
409,150,170,146
410,113,150,146
411,127,150,113
412,151,150,127
413,170,150,171
414,150,151,171
415,286,302,258
416,275,302,300
417,302,275,258
418,262,237,238
419,237,214,238
420,237,213,214
421,213,187,214
422,187,167,215
423,214,187,215
424,187,186,167
425,187,213,186
426,213,205,186
427,205,258,248
428,218,205,248
429,205,177,186
430,177,205,175
431,228,223,196
432,223,228,257
433,136,163,135
434,136,143,163
435,105,136,135
436,143,136,105
437,329,328,312
438,328,329,342
439,316,329,312
440,343,329,316
441,342,329,343
442,266,278,259
443,266,235,260
444,278,266,299
445,266,259,227
446,235,266,227
447,266,293,299
448,293,266,260
449,80,104,97
450,80,81,104
451,72,80,89
452,80,97,89
453,153,131,135
454,131,153,157
455,153,174,157
456,163,153,135
457,174,153,163
458,157,162,142
459,162,156,142
460,203,225,195
461,185,203,195
462,225,203,226
463,174,181,157
464,181,162,157
465,162,181,185
466,182,206,188
467,164,182,188
468,182,164,178
469,207,182,178
470,182,207,206
471,119,120,144
472,138,120,139
473,160,138,139
474,138,160,164
475,138,164,144
476,120,138,144
477,116,137,158
478,137,159,158
479,159,137,144
480,137,119,144
481,145,122,123
482,122,145,155
483,146,145,123
484,145,146,169
485,155,145,169
486,132,116,154
487,125,132,154
488,95,65,99
489,83,65,47
490,65,83,99
491,110,140,103
492,110,77,111
493,110,103,77
494,220,246,253
495,272,246,264
496,246,272,253
497,246,208,247
498,208,246,220
499,28,38,48
500,37,28,48
501,23,28,15
502,38,28,23
503,28,19,15
504,28,37,19
505,24,33,17
506,18,24,17
507,19,24,14
508,24,18,14
509,112,125,98
510,132,112,116
511,112,132,125
512,54,35,42
513,54,64,35
514,33,52,42
515,52,54,42
516,54,52,69
517,68,82,64
518,54,68,64
519,68,54,69
520,82,68,98
521,308,307,294
522,307,308,332
523,330,307,332
524,307,293,294
525,307,330,293
526,333,308,324
527,308,333,332
528,333,324,345
529,357,333,345
530,356,333,357
531,332,333,347
532,333,356,347
533,319,316,299
534,330,319,299
535,319,343,316
536,319,346,343
537,374,355,384
538,346,355,359
539,355,374,359
540,356,360,347
541,360,356,370
542,375,360,370
543,360,355,347
544,360,375,384
545,355,360,384
546,368,383,382
547,352,368,367
548,342,368,352
549,368,381,367
550,381,368,382
551,368,342,359
552,383,368,359
553,373,383,359
554,374,373,359
555,373,374,387
556,392,373,387
557,383,373,392
558,414,417,422
559,410,417,414
560,417,410,411
561,417,393,215
562,417,411,393
563,421,415,419
564,421,426,424
565,415,421,424
566,425,428,419
567,420,425,413
568,425,420,429
569,425,429,433
570,432,425,433
571,428,425,432
572,378,390,385
573,165,179,133
574,191,179,165
575,110,141,140
576,129,141,111
577,141,110,111
578,191,211,222
579,211,191,180
580,217,211,180
581,211,240,222
582,211,217,240
583,250,277,283
584,277,305,283
585,305,277,311
586,255,242,224
587,217,242,241
588,242,255,292
589,242,199,224
590,199,242,172
591,242,217,172
592,298,306,327
593,306,298,292
594,301,306,292
