no.,vertice_idx1,vertice_idx2,vertice_idx3
0,34,28,19
1,3,29,33
2,29,35,33
3,35,29,21
4,28,22,19
5,32,28,34
6,35,27,30
7,15,26,21
8,26,35,21
9,26,27,35
10,1,3,0
11,1,6,3
12,2,1,0
13,4,2,0
14,5,2,4
15,13,15,21
16,13,6,15
17,6,13,3
18,29,13,21
19,13,29,3
20,35,31,34
21,31,32,34
22,31,35,30
23,23,31,30
24,24,22,28
25,32,24,28
26,26,17,27
27,9,5,4
28,6,7,15
29,1,7,6
30,2,7,1
31,24,11,22
32,11,24,10
33,22,11,19
34,11,10,4
35,20,31,23
36,9,20,23
37,17,18,27
38,27,18,30
39,18,23,30
40,18,9,23
41,18,17,5
42,9,18,5
43,16,26,15
44,16,17,26
45,7,16,15
46,31,25,32
47,20,25,31
48,25,24,32
49,12,9,4
50,12,20,9
51,8,7,2
52,8,16,7
53,8,2,5
54,17,8,5
55,16,8,17
56,24,14,10
57,25,14,24
58,10,14,4
59,14,12,4
60,14,25,20
61,12,14,20
