no.,vertice_idx1,vertice_idx2,vertice_idx3
0,18,33,3
1,8,18,3
2,21,18,16
3,21,23,18
4,21,26,23
5,18,9,16
6,8,9,18
7,25,22,29
8,2,1,0
9,18,30,33
10,23,30,18
11,30,32,33
12,32,30,26
13,19,26,21
14,19,17,20
15,19,21,16
16,17,19,16
17,9,12,16
18,12,17,16
19,6,9,8
20,0,6,3
21,6,8,3
22,1,6,0
23,24,19,20
24,19,24,26
25,22,24,20
26,25,24,22
27,10,2,11
28,4,7,1
29,2,4,1
30,4,10,7
31,10,4,2
32,26,27,23
33,27,30,23
34,30,27,26
35,13,12,7
36,12,13,17
37,10,13,7
38,5,12,9
39,6,5,9
40,12,5,7
41,7,5,1
42,5,6,1
43,31,32,26
44,24,31,26
45,31,29,33
46,32,31,33
47,22,15,11
48,15,10,11
49,13,14,17
50,14,13,10
51,17,14,20
52,15,14,10
53,14,22,20
54,14,15,22
55,31,28,29
56,28,31,24
57,28,25,29
58,28,24,25
