no.,vertice_idx1,vertice_idx2,vertice_idx3
1,402,424,426
3,419,424,402
4,415,402,426
6,35,19,12
10,120,101,2
12,414,410,398
14,375,414,398
16,331,323,310
17,331,347,323
18,249,259,278
19,192,176,207
22,219,192,207
23,34,54,19
24,35,34,19
25,34,49,54
26,49,34,35
28,101,98,78
31,0,6,4
32,375,389,383
33,389,375,398
34,427,421,423
35,421,414,423
36,414,421,410
39,422,415,426
40,422,413,415
41,413,406,415
42,415,406,402
43,249,246,259
44,297,290,278
45,255,249,278
46,255,241,249
47,241,255,245
48,291,271,281
49,259,291,278
50,271,291,259
51,66,65,54
52,49,66,54
53,66,49,67
55,286,325,299
56,325,314,299
58,361,354,338
59,361,375,383
60,354,361,383
61,123,98,101
62,146,123,101
63,123,146,156
64,85,58,77
65,89,85,77
66,267,250,253
67,265,243,261
68,286,275,261
69,275,265,261
70,243,242,231
71,242,243,265
72,157,146,133
73,120,119,101
74,119,146,101
75,119,120,133
76,146,119,133
78,163,192,143
79,163,176,192
80,59,70,40
81,70,89,77
82,70,53,40
83,58,53,77
84,53,70,77
85,17,58,44
86,17,0,13
87,17,6,0
88,0,10,13
90,41,59,40
91,6,9,4
92,419,417,424
93,417,425,424
94,385,406,377
95,406,385,402
96,297,317,315
97,317,297,278
98,329,348,344
99,317,329,315
100,329,317,348
101,385,365,378
102,297,292,290
103,292,297,315
104,291,294,278
105,316,294,291
106,268,267,253
107,268,279,267
108,279,268,284
109,251,252,264
110,263,251,264
111,251,263,224
112,280,263,264
113,263,280,284
114,219,227,238
115,354,337,338
116,337,325,338
117,98,87,78
118,97,87,98
119,87,59,78
120,112,123,118
121,123,112,98
122,97,112,118
123,112,97,98
124,138,168,172
125,168,184,172
126,184,168,173
127,162,138,172
128,210,162,172
129,162,210,161
130,233,246,232
131,246,233,259
132,233,218,250
133,260,271,259
134,233,260,259
135,260,233,250
136,195,210,172
137,184,195,172
138,195,184,202
139,275,273,265
140,252,273,264
141,146,170,156
142,225,251,224
143,242,230,231
144,243,206,261
145,206,243,231
148,157,187,146
149,206,187,157
150,187,206,231
151,103,104,140
152,135,139,143
153,139,163,143
154,163,139,140
155,139,103,140
156,49,42,67
157,42,49,35
158,43,20,45
159,149,128,111
160,128,149,155
161,149,161,155
162,149,162,161
163,162,149,138
164,7,1,4
165,241,221,249
166,22,17,44
