no.,vertice_idx1,vertice_idx2,vertice_idx3
0,187,270,426
1,637,610,649
2,652,648,649
3,643,648,652
4,610,568,545
5,270,177,212
6,177,270,187
7,89,71,94
8,490,506,597
9,618,628,627
10,638,628,637
11,628,638,627
12,638,643,627
13,638,648,643
14,562,568,579
15,568,562,545
16,562,549,545
17,572,573,543
18,4,2,10
19,202,176,174
20,506,491,476
21,490,491,506
22,506,580,597
23,540,580,506
24,438,437,417
25,437,408,417
26,270,420,426
27,637,609,610
28,628,609,637
29,648,644,649
30,638,644,648
31,644,637,649
32,644,638,637
33,572,599,573
34,642,643,652
35,642,652,651
36,154,177,187
37,177,184,212
38,184,177,155
39,40,71,89
40,9,4,11
41,12,10,15
42,22,12,15
43,44,22,52
44,112,170,174
45,103,170,112
46,170,190,174
47,93,112,111
48,224,225,241
49,132,176,163
50,132,120,111
51,176,132,174
52,112,132,111
53,132,112,174
54,22,32,52
55,32,22,15
56,116,97,88
57,420,416,490
58,416,420,408
59,550,580,540
60,580,584,597
61,550,584,580
62,437,444,408
63,444,416,408
64,444,491,490
65,416,444,490
66,420,448,426
67,448,420,490
68,448,490,597
69,480,499,470
70,520,499,513
71,499,500,513
72,500,499,480
73,467,480,470
74,450,467,470
75,224,233,205
76,450,428,433
77,599,633,624
78,633,599,616
79,640,631,645
80,647,642,651
81,642,647,636
82,633,647,646
83,483,512,518
84,630,639,629
85,512,542,518
86,609,593,610
87,517,498,502
88,573,588,570
89,599,588,573
90,177,143,155
91,154,143,177
92,226,232,244
93,228,214,218
94,409,438,417
95,372,409,417
96,408,372,417
97,342,372,408
98,121,89,94
99,121,133,89
100,146,135,136
101,152,146,136
102,143,146,155
103,146,143,135
104,229,228,218
105,226,223,216
106,237,223,244
107,223,226,244
108,164,152,169
109,184,164,169
110,164,146,152
111,164,184,155
112,146,164,155
113,40,56,71
114,4,3,2
115,9,3,4
116,5,14,13
117,2,1,0
118,14,1,8
119,1,5,0
120,1,14,5
121,3,6,2
122,6,3,9
123,6,1,2
124,1,6,8
125,135,122,136
126,4,7,11
127,7,4,10
128,12,23,10
129,23,21,10
130,104,122,107
131,104,152,136
132,122,104,136
133,87,103,112
134,93,87,112
135,176,175,163
136,175,176,202
137,208,215,225
138,224,208,225
139,208,224,205
140,85,113,114
141,113,85,99
142,125,116,137
143,116,125,97
144,584,600,597
145,600,639,597
146,600,585,605
147,585,600,584
148,466,449,437
149,449,444,437
150,465,466,476
151,491,465,476
152,444,465,491
153,465,449,466
154,449,465,444
155,500,472,473
156,472,500,480
157,472,462,473
158,467,472,480
159,457,471,446
