no.,vertice_idx1,vertice_idx2,vertice_idx3
0,435,78,424
1,0,78,698
2,78,435,698
3,435,457,698
4,78,378,424
5,373,378,78
6,457,482,476
7,232,373,78
8,81,232,78
9,61,78,0
10,7,61,0
11,19,2,35
12,147,140,135
13,140,122,135
14,444,457,435
15,444,482,457
16,444,435,424
17,3,7,0
18,1,3,0
19,3,1,7
20,241,165,175
21,165,241,232
22,374,232,299
23,374,381,232
24,283,281,264
25,70,57,75
26,57,70,63
27,24,19,35
28,254,244,251
29,251,200,147
30,140,111,122
31,230,240,264
32,85,232,81
33,85,90,232
34,90,85,51
35,85,53,51
36,53,45,51
37,232,270,299
38,270,275,299
39,270,241,275
40,213,238,175
41,238,241,175
42,256,238,247
43,238,256,241
44,106,165,232
45,106,232,96
46,232,380,373
47,381,380,232
48,374,415,381
49,363,371,299
50,371,374,299
51,378,407,424
52,481,534,533
53,575,513,294
54,253,269,240
55,278,251,294
56,278,254,251
57,278,253,254
58,253,278,269
59,354,363,299
60,673,743,698
61,762,785,743
62,57,56,75
63,42,56,35
64,29,24,35
65,56,29,35
66,29,56,57
67,41,62,77
68,62,70,77
69,70,62,63
70,64,80,79
71,105,134,138
72,154,146,184
73,102,84,92
74,111,98,65
75,103,102,92
76,133,152,145
77,67,85,81
78,232,91,96
79,90,91,232
80,45,36,51
81,36,53,7
82,36,45,53
83,238,235,247
84,241,237,232
85,237,270,232
86,270,237,241
87,241,255,275
88,256,255,241
89,191,213,175
90,141,106,112
91,106,141,165
92,144,113,118
93,118,113,77
94,113,141,112
95,141,113,144
96,113,46,77
97,46,113,112
98,165,158,175
99,380,394,408
100,470,471,503
101,371,396,374
102,407,419,424
103,510,470,503
104,774,781,752
105,290,274,269
106,274,290,283
107,274,283,264
108,240,274,264
109,269,274,240
110,540,513,575
111,540,520,513
112,198,214,195
113,206,214,219
114,206,197,195
115,214,206,195
116,243,253,240
117,284,290,269
118,278,284,269
119,290,284,294
120,284,278,294
121,311,312,322
122,312,286,308
123,286,312,311
124,397,409,422
125,409,427,422
126,427,409,440
127,460,427,440
128,744,762,743
129,673,744,743
130,744,673,712
131,762,763,785
132,119,118,77
133,119,123,118
134,37,41,77
135,46,37,77
136,106,107,112
137,107,106,96
138,68,52,43
139,91,68,96
140,68,91,52
141,38,29,57
142,29,38,24
143,50,56,42
144,71,79,75
145,71,64,79
146,56,71,75
147,50,71,56
148,71,50,64
149,88,87,80
150,87,88,93
151,73,88,80
152,110,98,111
153,110,111,140
154,146,110,140
155,149,140,147
156,149,146,140
157,146,149,184
158,200,149,147
159,149,200,184
160,134,139,154
161,139,146,154
162,139,134,109
163,110,139,109
164,139,110,146
165,76,73,65
166,84,76,65
167,76,84,82
168,88,76,82
169,76,88,73
170,73,58,65
171,58,50,42
172,58,42,35
173,50,60,64
174,58,60,50
175,98,104,105
176,134,104,109
177,104,134,105
178,104,110,109
179,110,104,98
180,84,94,92
181,94,84,65
182,98,94,65
183,103,117,102
184,116,101,102
185,88,101,93
186,101,88,82
187,84,101,82
188,101,84,102
189,126,133,145
190,126,116,133
191,230,231,240
192,231,243,240
193,187,174,184
194,174,187,178
195,197,186,195
196,168,167,145
197,152,168,145
198,167,168,183
199,168,190,183
200,190,168,172
201,74,81,78
202,61,74,78
203,85,59,53
204,67,59,85
205,53,59,7
206,66,61,7
207,59,66,7
208,66,59,67
209,66,74,61
210,66,67,81
211,74,66,81
212,5,10,8
213,25,36,7
214,204,218,223
215,226,209,223
216,209,204,223
217,235,245,247
218,245,235,246
219,228,238,213
220,228,235,238
221,286,296,308
222,180,158,144
223,141,155,165
224,155,141,144
225,155,158,165
226,158,155,144
227,466,445,467
228,394,438,408
229,438,394,445
230,466,438,445
231,445,395,415
232,394,395,445
233,415,395,381
234,395,380,381
235,395,394,380
236,393,426,420
237,426,393,414
238,392,393,420
239,392,407,378
240,393,392,378
241,393,390,414
242,425,396,421
243,425,415,374
244,396,425,374
245,446,447,470
246,447,471,470
247,447,425,421
248,425,447,446
249,471,447,472
250,432,445,415
251,425,432,415
252,432,425,446
253,445,432,467
254,432,446,467
255,396,405,421
256,405,447,421
257,447,405,422
258,448,419,407
259,753,763,713
260,763,753,785
261,785,822,743
262,666,708,712
263,673,665,712
264,665,666,712
265,665,673,640
266,666,665,640
267,482,502,476
268,502,524,476
269,524,552,476
270,552,457,476
271,510,469,470
272,446,469,467
273,469,446,470
274,545,593,578
275,593,545,568
276,545,510,503
277,658,682,657
278,878,848,931
279,919,878,931
280,878,919,909
281,548,574,572
282,534,597,533
283,697,664,848
284,599,593,568
285,835,814,821
286,875,860,841
287,218,227,223
288,235,233,246
289,233,228,226
290,228,233,235
291,233,226,223
292,618,584,575
293,664,618,575
294,618,664,639
295,559,520,540
296,584,559,575
297,559,540,575
298,205,204,194
299,204,205,218
300,203,185,197
301,205,203,218
302,177,198,195
303,186,177,195
304,198,211,214
305,211,190,212
306,316,312,308
307,312,316,322
308,313,316,308
309,316,328,322
310,316,313,323
311,328,316,323
312,271,255,256
313,266,256,247
314,266,271,256
315,271,266,286
316,302,286,311
317,302,354,299
318,680,722,677
319,719,722,680
320,722,759,730
321,722,719,752
322,814,771,821
323,531,505,518
324,505,531,495
325,531,551,495
326,463,460,440
327,493,463,440
328,427,439,422
329,447,439,472
330,439,447,422
331,409,398,440
332,493,511,516
333,494,453,495
334,551,494,495
335,119,129,123
336,148,129,150
337,41,18,19
338,37,18,41
339,69,46,112
340,107,69,112
341,69,107,96
342,68,69,96
343,47,62,41
344,62,47,63
345,47,57,63
346,47,38,57
347,38,23,24
348,24,23,19
349,23,20,19
350,168,160,172
351,160,168,152
352,164,174,178
353,153,164,178
354,164,154,184
355,174,164,184
356,164,153,138
357,134,164,138
358,164,134,154
359,72,58,73
360,72,60,58
361,72,73,80
362,64,72,80
363,60,72,64
364,117,127,102
365,127,116,102
366,116,127,133
367,127,152,133
368,124,117,103
369,97,119,77
370,101,100,93
371,100,101,116
372,167,151,145
373,114,97,95
374,126,115,116
375,115,100,116
376,100,115,93
377,200,199,184
378,199,187,184
379,207,215,178
380,187,207,178
381,199,207,187
382,217,222,212
383,222,217,230
384,225,217,215
385,207,225,215
386,225,231,230
387,217,225,230
388,231,225,243
389,243,225,244
390,188,190,172
391,190,188,212
392,188,217,212
393,215,188,178
394,217,188,215
395,163,162,142
396,185,171,197
397,171,186,197
398,162,171,185
399,163,171,162
400,186,171,156
401,171,163,156
402,4,8,1
403,4,5,8
404,4,1,0
405,2,4,0
406,69,49,46
407,10,14,8
408,15,14,10
409,52,14,43
410,14,15,43
411,39,48,51
412,36,39,51
413,25,39,36
414,216,209,226
415,228,216,226
416,216,228,213
417,303,313,308
418,296,303,308
419,313,303,300
420,303,296,300
421,309,325,323
422,309,313,300
423,313,309,323
424,341,302,311
425,365,366,384
426,389,365,384
427,339,327,335
428,327,339,325
429,332,342,348
430,332,328,323
431,332,339,342
432,325,332,323
433,339,332,325
434,179,191,175
435,179,180,191
436,158,179,175
437,180,179,158
438,169,180,144
439,180,169,181
440,488,487,458
441,438,437,408
442,431,437,458
443,459,438,466
444,459,488,458
445,437,459,458
446,459,437,438
447,459,466,509
448,488,459,509
449,430,426,414
450,430,431,458
451,487,430,458
452,379,393,378
453,379,390,393
454,379,378,373
455,390,379,373
456,437,404,408
457,404,437,431
458,380,404,373
459,404,380,408
460,469,489,467
461,489,469,510
462,489,466,467
463,466,512,509
464,489,512,466
465,512,489,536
466,508,488,509
467,488,508,487
468,387,396,371
469,387,405,396
470,492,465,486
471,541,492,486
472,444,477,482
473,436,448,407
474,492,436,465
475,436,492,448
476,436,392,420
477,392,436,407
478,753,786,785
479,870,832,853
480,930,929,931
481,763,732,713
482,732,708,713
483,732,763,762
484,708,732,712
485,627,576,588
486,576,552,588
487,552,576,457
488,457,576,698
489,576,673,698
490,673,576,640
491,549,552,524
492,552,549,588
493,549,560,588
494,502,525,524
495,525,549,524
496,549,525,560
497,600,579,580
498,579,600,608
499,557,579,568
500,599,579,608
501,579,599,568
502,556,545,578
503,590,598,657
504,646,567,647
505,567,641,566
506,646,641,567
507,890,901,889
508,869,890,889
509,573,531,518
510,531,573,551
511,731,775,774
512,827,816,837
513,910,914,920
514,925,919,931
515,919,925,917
516,908,913,917
517,913,919,917
518,913,908,909
519,919,913,909
520,522,481,533
521,548,522,533
522,522,548,572
523,532,522,572
524,543,532,572
525,637,605,638
526,664,655,639
527,655,664,697
528,655,612,639
529,672,637,638
530,678,672,638
531,637,672,695
532,930,921,929
533,921,930,927
534,918,912,916
535,836,805,799
536,836,855,854
537,835,876,880
538,876,850,877
539,694,700,730
540,722,700,677
541,700,722,730
542,835,834,814
543,813,834,841
544,834,813,814
545,894,860,875
546,894,875,880
547,894,920,903
