no.,vertice_idx1,vertice_idx2,vertice_idx3
1,546,498,632
4,1088,1126,1154
10,1191,1198,1202
11,546,517,498
13,907,872,897
14,949,978,943
15,964,968,942
16,968,964,996
17,943,964,942
18,978,964,943
19,964,1012,996
20,1012,978,1002
21,1012,964,978
22,1024,1012,1002
23,1012,1024,1040
24,979,949,950
25,949,979,978
26,546,588,555
27,614,588,546
28,588,601,555
29,601,588,614
30,620,546,632
31,620,614,546
32,1194,1191,1202
34,1036,1008,985
35,1008,933,985
36,933,1008,923
37,933,923,848
38,817,933,848
39,923,998,962
40,1008,998,923
41,419,366,343
43,206,236,212
46,27,26,16
47,129,177,143
48,184,101,50
52,67,142,194
53,142,67,84
55,1104,1125,1124
56,1125,1104,1136
57,1092,1104,1124
58,1104,1093,1136
59,1093,1104,1067
60,1138,1088,1154
61,1138,1087,1088
62,1105,1126,1088
63,1081,1105,1088
64,1012,1048,996
65,1048,1012,1040
66,1048,1040,1075
67,1105,1048,1075
68,1048,1105,1081
69,1126,1155,1154
70,1155,1161,1154
71,922,923,962
72,920,907,897
73,905,920,897
74,907,920,943
75,920,949,943
76,949,920,950
77,852,861,872
78,774,775,797
79,707,662,673
80,662,707,706
81,544,584,552
82,685,662,706
83,754,753,716
85,174,207,213
86,582,568,551
88,1093,1060,1087
89,1087,1060,1088
90,1060,1032,1088
91,1018,1024,1002
92,1024,1018,1049
93,978,1018,1002
94,979,1018,978
95,1157,1181,1180
96,1188,1185,1180
99,1164,1157,1180
100,1185,1164,1180
101,1164,1185,1184
102,600,601,631
103,817,769,792
104,790,791,840
105,923,858,848
106,601,638,631
107,638,601,614
109,1183,1153,1169
110,1179,1183,1169
111,1191,1183,1198
112,1183,1179,1198
113,920,908,950
114,908,920,905
115,1187,1196,1197
116,1196,1187,1194
117,1194,1187,1175
118,1172,1144,1198
119,1179,1172,1198
120,471,419,498
123,113,89,114
124,165,141,114
125,141,113,114
126,236,252,212
127,252,224,212
128,224,200,212
129,187,149,143
130,97,131,160
131,142,97,160
132,97,142,84
133,97,115,131
134,90,87,109
136,61,96,56
137,96,61,81
138,331,319,286
139,208,209,240
141,67,185,50
142,185,67,194
143,209,185,194
144,4,6,2
145,6,4,12
146,142,195,194
148,51,67,50
149,51,44,67
152,44,51,6
153,1118,1092,1124
159,1137,1138,1154
160,1093,1137,1136
161,1137,1093,1087
162,1138,1137,1087
163,1110,1103,1086
166,1048,1033,996
167,1033,1048,1081
168,1033,1081,1088
169,1032,1033,1088
170,622,641,608
171,584,609,552
172,1052,1065,1022
173,1065,1052,1085
174,965,944,921
175,944,965,970
176,944,884,921
177,884,944,893
178,983,1021,1007
179,858,873,840
180,922,873,923
181,873,858,923
182,884,862,921
183,862,884,839
184,885,862,857
185,925,922,946
186,861,831,856
187,831,828,856
188,828,831,798
189,831,861,852
190,831,812,798
191,812,852,797
192,812,831,852
193,780,775,735
194,812,780,798
195,775,780,797
196,780,812,797
197,652,685,661
198,685,652,662
199,666,607,608
200,641,666,608
201,510,544,552
202,485,510,500
203,754,729,774
204,707,729,706
205,729,707,735
206,729,775,774
207,775,729,735
208,720,754,716
209,685,720,661
210,788,754,774
211,443,438,467
212,438,443,403
213,207,169,170
214,169,207,174
215,170,169,148
216,169,174,148
217,101,153,148
218,192,153,101
219,153,170,148
220,184,193,101
221,193,192,101
222,193,184,208
223,594,621,593
224,594,639,621
225,582,594,568
226,594,582,607
227,567,594,593
228,594,567,568
229,529,490,499
230,551,529,499
231,568,529,551
232,472,464,420
233,519,509,534
234,453,472,420
235,391,453,420
237,207,237,213
238,344,312,350
239,237,312,344
241,415,395,420
242,401,391,350
243,453,401,416
244,401,453,391
245,391,367,350
246,344,367,370
247,367,344,350
248,1190,1189,1181
251,1068,1024,1049
252,1068,1094,1075
253,1040,1068,1075
254,1024,1068,1040
255,1147,1151,1161
256,1147,1155,1126
257,1155,1147,1161
258,1119,1147,1126
259,1147,1119,1151
260,1119,1105,1075
261,1105,1119,1126
263,1151,1170,1161
264,1115,1089,1121
265,1089,1049,1061
266,1089,1068,1049
267,1068,1089,1094
268,1094,1089,1120
269,1089,1115,1120
270,1139,1115,1121
271,1148,1139,1156
272,1115,1139,1120
273,1139,1148,1120
274,1163,1164,1184
275,1139,1163,1156
276,1134,1121,1116
277,630,600,631
278,600,630,647
279,778,769,817
280,647,693,669
281,693,700,669
282,172,157,124
283,157,133,124
284,133,157,166
285,129,144,177
286,144,214,177
287,214,144,178
288,196,171,166
289,171,133,166
290,221,196,222
291,221,171,196
292,259,262,276
293,88,87,70
294,87,88,109
295,43,88,70
296,46,26,27
299,1153,1182,1159
300,1183,1182,1153
301,1182,1175,1159
302,1182,1183,1191
303,940,965,921
304,940,959,965
305,912,940,921
306,1014,988,1007
307,988,1014,1027
308,1016,1018,979
309,1018,1016,1049
310,1049,1016,1061
311,882,908,905
312,882,905,897
313,882,861,856
314,908,882,856
