no.,vertice_idx1,vertice_idx2,vertice_idx3
0,424,450,430
2,364,383,414
3,742,734,755
4,742,755,733
6,515,516,540
7,147,170,162
8,383,405,414
9,398,405,383
10,405,398,418
11,405,425,414
12,425,405,418
13,398,419,418
15,715,733,714
16,715,742,733
17,703,715,714
18,742,715,734
19,704,715,703
20,715,704,734
21,734,750,755
22,750,781,755
23,816,815,823
24,781,783,797
27,821,822,817
28,814,815,805
29,814,818,823
30,815,814,823
31,822,820,817
32,820,822,826
33,516,531,540
34,531,532,551
35,532,531,516
36,598,562,551
37,562,531,551
38,531,562,540
39,597,598,615
43,151,170,147
44,180,151,137
45,170,151,180
46,136,135,108
47,146,147,162
48,146,125,147
49,125,126,147
50,126,114,137
51,151,126,137
52,126,151,147
53,462,494,475
55,379,398,383
56,354,379,359
57,646,652,604
58,673,704,703
59,673,680,704
60,646,673,652
61,680,673,646
63,673,695,652
64,695,703,714
65,695,673,703
66,781,759,767
67,750,759,781
68,783,779,797
69,780,779,761
70,779,780,791
71,696,693,713
72,693,696,669
73,772,781,767
74,772,783,781
75,720,706,717
76,706,720,697
77,720,693,697
78,822,828,826
79,829,828,830
80,828,829,826
82,828,822,821
83,829,827,826
84,827,820,826
85,488,516,515
86,442,455,473
87,442,434,455
88,436,456,455
89,434,436,455
90,450,436,430
91,456,436,450
92,562,578,540
93,578,562,598
94,597,578,598
96,656,672,651
97,672,661,651
98,579,612,606
99,591,612,579
100,706,670,686
101,670,706,697
102,278,260,288
103,260,278,277
104,260,257,288
105,243,257,260
106,243,260,277
107,416,440,447
108,506,492,517
109,492,506,477
110,524,499,520
111,499,505,520
112,160,183,159
113,159,183,169
114,184,161,171
115,207,184,171
116,184,160,161
117,184,183,160
118,184,207,221
119,183,184,221
120,181,174,148
121,174,127,148
122,127,174,190
123,14,19,28
126,223,170,180
127,136,140,165
128,494,493,475
129,461,462,475
130,293,289,250
133,399,419,398
134,379,399,398
135,406,439,431
136,439,406,447
137,406,416,447
138,427,445,415
141,632,646,604
142,572,579,606
143,605,572,606
144,657,627,666
145,735,750,734
146,704,735,734
147,716,735,704
148,688,680,664
149,680,688,704
150,800,798,791
151,798,779,791
153,779,798,797
154,780,768,769
155,748,768,761
156,768,780,761
157,815,811,805
158,811,815,816
159,799,801,786
160,739,760,743
161,760,779,783
162,772,760,783
163,779,760,761
164,760,739,761
165,747,720,748
166,747,748,761
167,739,747,761
168,731,739,713
169,693,731,713
170,720,731,693
171,731,747,739
172,747,731,720
173,723,700,692
174,813,821,817
175,825,827,829
176,768,757,769
177,757,768,748
178,757,737,751
179,737,736,717
180,736,720,717
181,720,736,748
182,736,757,748
183,757,736,737
184,706,718,717
185,718,737,717
186,718,706,686
187,773,774,786
188,774,762,785
189,762,774,749
190,774,784,786
191,784,774,785
192,795,784,785
193,696,712,689
194,712,696,713
195,724,712,743
196,739,712,713
197,712,739,743
198,711,666,689
199,712,711,689
200,711,712,724
201,745,759,750
202,456,471,455
203,455,471,473
204,471,490,473
205,490,500,473
206,500,532,516
207,500,501,532
208,501,500,490
209,454,492,477
210,487,488,515
211,517,487,515
212,492,487,517
213,454,487,492
214,296,278,288
215,278,296,277
216,442,417,434
217,417,436,434
218,614,597,615
219,614,617,597
220,661,626,651
221,626,661,631
222,626,631,596
223,617,626,596
224,566,583,596
225,583,617,596
226,617,583,597
227,661,645,631
228,546,591,579
229,591,546,557
230,573,557,558
231,574,573,558
232,557,538,558
233,538,546,528
234,546,538,557
235,498,483,485
236,462,483,494
237,483,498,494
238,564,574,558
239,523,564,558
240,693,676,697
241,676,670,697
242,650,659,637
243,653,670,624
244,670,653,686
245,653,659,686
246,607,618,624
247,612,607,624
248,591,607,612
249,548,524,520
250,544,548,520
251,548,544,565
252,592,548,565
253,257,279,288
254,258,257,240
255,279,258,274
256,258,279,257
257,235,243,221
258,243,235,257
259,257,235,240
260,207,235,221
261,235,207,240
262,116,130,106
263,85,64,65
264,91,85,65
265,470,464,477
266,470,476,440
267,470,448,464
268,448,470,440
269,580,566,596
270,537,517,539
271,537,506,517
272,497,499,524
273,497,482,499
274,505,525,520
275,525,544,520
276,544,525,526
277,505,486,476
278,486,505,499
279,482,486,499
280,525,510,526
281,510,525,505
282,510,505,476
283,470,510,476
284,213,185,192
285,185,173,192
286,154,172,133
287,154,133,135
288,154,185,172
289,185,154,173
290,136,154,135
291,173,154,165
292,154,136,165
293,230,204,213
294,207,204,240
295,204,230,240
296,204,185,213
297,185,204,172
298,172,204,171
299,204,207,171
300,220,219,202
301,219,220,234
302,6,12,20
303,57,76,55
304,90,93,80
305,93,90,106
306,367,342,368
307,366,367,403
308,195,174,181
309,174,195,190
310,211,199,187
311,199,211,228
312,163,181,148
313,167,152,142
314,91,113,107
315,113,91,81
318,22,23,33
319,23,14,28
320,245,223,180
321,170,194,162
322,223,194,170
323,230,244,240
324,244,258,240
325,161,153,171
326,131,153,161
327,172,153,133
328,153,172,171
329,131,112,107
330,160,112,161
331,112,131,161
332,112,91,107
333,91,112,85
334,100,96,71
335,126,103,114
336,146,134,125
337,508,493,494
338,474,521,507
340,480,504,479
341,493,480,475
342,504,480,493
343,425,443,414
344,443,474,414
345,474,443,459
346,460,452,479
347,443,460,459
348,452,468,479
349,468,480,479
350,290,293,250
351,293,290,308
352,354,393,379
353,406,395,416
354,416,395,403
355,395,366,403
356,401,427,415
357,347,341,331
358,341,347,361
359,445,451,469
360,446,451,427
361,451,445,427
364,556,521,541
365,601,632,604
366,632,647,646
367,680,647,664
368,647,680,646
369,627,633,610
370,633,627,657
371,563,556,541
372,556,563,571
373,590,572,605
374,696,668,669
375,668,696,689
376,649,627,605
377,668,649,669
378,705,716,704
379,688,705,704
380,801,792,786
381,792,773,786
382,780,792,791
383,792,780,769
384,773,792,769
385,804,800,791
386,792,804,791
387,804,792,801
388,811,810,799
389,810,801,799
390,810,811,816
391,806,814,805
392,814,807,818
393,806,807,814
394,807,806,795
395,681,698,722
396,809,796,789
397,820,802,817
398,807,802,820
399,758,766,746
400,729,758,746
401,729,707,702
402,671,644,655
403,818,824,823
404,825,824,818
406,824,825,829
407,737,721,751
408,718,721,737
409,774,763,751
410,773,763,774
411,763,773,769
412,757,763,769
413,763,757,751
414,674,688,664
415,657,674,664
416,674,657,666
417,738,745,750
418,735,738,750
419,738,735,716
420,759,756,767
421,745,756,759
422,756,772,767
423,756,760,772
424,756,724,743
425,760,756,743
426,711,730,716
427,730,738,716
428,738,730,745
429,730,711,724
430,756,730,724
431,730,756,745
432,478,471,456
433,471,478,490
434,478,456,450
435,478,501,490
441,488,489,516
442,489,500,516
443,500,489,473
444,464,457,477
445,457,454,477
446,448,457,464
447,449,433,408
448,433,454,435
449,449,441,466
450,442,441,408
451,441,449,408
452,429,457,448
453,426,416,403
454,407,426,403
455,416,426,440
456,426,448,440
457,426,429,448
458,429,426,407
459,488,465,466
460,487,465,488
461,465,487,454
462,465,449,466
463,433,465,454
464,465,433,449
465,390,442,408
466,377,390,408
467,390,377,369
468,390,417,442
469,370,369,348
470,390,370,378
471,370,390,369
472,380,389,368
473,389,367,368
474,389,407,403
475,367,389,403
476,342,362,368
477,362,380,368
478,380,362,363
479,352,332,348
480,369,352,348
481,343,352,363
482,352,377,363
483,377,352,369
484,310,306,324
485,292,310,274
486,306,292,272
487,292,306,310
488,436,413,430
489,417,413,436
490,349,350,372
491,656,635,615
492,635,614,615
493,568,583,566
494,568,578,597
495,583,568,597
496,645,639,631
497,639,645,655
498,644,639,655
499,685,645,661
500,645,685,655
501,512,538,528
502,498,512,494
503,508,512,528
504,512,508,494
505,519,498,485
506,523,519,485
507,519,512,498
508,512,519,538
509,519,523,558
510,538,519,558
511,463,462,438
512,463,483,462
513,445,463,438
514,463,445,469
515,463,469,485
516,483,463,485
517,675,693,669
518,675,676,693
519,659,636,637
520,653,636,659
521,618,636,624
522,636,653,624
523,618,593,599
524,607,593,618
525,593,607,591
526,593,573,599
527,593,591,557
528,573,593,557
529,665,690,662
530,690,665,681
531,619,618,599
532,608,619,599
533,636,619,637
534,619,636,618
535,608,582,609
536,564,582,574
537,582,613,609
538,638,620,621
539,613,630,609
540,630,620,638
541,620,630,613
542,548,535,524
543,549,544,526
544,549,554,577
545,565,549,577
546,544,549,565
547,709,683,684
548,595,594,577
549,594,565,577
550,594,592,565
551,620,602,621
552,602,613,576
553,602,620,613
554,279,297,288
555,310,297,274
556,297,279,274
557,99,90,85
558,99,112,116
559,112,99,85
560,99,116,106
561,90,99,106
562,90,74,85
563,74,64,85
564,74,90,80
565,63,74,80
566,75,91,65
567,91,75,81
568,566,561,539
569,580,561,566
570,561,580,554
571,561,537,539
572,537,561,554
573,587,580,596
574,587,595,577
575,554,587,577
576,580,587,554
577,486,472,476
578,472,486,482
579,472,439,447
580,472,482,439
581,511,510,470
582,506,511,477
583,511,470,477
584,510,511,526
585,537,511,506
586,256,219,234
587,183,189,169
588,220,242,234
589,242,243,277
590,242,256,234
593,6,7,12
594,4,7,3
595,7,4,12
596,7,2,3
597,2,7,6
598,127,121,148
599,121,127,110
603,60,83,43
604,98,76,87
605,41,66,50
606,66,62,50
607,33,45,55
608,45,57,55
609,23,45,33
610,76,72,87
611,57,72,76
612,130,129,106
613,129,93,106
614,32,41,20
615,41,32,44
616,41,37,20
617,37,41,50
618,37,36,27
619,168,156,177
620,168,138,156
621,168,167,142
622,138,168,142
623,196,168,177
624,224,263,255
625,347,365,361
626,365,347,366
627,365,395,361
628,395,365,366
629,254,239,255
630,239,254,249
631,291,254,255
632,226,249,200
633,226,239,249
634,226,224,255
635,239,226,255
636,198,225,210
637,225,198,228
638,198,199,228
639,249,229,200
640,229,211,200
641,211,229,228
642,229,247,228
643,211,188,200
644,188,211,187
645,199,175,187
646,163,175,181
647,175,198,181
648,198,175,199
649,176,152,167
650,188,176,200
651,132,113,133
652,153,132,133
653,132,153,131
654,132,131,107
655,113,132,107
656,77,68,58
657,54,75,65
658,75,54,56
659,68,48,58
660,48,59,58
661,46,34,28
662,34,23,28
663,14,15,10
664,23,15,14
665,245,298,266
667,325,349,324
668,325,350,349
669,112,145,116
670,145,112,160
671,145,160,159
672,145,130,116
673,145,159,169
674,130,145,169
675,134,101,125
676,101,134,100
677,101,100,71
678,103,101,71
679,134,120,100
680,120,134,140
681,120,96,100
682,96,120,108
683,120,136,108
684,120,140,136
685,150,146,162
686,150,134,146
687,134,150,140
688,140,150,165
689,150,193,165
690,194,150,162
691,193,150,194
692,503,504,518
693,504,503,479
694,508,522,493
695,522,504,493
696,484,474,459
697,484,460,479
698,460,484,459
699,503,484,479
700,437,443,425
701,437,460,443
702,460,437,452
703,437,425,418
704,452,437,418
705,444,468,452
706,419,444,418
707,444,452,418
708,468,453,480
709,453,461,475
710,480,453,475
711,444,453,468
712,453,444,419
713,246,290,250
714,246,232,251
715,227,246,250
716,232,246,227
717,312,293,308
718,320,326,308
719,326,312,308
720,312,326,328
721,326,354,359
722,328,326,359
723,326,340,354
724,326,320,340
725,328,353,345
726,353,328,359
727,353,364,345
728,379,353,359
729,364,353,383
730,353,379,383
731,232,233,251
732,225,233,210
733,233,262,251
734,262,233,225
735,423,445,438
736,445,423,415
737,462,422,438
738,422,393,394
739,422,423,438
740,423,422,394
741,420,453,419
742,409,446,427
743,401,409,427
744,570,571,589
745,569,570,589
746,570,569,552
747,588,569,589
748,601,588,589
750,588,601,604
751,633,616,610
752,616,601,589
753,601,616,632
754,616,633,632
755,648,657,664
756,648,633,657
757,647,648,664
758,648,647,632
759,633,648,632
760,542,543,572
761,563,542,572
762,542,563,541
763,543,542,518
764,627,611,605
765,611,590,605
766,611,627,610
767,590,611,610
768,584,590,610
769,571,584,589
770,563,584,571
771,616,584,610
772,584,616,589
773,584,563,572
774,590,584,572
775,667,649,668
776,666,667,689
777,667,668,689
778,627,667,666
779,649,667,627
780,812,810,816
781,810,812,801
782,812,804,801
786,794,784,795
787,806,794,795
788,794,806,805
789,811,794,805
790,794,811,799
791,794,799,786
792,784,794,786
793,807,819,818
794,819,807,820
795,819,825,818
796,827,819,820
797,825,819,827
798,764,776,787
799,790,795,785
800,790,807,795
801,790,802,807
802,808,813,817
803,813,808,809
804,777,766,758
810,758,741,723
811,729,741,758
812,744,754,727
813,728,744,727
814,729,732,707
815,732,729,746
816,744,732,746
817,732,744,728
818,710,709,684
819,671,691,684
820,710,691,707
821,691,710,684
822,707,691,702
823,726,740,749
824,740,726,722
825,726,681,722
826,726,690,681
827,708,718,686
828,708,721,718
829,725,774,751
830,721,725,751
831,774,725,749
832,725,726,749
833,708,725,721
834,726,725,690
835,725,708,690
836,762,770,785
837,754,753,727
838,753,722,727
839,753,740,722
840,701,711,716
841,705,701,716
842,711,701,666
843,701,674,666
844,701,705,688
845,674,701,688
846,441,458,466
847,458,441,442
848,458,442,473
849,489,458,473
850,458,488,466
851,458,489,488
852,429,432,457
853,454,432,435
854,457,432,454
855,352,319,332
856,319,352,343
857,319,296,288
858,319,343,316
859,296,319,316
860,292,261,272
861,261,292,274
862,258,261,274
863,244,261,258
864,404,424,430
865,413,404,430
866,358,381,378
867,350,344,372
868,344,325,327
869,325,344,350
873,614,634,617
874,635,634,614
875,626,634,651
876,634,626,617
877,634,656,651
878,634,635,656
879,517,545,539
880,545,517,515
881,545,566,539
882,545,568,566
883,578,550,540
884,568,550,578
885,545,550,568
886,550,515,540
887,550,545,515
888,679,685,661
889,679,672,692
890,679,661,672
891,700,679,692
892,685,679,700
893,612,628,606
894,675,628,676
895,649,628,669
896,628,675,669
897,628,605,606
898,628,649,605
899,628,612,624
900,670,628,624
901,676,628,670
902,582,585,574
903,585,582,608
904,585,608,599
905,573,585,599
906,585,573,574
907,559,575,564
908,575,582,564
909,576,575,560
910,575,559,560
911,613,575,576
912,582,575,613
913,491,523,485
914,491,509,523
915,469,491,485
916,509,534,523
917,534,564,523
918,534,559,564
919,534,529,560
920,559,534,560
921,529,514,530
922,514,535,530
923,514,497,524
924,535,514,524
925,650,642,662
926,642,665,662
927,642,630,638
928,630,629,609
929,629,608,609
930,629,642,650
931,642,629,630
932,629,650,637
933,619,629,637
934,629,619,608
935,665,663,681
936,663,660,681
937,663,642,638
938,642,663,665
939,643,638,621
940,660,643,654
941,643,663,638
942,663,643,660
943,643,640,654
944,622,643,621
945,643,622,640
946,567,576,560
947,536,549,526
948,549,536,554
949,536,537,554
950,511,536,526
951,536,511,537
952,640,658,654
953,658,640,641
954,683,658,684
955,644,658,641
956,658,671,684
957,671,658,644
958,658,678,654
959,678,658,683
960,699,683,709
961,699,709,727
962,678,699,698
963,699,678,683
964,722,699,727
965,698,699,722
966,594,623,592
967,603,623,622
968,623,603,592
969,603,622,621
970,602,603,621
971,358,339,310
972,332,339,348
973,339,370,348
974,370,339,378
975,339,358,378
976,64,53,65
977,47,53,64
978,53,54,65
979,54,53,40
980,35,24,29
981,47,35,29
982,19,35,28
983,24,35,19
984,35,46,28
985,75,67,81
986,67,75,56
987,48,67,56
988,67,48,68
989,631,600,596
990,600,587,596
991,587,600,595
992,639,600,631
993,600,639,595
994,237,256,275
995,219,237,218
996,256,237,219
997,367,323,342
998,323,367,366
999,333,362,342
1000,256,276,275
1001,276,323,275
1002,197,220,202
1003,197,189,220
1004,203,183,221
1005,203,189,183
1006,243,203,221
1007,189,203,220
1008,242,203,243
1009,203,242,220
1010,264,242,277
1011,242,264,256
1012,264,276,256
1013,9,22,12
1014,4,9,12
1015,9,4,8
1016,2,1,0
1017,1,2,6
1018,62,49,50
1019,49,37,50
1020,37,49,36
1021,49,60,43
1022,60,49,62
1023,17,18,27
1024,18,6,20
1025,36,26,27
1026,26,17,27
1027,97,121,110
1028,121,97,102
1029,83,97,110
1030,78,60,62
1031,78,88,92
1032,78,66,88
1033,66,78,62
1034,60,86,83
1035,97,86,102
1036,86,97,83
1037,86,78,92
1038,78,86,60
1039,79,105,88
1040,79,44,55
1041,63,61,46
1042,93,73,80
1043,61,73,72
1044,73,63,80
1045,73,61,63
1046,72,89,87
1047,89,73,93
1048,73,89,72
1049,144,130,169
1050,144,129,130
1051,22,25,12
1052,25,22,33
1053,42,33,55
1054,44,42,55
1055,32,42,44
1056,42,25,33
1057,25,42,32
1058,98,118,117
1059,219,201,202
1060,201,219,218
1061,191,196,177
1062,270,291,255
1063,263,270,255
1064,323,314,275
1065,314,323,366
1066,282,262,280
1067,262,282,251
1068,241,225,228
1069,241,262,225
1070,247,241,228
1071,206,226,200
1072,226,206,224
1073,176,206,200
1074,206,176,167
1075,168,206,167
1076,206,196,224
1077,196,206,168
1078,248,229,249
1079,229,248,247
1080,141,163,148
1081,121,141,148
1082,141,175,163
1083,176,155,152
1084,155,176,188
1085,152,123,142
1086,105,123,88
1087,77,82,68
1088,95,96,108
1089,135,95,108
1090,59,70,58
1091,70,77,58
1092,70,95,77
1093,70,59,71
1094,38,48,56
1095,38,54,40
1096,54,38,56
1097,38,40,30
1104,173,205,192
1105,205,173,165
1106,259,245,266
1107,298,259,266
1108,216,194,223
1109,245,216,223
1110,281,307,272
1111,307,306,272
1112,306,307,324
1113,307,325,324
1114,298,300,281
1115,300,307,281
1116,307,300,325
1117,300,298,327
1118,325,300,327
1119,109,126,125
1120,101,109,125
1121,109,103,126
1122,109,101,103
1123,527,508,528
1124,527,522,508
1125,546,527,528
1126,527,546,579
1127,522,527,579
1128,504,533,518
1129,522,533,504
1130,533,543,518
1131,533,522,579
1132,572,533,579
1133,543,533,572
1134,474,502,521
1135,484,502,474
1136,521,502,541
1137,502,542,541
1138,542,502,518
1139,502,503,518
1140,502,484,503
1141,311,312,328
1142,289,311,345
1143,311,328,345
1144,293,311,289
1145,312,311,293
1146,208,227,190
1147,208,232,227
1148,400,399,379
1149,393,400,379
1150,422,421,393
1151,400,421,420
1152,421,400,393
1153,421,422,462
1154,461,421,462
1155,453,421,461
1156,420,421,453
1157,395,388,361
1158,388,395,406
1159,446,428,431
1160,409,428,446
1161,555,570,552
1162,556,555,521
1163,555,556,571
1164,570,555,571
