no.,vertice_idx1,vertice_idx2,vertice_idx3
0,8,2,0
1,675,698,707
2,924,413,268
3,804,674,413
4,2,1,0
5,30,43,45
6,43,30,8
7,43,8,0
8,30,17,8
9,284,299,312
10,537,484,488
11,886,804,413
12,924,886,413
13,771,674,804
14,4,1,2
15,43,53,78
16,53,43,0
17,34,30,45
18,729,793,707
19,102,85,79
20,79,85,63
21,86,79,63
22,86,102,79
23,53,86,63
24,275,284,249
25,275,299,284
26,830,793,798
27,886,907,889
28,907,886,924
29,28,44,31
30,16,18,8
31,16,32,18
32,6,2,8
33,6,7,2
34,18,6,8
35,7,15,14
36,32,15,18
37,15,6,18
38,6,15,7
39,46,44,28
40,44,46,57
41,5,7,14
42,7,5,2
43,5,4,2
44,4,3,1
45,1,3,0
46,3,9,0
47,78,66,84
48,53,66,78
49,66,53,63
50,66,85,84
51,85,66,63
52,49,34,45
53,34,49,48
54,61,58,42
55,103,106,128
56,103,86,106
57,86,103,102
58,106,129,128
59,86,111,106
60,111,129,106
61,129,111,137
62,411,370,399
63,339,370,369
64,370,339,347
65,315,280,281
66,211,201,190
67,201,211,219
68,239,231,265
69,211,239,219
70,239,211,231
71,205,232,204
72,231,255,265
73,323,315,281
74,323,339,315
75,339,323,347
76,324,304,265
77,192,86,53
78,192,53,0
79,413,355,268
80,437,436,409
81,537,532,484
82,909,830,847
83,916,909,901
84,830,909,793
85,795,775,752
86,909,887,895
87,887,909,847
88,831,810,811
89,810,831,828
90,717,718,770
91,814,830,798
92,718,773,770
93,674,554,413
94,554,540,528
95,540,554,577
96,479,466,528
97,466,554,528
98,554,466,413
99,506,479,528
100,540,506,528
101,506,540,477
102,472,501,500
103,501,523,500
104,781,824,795
105,737,765,761
106,777,776,755
107,776,777,808
108,886,841,804
109,777,822,808
110,822,777,778
111,484,462,488
112,408,462,423
113,408,346,409
114,346,408,345
115,436,408,409
116,462,408,436
117,9,23,0
118,13,23,9
119,23,28,31
120,17,19,8
121,19,16,8
122,20,21,26
123,29,46,28
124,29,20,26
125,68,73,57
126,46,68,57
127,12,5,14
128,5,12,4
129,21,12,14
130,3,10,9
131,10,13,9
132,110,93,117
133,214,243,199
134,24,19,17
135,36,34,48
136,59,36,48
137,36,59,35
138,24,36,35
139,91,83,105
140,47,59,61
141,59,47,35
142,47,61,42
143,35,47,42
144,41,32,42
145,58,41,42
146,299,340,312
147,141,110,117
148,145,129,137
149,129,145,128
150,183,184,204
151,370,391,369
152,411,391,370
153,415,438,448
154,438,415,390
155,280,236,281
156,337,338,369
157,338,339,369
158,339,338,315
159,237,203,219
160,203,201,219
161,176,203,200
162,201,203,176
163,206,205,179
164,192,206,179
165,309,324,265
166,255,309,265
167,325,309,288
168,309,325,324
169,309,246,288
170,246,309,255
171,304,332,303
172,323,332,347
173,332,323,303
174,220,192,221
175,393,355,413
176,240,221,268
177,292,298,327
178,220,260,247
179,260,220,221
180,393,354,355
181,438,475,448
182,146,170,94
183,584,596,634
184,694,719,718
185,623,592,630
186,568,532,537
187,567,568,592
188,568,567,532
189,457,433,461
190,510,535,557
191,483,457,461
192,518,567,536
193,567,518,532
194,532,518,484
195,518,470,484
196,492,535,510
197,896,909,895
198,801,775,795
199,865,850,869
200,850,865,859
201,809,810,828
202,780,758,811
203,810,780,811
204,809,780,810
205,756,780,788
206,884,887,859
207,887,884,895
208,865,884,859
209,887,868,859
210,829,831,811
211,855,858,867
212,855,829,858
213,829,855,831
214,854,849,828
215,831,854,828
216,855,854,831
217,854,855,867
218,615,584,634
219,654,615,634
220,615,654,648
221,799,814,798
222,787,820,800
223,820,826,847
224,719,763,718
225,763,773,718
226,608,645,620
227,554,608,577
228,608,554,674
229,645,608,674
230,586,593,562
231,586,587,620
232,608,587,577
233,587,608,620
234,587,586,562
235,540,587,562
236,587,540,577
237,441,478,477
238,478,506,477
239,506,478,479
240,501,459,477
241,472,459,501
242,459,441,477
243,522,523,547
244,539,576,575
245,576,539,547
246,539,522,547
247,585,632,606
248,561,585,606
249,585,561,552
250,632,626,672
251,652,632,672
252,632,652,606
253,781,797,824
254,727,735,753
255,727,696,735
256,696,727,709
257,776,807,767
258,817,778,804
259,817,822,778
260,822,817,837
261,841,817,804
262,817,841,837
263,875,886,889
264,871,875,889
265,875,841,886
266,822,840,808
267,452,462,484
268,462,452,423
269,359,378,409
270,346,359,409
271,301,291,320
272,261,294,252
273,261,301,294
274,291,261,258
275,301,261,291
276,44,37,31
277,37,23,31
278,72,87,94
279,73,81,57
280,81,73,88
281,73,89,88
282,114,89,97
283,89,68,97
284,68,89,73
285,32,25,42
286,25,35,42
287,16,25,32
288,19,25,16
289,25,24,35
290,24,25,19
291,38,29,26
292,29,38,46
293,29,22,20
294,10,22,13
295,22,10,20
296,22,29,28
297,23,22,28
298,22,23,13
299,11,21,20
300,11,12,21
301,10,11,20
302,11,10,3
303,11,3,4
304,12,11,4
305,115,114,97
306,115,119,140
307,131,124,100
308,119,124,140
309,149,154,134
