no.,vertice_idx1,vertice_idx2,vertice_idx3
0,36,262,0
1,1003,817,1029
2,161,36,98
3,36,161,262
4,117,161,98
5,672,685,656
6,1030,1029,1031
7,1030,1027,1029
8,1028,1030,1031
9,1030,1028,1027
10,262,241,272
11,161,241,262
12,161,157,181
13,117,157,161
14,549,496,599
15,623,549,599
16,632,657,672
17,817,657,1029
18,763,785,838
19,830,824,852
20,861,817,920
21,288,262,272
22,309,288,272
23,288,309,324
24,527,658,395
25,36,84,98
26,75,84,36
27,49,75,36
28,797,764,773
29,10,36,0
30,657,633,623
31,633,657,632
32,685,713,656
33,713,685,672
34,640,666,695
35,713,762,727
36,762,713,672
37,657,762,672
38,762,657,817
39,876,763,838
40,911,876,872
41,876,998,1031
42,998,876,945
43,998,1028,1031
44,964,998,945
45,998,964,985
46,1021,998,1014
47,998,1021,1028
48,948,944,962
49,974,1003,994
50,944,974,962
51,974,944,920
52,817,974,920
53,1003,974,817
54,869,917,884
55,1009,1003,1029
56,1015,1009,1029
57,1020,1015,1029
58,1018,1021,1014
59,1028,1018,1027
60,1021,1018,1028
61,714,737,658
62,358,288,324
63,358,387,332
64,358,332,262
65,288,358,262
66,389,379,431
67,50,49,36
68,664,700,669
69,577,543,517
70,544,577,517
71,469,433,434
72,433,469,486
73,678,708,702
74,708,678,696
75,428,467,427
76,180,241,161
77,301,250,254
78,152,157,117
79,290,242,252
80,438,469,434
81,459,416,439
82,459,438,416
83,373,382,325
84,416,381,439
85,381,393,439
86,5,2,7
87,2,5,4
88,188,185,143
89,584,561,628
90,561,584,544
91,671,640,695
92,701,713,727
93,762,732,727
94,732,701,727
95,666,732,695
96,701,732,666
97,548,549,623
98,633,548,623
99,454,501,475
100,785,796,838
101,796,839,838
102,851,850,828
103,850,851,872
104,876,850,872
105,931,911,921
106,876,931,945
107,911,931,876
108,942,964,945
109,942,931,921
110,931,942,945
111,829,851,828
112,805,829,828
113,851,880,872
114,759,781,758
115,906,879,894
116,930,925,944
117,906,930,937
118,930,906,894
119,930,948,937
120,948,930,944
121,963,941,960
122,941,935,960
123,935,941,917
124,984,974,994
125,860,871,835
126,871,860,861
127,902,861,920
128,902,871,861
129,902,888,871
130,849,869,842
131,869,904,917
132,904,935,917
133,746,740,770
134,740,725,709
135,740,746,725
136,740,771,770
137,771,740,756
138,719,740,709
139,740,719,756
140,675,719,709
141,719,675,676
142,639,676,619
143,639,694,676
144,683,639,653
145,694,639,683
146,879,834,843
147,834,879,856
148,875,879,843
149,879,875,894
150,801,819,857
151,848,801,857
152,801,756,819
153,801,771,756
154,789,804,774
155,755,789,774
156,789,761,790
157,761,755,717
158,761,789,755
159,775,746,770
160,761,775,790
161,775,761,746
162,1024,1020,1029
163,1020,1024,1022
164,1025,1024,1029
165,1026,1025,1029
166,1025,1026,1023
167,1027,1026,1029
168,624,689,613
169,689,688,613
