no.,vertice_idx1,vertice_idx2,vertice_idx3
3,14,21,19
7,2,5,1
8,14,5,0
9,5,2,0
10,43,46,38
11,13,11,14
12,17,14,19
13,17,13,14
17,17,15,13
20,5,4,1
21,3,4,6
22,45,43,44
23,43,45,46
26,39,40,38
28,39,36,40
29,43,42,44
30,42,43,38
31,24,22,25
32,21,22,20
34,8,5,14
35,11,8,14
36,8,4,5
37,12,11,13
38,20,18,19
42,42,41,44
43,40,41,38
44,41,42,38
45,23,21,25
46,22,23,25
47,23,22,21
48,4,7,6
49,8,7,4
50,9,8,11
51,12,9,11
52,9,7,8
53,9,12,10
54,9,10,6
55,7,9,6
56,16,15,17
57,16,18,15
58,16,17,19
59,18,16,19
60,36,33,34
61,33,31,34
62,31,32,34
66,26,24,25
67,35,33,36
70,26,28,31
71,37,36,39
72,37,35,36
73,37,39,38
75,24,37,20
77,28,27,29
78,27,28,26
79,29,27,25
80,27,26,25
81,30,32,31
82,28,30,31
84,30,28,29
85,12,15,10
86,15,12,13
