no.,sX1,sX2,sX3,sY1,sY2,sY3,eX1,eX2,eX3,eY1,eY2,eY3,tracer_j,tracer_i
0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,-94.64329267072705,32.69802812731368,67.95691293332314,86.8321949384009,-62.94870271636414,-9.737625940872869,-115.57344372377845,32.42316766230076,67.95691293332314,128.28371064632597,-63.0345478532193,-9.737625940872869,331,721
2,131.4387416036556,-33.96527509031142,-85.41094263598981,-26.506829855490967,68.67527086679448,-31.520385387462493,131.4387416036556,8.073870305840268,-33.98090555336417,-26.506829855490967,122.02686032700989,13.940202087821703,306,703
3,-101.39654160765195,64.27113988850128,41.072184363410216,41.86280321576136,-52.827538457545906,21.971382892451963,-59.50154017760929,64.27113988850128,40.79712212800644,95.3373816013064,-52.827538457545906,21.886170077512663,312,719
4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,33.35919240487441,-6.993389898253417,-18.286251169164842,46.49122664825992,12.552960073924515,-53.60789213517344,75.49910992294149,39.927597786223565,33.23596479696695,99.76827613047492,53.152642929386715,-8.243707719862213,311,687
6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,-6.876106433596299,11.239359847097917,-5.317520238565685,4.33382817041379,-41.859830948802646,49.44376356234596,-6.876106433596299,11.239359847097917,-5.317520238565685,4.33382817041379,-41.859830948802646,49.44376356234596,315,739
8,-17.916479603353764,4.951678360922152,17.302527003781645,-22.560318021161713,-6.952266156793679,30.678416407527514,-18.19126966274769,4.951678360922152,17.302527003781645,-22.64638921089818,-6.952266156793679,30.678416407527514,322,733
9,-40.31981046461731,-46.6340608205291,95.81645840069325,43.02764737770489,-7.1558865843411015,-27.183425184843983,-10.654786302011482,-4.6928970168060395,95.54132180721359,93.25113832218453,46.27635451842013,-27.268392258885452,323,706
10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,-13.703298315121234,-4.701245972698298,30.36316509897664,4.888996280164185,-12.878910009571406,14.639740321870686,24.03986039648648,38.53253132918823,71.29673799291825,39.98628697126043,26.45798733467607,63.950698014736034,319,686
12,-8.902928116797302,-6.990330970402507,26.152347010515605,-3.931465034525055,-14.205378843100787,23.58541977565567,34.317833474379626,39.91082950967512,67.06992410947466,35.4032131883421,26.405079537500523,72.89396268398096,317,687
13,-6.329178810881606,4.302369650338207,2.97223041447391,-0.1039076169862953,-11.391650039702037,17.172392024920214,23.828151034799834,34.18198965054814,49.281472299345985,-0.5425532662995027,-11.908585880652115,28.22138601570827,281,667
14,9.81054393810802,-9.253682524900295,-1.5270158538218461,34.7525369237075,6.075537546876036,-31.39685198743173,56.75895533136924,34.45756196446145,50.02595873360672,75.304834372506,47.928899908552296,13.914962287485281,306,683
15,21.512471482310335,-6.466728465331888,-6.000855215647879,-13.122925401152887,31.352445042370523,-5.840281261605014,0.9665622095197647,-41.82897570982526,-12.996763680735555,16.302472805945328,41.23680223775009,5.2819472884937175,353,687
16,-6.178658540089037,-3.5222349379045315,22.058671099871916,-1.9540435564426246,-10.781933045163703,16.179051817547887,-34.198677277458614,-29.320908134122167,-19.49031050873351,-15.356798353421825,-23.068032428579826,16.301043855531443,365,674
