no.,sX1,sX2,sX3,sY1,sY2,sY3,eX1,eX2,eX3,eY1,eY2,eY3,tracer_j,tracer_i
288,-0.30894598416625696,0.00448396504326251,7.381791203109854,12.338555249974284,-4.437767074971188,-0.9751264164000165,1.0279124045060235,1.7153232679120098,8.349792296742354,0.09353211103539591,-16.41820084627123,-13.48289761233295,177,757
289,4.177861265298066,3.863645755296384,-2.1655458618151213,-8.256350487857313,8.519885300533968,0.648214755506492,5.889250802086644,5.201079451606452,-0.9110590475170249,-20.23630937175652,-3.7247660585458306,-11.321858585369856,178,756
290,-4.169303592703077,11.482134180601243,3.2089598548645877,6.988589556195259,-8.71325621254123,10.44748919423195,-2.4617572476885368,11.112374645498015,4.173512749780235,-4.992708797497655,-23.737829631985218,-2.0607688671841857,174,758
291,-4.165233868040659,-3.94776700153382,11.482019503872971,14.57316174347864,-5.846276031699246,-1.125519285483882,-2.460877352359981,-2.5154916618276357,11.108245776340432,2.5922097296742175,-17.91108505972828,-16.150167736214723,172,758
292,4.177884767444326,0.3512837521316212,4.397094096038172,10.784632430518766,3.588625480354082,-9.634768633266699,5.883270537466842,2.0579662337127735,5.8303730573340875,-1.1960369266452173,-8.39251456335274,-21.699342241521904,173,756
293,0.35344199927082165,-1.3604640898408422,4.396941740160984,11.166800608741898,1.0021795580174173,-2.058421459089331,2.0580319045749644,0.16593292218189093,5.828109427272159,-0.8151103593066787,-10.884158993051559,-14.123643210082927,171,756
294,2.8129423903518007,1.8646310029120328,8.570010940230707,4.789379286972358,-3.9365062018426036,1.7286807194205782,4.338025678500493,3.5711256913432536,9.999840257051101,-7.096985656107981,-15.918436332273568,-10.336568846838185,170,755
295,6.98530906785307,8.698015091164306,-3.8568827648233643,-2.7840402896902923,7.381277556868366,1.129553937666926,8.513091446519296,10.404018286862547,-2.233899009654816,-14.66976314408347,-4.5999457114126105,-10.578044713040134,172,754
296,6.036875444242738,6.985080620483233,-3.8562725437765417,-3.936282070135213,4.789604756091891,8.707762449961175,7.74350747536337,8.510307303663458,-2.2357979622476387,-15.918214752630133,-7.096762552077259,-3.000518614505913,170,754
297,4.266998174108474,-1.3980492133204336,1.2041318758617763,3.213338376347756,9.921001594986368,-2.5424717719996788,6.066174038666214,0.40018378481856004,3.184279825676631,-8.590554493978532,-1.8839693084112028,-14.442389770710964,167,753
298,0.09626878631361029,6.0373385115034095,-5.569593355402374,-0.5831639813839209,3.6425350081982826,6.122391533338493,1.8968892357037277,7.741449415082128,-3.7699235260560235,-12.386385170697668,-8.339735366194239,-5.681911380295726,168,754
299,13.59016893227527,-4.075623818722133,-7.139651693356134,-11.492230255308593,10.828385849041117,5.072536338645682,23.564720769871,-2.278825102720934,-5.161889255962751,-24.408160603066452,-0.9754836355762146,-6.827356896706372,165,755
300,-2.308380512616353,8.440125811619838,4.397853874212074,3.6416059306076822,-3.917335917717281,9.306607776680828,-0.6036825055034839,7.704922068902814,5.825865052336781,-8.340369858931338,-18.753133518546402,-2.7586787340916312,168,756
