no.,sX1,sX2,sX3,sY1,sY2,sY3,eX1,eX2,eX3,eY1,eY2,eY3,tracer_j,tracer_i
0,1.038521448548995,6.4465301169608695,-1.524663682582656,-4.196771706207977,2.1860083386175857,4.722786028003321,1.8363300595546281,7.244304946030709,-0.7269069554098779,-4.872723844057134,1.5100861481724268,4.046817846204228,256,546
1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,-2.8579168567031976,-0.18887900084327008,2.9119538173730577,7.842717183619572,-1.026953012098579,4.74359646708967,-1.9563622347965186,0.7127154632596976,3.8134941773156337,7.358458943285444,-1.5111424889214098,4.2593929679666385,225,646
3,3.9593387930275443,1.288845575446564,-0.5831974006628783,-1.0275910207477528,7.842757890592842,-6.022634096980052,4.861012571175097,2.1904798154787066,0.318527776984798,-1.5120098117606426,7.358270662687248,-6.507052508855394,225,645
4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,6.450430771673301,2.2516364642057187,-2.327323942470125,-0.4850901020403566,5.53603279066165,0.5535449076030667,7.253550468238173,3.0547343987403774,-1.5241969105084276,-1.1555531450576393,4.865544290269661,-0.11695324820954427,218,549
9,-3.850098777231447,4.120141763294601,4.534190275307129,-2.052616795484395,-4.552683977212838,6.42808286484302,-3.0506487369985233,4.919609378968207,5.333558283882426,-2.72429610640963,-5.224287251460893,5.756458838603685,276,606
10,5.156458802824765,3.3291472410658685,-5.710831815000061,-1.3807148503567452,8.9659266302556,2.6856782096496428,5.958203609206916,4.130838168121932,-4.909100662847434,-2.0523381700684205,8.29427909663876,2.0139943888389293,231,558
11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,0.7834507848788957,-1.20157220441231,2.909483772725195,15.54655854447446,-1.977028332201962,-11.622480137911063,1.6848225332849935,-0.30006415778906526,3.8110290440979706,15.06191975813273,-2.4615727184119693,-12.10694017725921,229,646
13,2.9475142066722304,1.288804030687621,7.05876262100968,6.215386505557553,-0.32945127656083123,-3.4296871031966942,3.8490322747296446,2.190372274970839,7.960316874647015,5.730925577596079,-0.8138839696720869,-3.9140645440344737,227,645
14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,-1.6500426454382764,-0.4435009426123512,4.110172393353886,4.9564052258640166,-3.138623028019972,1.8442737751910225,-0.7500027535946029,0.45659138115819664,5.010210397398149,4.4701126820100505,-3.62486874598892,1.3580415479032004,258,643
17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,6.446299623037045,4.677834744342771,-1.5248722628292715,-2.005873464141858,8.349238734966063,0.5336502082606902,7.244068821953285,5.475545572841076,-0.7271214212466451,-2.682070220317997,7.673033285818803,-0.14259297068816398,257,546
20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,7.106046902440903,4.1144082922717065,-3.6084784684447007,-4.432116473251641,14.00413520914252,3.291977798324174,7.906320065030313,4.914535563050382,-2.8082483264400735,-5.102881069012516,13.333312788134386,2.6211130919845997,270,610
27,6.43137102429975,3.093968167687356,-0.09471804648327421,-0.09131038102595915,7.394483358426054,1.6661117241013925,7.226889892469549,3.889424775926795,0.7007844913499689,-0.768661964883978,6.717101768678922,0.9887121779009126,285,566
28,2.302394832928278,5.016324005117429,-1.0359366911784498,-4.420544451680807,7.19815236165369,3.065838126383572,3.097998041224029,5.811839149616784,-0.2403963749061321,-5.0980362796305245,6.520678964960945,2.3883158363696917,286,567
29,-0.10670608217334815,1.6379330192751165,3.3186827865407906,10.036821828739226,-3.9602985530948627,2.58751921259264,0.6968717831339256,2.441589751425264,4.122298509089311,9.368416582269322,-4.628654487520819,1.9191560294883505,227,599
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,3.4548478344870355,-1.5326682309590318,-0.4555384635101803,4.787085386806132,9.358050667090897,-2.424853297478649,4.438886337322537,-0.7289331758122864,0.3482455784099394,4.020194592754471,8.688897587681288,-3.09398110453656,218,570
32,-0.39698833399244193,6.019229539145552,2.878034551350234,2.7011100830444827,-2.6674678354082983,12.129706968786092,0.40503184226542877,7.001314393054427,3.680005043858623,2.0300223686136096,-3.4367178215925533,11.458622849194015,229,562
33,-5.840240283554184,3.7073205756020045,6.986352979719466,10.648385610058845,-9.522301661093731,-0.09510463964062019,-5.038599279412316,4.509055171392886,7.7880377822093285,9.976880699522402,-10.193732743484725,-0.7665313974026018,232,561
34,6.018601694037454,-0.3997175422925974,2.877528390890286,1.395437892518151,6.765093677118145,-4.366324234091543,7.000987454544676,0.4025654361598647,3.8599661424857046,0.6260226829110593,6.093871380996216,-5.135737612225482,228,562
