CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       1072    24      0       1       64.9208252    -86.9682272   0.000   0.277   27.538  0.386   2      0.000   0.067   1072    25      64.9220037    -86.9651392   -1845148.4340500  -2051531.6488500  -1844948.4340500  -2051531.6488500  
1       1104    24      0       1       64.8788656    -86.8795097   0.000   0.271   26.031  0.420   3      0.000   0.067   1104    25      64.8800419    -86.8764227   -1845148.4340500  -2057931.6488500  -1844948.4340500  -2057931.6488500  
2       1112    56      0       1       64.9059606    -86.7584559   0.000   0.315   32.703  0.614   3      0.000   0.067   1112    57      64.9071343    -86.7553596   -1838748.4340500  -2059531.6488500  -1838548.4340500  -2059531.6488500  
3       1040    80      0       1       65.0287559    -86.8838040   0.000   0.300   31.209  0.612   3      0.000   0.067   1040    81      65.0299331    -86.8806981   -1833948.4340500  -2045131.6488500  -1833748.4340500  -2045131.6488500  
4       1152    80      0       1       64.8814182    -86.5737680   0.000   0.215   21.147  0.239   1      0.000   0.067   1152    81      64.8825876    -86.5706660   -1833948.4340500  -2067531.6488500  -1833748.4340500  -2067531.6488500  
5       1016    112     0       1       65.0979341    -86.8511683   0.000   0.243   26.207  0.528   3      0.000   0.067   1016    113     65.0991107    -86.8480519   -1827548.4340500  -2040331.6488500  -1827348.4340500  -2040331.6488500  
6       1112    112     0       1       64.9715858    -86.5846054   0.000   0.367   42.538  0.650   3      0.000   0.067   1112    113     64.9727557    -86.5814924   -1827548.4340500  -2059531.6488500  -1827348.4340500  -2059531.6488500  
7       1152    120     0       1       64.9281402    -86.4494550   0.000   0.284   30.091  0.425   3      0.000   0.067   1152    121     64.9293069    -86.4463411   -1825948.4340500  -2067531.6488500  -1825748.4340500  -2067531.6488500  
8       1056    136     0       1       65.0735001    -86.6649191   0.000   0.121   10.583  0.222   1      0.000   0.067   1056    137     65.0746724    -86.6617968   -1822748.4340500  -2048331.6488500  -1822548.4340500  -2048331.6488500  
9       1168    152     0       1       64.9442619    -86.3057187   0.000   0.228   23.571  0.339   2      0.000   0.067   1168    153     64.9454254    -86.3025958   -1819548.4340500  -2070731.6488500  -1819348.4340500  -2070731.6488500  
10      1128    160     0       1       65.0065137    -86.3907129   0.000   0.314   33.047  0.642   3      0.000   0.067   1128    161     65.0076793    -86.3875860   -1817948.4340500  -2062731.6488500  -1817748.4340500  -2062731.6488500  
11      880     184     0       1       65.3613583    -87.0081182   0.000   0.107   10.065  0.290   1      0.000   0.067   880     185     65.3625397    -87.0049752   -1813148.4340500  -2013131.6488500  -1812948.4340500  -2013131.6488500  
12      1104    208     0       1       65.0941996    -86.3064625   0.000   0.200   21.628  0.423   3      0.000   0.067   1104    209     65.0953637    -86.3033202   -1808348.4340500  -2057931.6488500  -1808148.4340500  -2057931.6488500  
13      864     224     0       1       65.4295888    -86.9274657   0.000   0.219   22.223  0.572   3      0.000   0.067   864     225     65.4307686    -86.9243097   -1805148.4340500  -2009931.6488500  -1804948.4340500  -2009931.6488500  
14      864     264     0       1       65.4767303    -86.8009843   0.000   0.161   16.023  0.461   3      0.000   0.067   864     265     65.4779075    -86.7978158   -1797148.4340500  -2009931.6488500  -1796948.4340500  -2009931.6488500  
15      856     296     0       1       65.5249146    -86.7221023   0.000   0.233   25.614  0.559   3      0.000   0.067   856     297     65.5260901    -86.7189235   -1790748.4340500  -2008331.6488500  -1790548.4340500  -2008331.6488500  
16      784     480     0       1       65.8357912    -86.3362543   0.000   0.228   23.108  0.562   3      0.000   0.067   784     481     65.8369592    -86.3330142   -1753948.4340500  -1993931.6488500  -1753748.4340500  -1993931.6488500  
17      784     512     0       0       65.8731309    -86.2324093   0.000   0.109   10.136  0.311   2      0.000   0.000   784     512     65.8731309    -86.2324093   -1747548.4340500  -1993931.6488500  -1747548.4340500  -1993931.6488500  
18      1200    576     0       1       65.3880545    -84.8674638   0.000   0.212   22.667  0.458   3      0.000   0.067   1200    577     65.3891862    -84.8642137   -1734748.4340500  -2077131.6488500  -1734548.4340500  -2077131.6488500  
19      1104    584     0       1       65.5270315    -85.1034057   0.000   0.395   46.205  0.281   1      0.000   0.067   1104    585     65.5281693    -85.1001478   -1733148.4340500  -2057931.6488500  -1732948.4340500  -2057931.6488500  
20      1176    616     0       1       65.4658417    -84.8023956   0.000   0.229   24.171  0.611   3      0.000   0.067   1176    617     65.4669722    -84.7991318   -1726748.4340500  -2072331.6488500  -1726548.4340500  -2072331.6488500  
21      1104    624     0       1       65.5724888    -84.9728476   0.000   0.198   22.567  0.305   2      0.000   0.067   1104    625     65.5736238    -84.9695772   -1725148.4340500  -2057931.6488500  -1724948.4340500  -2057931.6488500  
22      480     680     0       1       66.4735904    -86.5607592   0.000   0.281   30.078  0.245   1      0.000   0.067   480     681     66.4747662    -86.5574402   -1713948.4340500  -1933131.6488500  -1713748.4340500  -1933131.6488500  
23      1368    680     0       1       65.2758381    -84.0771602   0.000   0.133   12.509  0.270   1      0.000   0.067   1368    681     65.2769506    -84.0738883   -1713948.4340500  -2110731.6488500  -1713748.4340500  -2110731.6488500  
24      888     688     0       1       65.9372785    -85.3616725   0.000   0.225   25.537  0.566   3      0.000   0.067   888     689     65.9384241    -85.3583701   -1712348.4340500  -2014731.6488500  -1712148.4340500  -2014731.6488500  
25      592     704     0       1       66.3527195    -86.1536872   0.000   0.182   18.262  0.526   3      0.000   0.067   592     705     66.3538853    -86.1503649   -1709148.4340500  -1955531.6488500  -1708948.4340500  -1955531.6488500  
26      1168    712     0       1       65.5849409    -84.5093725   0.000   0.169   17.546  0.326   2      0.000   0.067   1168    713     65.5860649    -84.5060784   -1707548.4340500  -2070731.6488500  -1707348.4340500  -2070731.6488500  
27      512     720     0       1       66.4780058    -86.3337992   0.000   0.246   28.084  0.721   3      0.000   0.067   512     721     66.4791764    -86.3304679   -1705948.4340500  -1939531.6488500  -1705748.4340500  -1939531.6488500  
28      568     744     0       1       66.4313674    -86.0902707   0.000   0.285   29.568  0.673   3      0.000   0.067   568     745     66.4325322    -86.0869338   -1701148.4340500  -1950731.6488500  -1700948.4340500  -1950731.6488500  
29      600     744     0       1       66.3886004    -85.9973294   0.000   0.247   23.405  0.627   3      0.000   0.067   600     745     66.3897627    -85.9939940   -1701148.4340500  -1957131.6488500  -1700948.4340500  -1957131.6488500  
