CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       104     64      -71     -58     84.1143815    137.2407528   0.000   0.107   16.466  0.540   3      -3.550  -2.900  33      6       83.9787017    138.2093435   -24949.2448529  637623.9232540  -36549.2448529  651823.9232540  
1       304     64      -70     -62     84.4824554    137.3905617   0.000   0.084   13.651  0.447   3      -3.500  -3.100  234     2       84.3478129    138.4944677   -24949.2448529  597623.9232540  -37349.2448529  611623.9232540  
2       368     72      -70     -62     84.6008619    137.2863344   0.000   0.130   17.407  0.432   3      -3.500  -3.100  298     10      84.4663772    138.4164512   -23349.2448529  584823.9232540  -35749.2448529  598823.9232540  
3       904     80      -72     -60     85.5884428    137.6072389   0.000   0.250   28.463  0.654   3      -3.600  -3.000  832     20      85.4496127    138.9239254   -21749.2448529  477623.9232540  -33749.2448529  492023.9232540  
4       336     88      -70     -61     84.5430388    136.9519170   0.000   0.182   20.609  0.475   3      -3.500  -3.050  266     27      84.4092932    138.0595505   -20149.2448529  591223.9232540  -32349.2448529  605223.9232540  
5       832     88      -71     -60     85.4564678    137.3450526   0.000   0.175   17.665  0.298   1      -3.550  -3.000  761     28      85.3199886    138.6338575   -20149.2448529  492023.9232540  -32149.2448529  506223.9232540  
6       1544    88      -74     -56     86.7679904    138.2983758   0.000   0.143   13.693  0.386   2      -3.700  -2.800  1470    32      86.6244129    139.9167143   -20149.2448529  349623.9232540  -31349.2448529  364423.9232540  
7       456     96      -70     -62     84.7644958    136.8730078   0.000   0.269   27.084  0.563   3      -3.500  -3.100  386     34      84.6307310    138.0480301   -18549.2448529  567223.9232540  -30949.2448529  581223.9232540  
8       496     96      -71     -61     84.8381604    136.8997827   0.000   0.165   15.974  0.434   3      -3.550  -3.050  425     35      84.7025814    138.0694850   -18549.2448529  559223.9232540  -30749.2448529  573423.9232540  
9       984     96      -71     -60     85.7370688    137.3010549   0.000   0.297   30.024  0.547   3      -3.550  -3.000  913     36      85.6005672    138.6735096   -18549.2448529  461623.9232540  -30549.2448529  475823.9232540  
10      1128    96      -72     -60     86.0023699    137.4539852   0.000   0.155   15.795  0.391   2      -3.600  -3.000  1056    36      85.8636542    138.9077247   -18549.2448529  432823.9232540  -30549.2448529  447223.9232540  
11      1160    96      -73     -58     86.0613272    137.4907699   0.000   0.194   21.693  0.440   3      -3.650  -2.900  1087    38      85.9209361    138.9107653   -18549.2448529  426423.9232540  -30149.2448529  441023.9232540  
12      1192    96      -73     -58     86.1202849    137.5286734   0.000   0.211   21.249  0.668   3      -3.650  -2.900  1119    38      85.9798061    138.9681701   -18549.2448529  420023.9232540  -30149.2448529  434623.9232540  
13      1328    96      -74     -57     86.3708559    137.7035130   0.000   0.160   17.773  0.474   3      -3.700  -2.850  1254    39      86.2282735    139.2021272   -18549.2448529  392823.9232540  -29949.2448529  407623.9232540  
