CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       88      224     24      57      68.2003399    -60.0843252   5.625   0.162   16.495  0.554   3      1.600   3.800   112     281     68.1851933    -59.7906179   -621780.3314760  -2306929.5015800  -610380.3314760  -2311729.5015800  
1       64      280     25      49      68.2674688    -59.8542263   0.000   0.103   9.524   0.369   2      1.667   3.267   89      329     68.2465637    -59.5957698   -610580.3314760  -2302129.5015800  -600780.3314760  -2307129.5015800  
2       96      280     24      47      68.2123151    -59.8148590   5.625   0.266   27.506  0.677   3      1.600   3.133   120     327     68.1921774    -59.5675963   -610580.3314760  -2308529.5015800  -601180.3314760  -2313329.5015800  
3       72      312     27      49      68.2682270    -59.6955371   5.625   0.202   22.623  0.474   3      1.800   3.267   99      361     68.2436032    -59.4348337   -604180.3314760  -2303729.5015800  -594380.3314760  -2309129.5015800  
4       136     320     29      40      68.1614333    -59.5807645   11.250  0.172   16.617  0.326   2      1.933   2.667   165     360     68.1291987    -59.3608179   -602580.3314760  -2316529.5015800  -594580.3314760  -2322329.5015800  
5       152     352     30      32      68.1481003    -59.4133236   5.625   0.099   9.822   0.288   1      2.000   2.133   182     384     68.1103999    -59.2296390   -596180.3314760  -2319729.5015800  -589780.3314760  -2325729.5015800  
6       256     384     26      17      67.9825632    -59.1432815   11.250  0.100   10.914  0.398   2      1.733   1.133   282     401     67.9450124    -59.0350470   -589780.3314760  -2340529.5015800  -586380.3314760  -2345729.5015800  
7       200     400     35      27      68.0862848    -59.1345440   5.625   0.175   16.144  0.476   3      2.333   1.800   235     427     68.0374645    -58.9692411   -586580.3314760  -2329329.5015800  -581180.3314760  -2336329.5015800  
8       104     408     43      46      68.2556961    -59.2099691   5.625   0.153   14.731  0.341   2      2.867   3.067   147     454     68.2012820    -58.9454599   -584980.3314760  -2310129.5015800  -575780.3314760  -2318729.5015800  
9       136     408     40      42      68.2003839    -59.1722943   5.625   0.120   9.140   0.262   1      2.667   2.800   176     450     68.1493909    -58.9305946   -584980.3314760  -2316529.5015800  -576580.3314760  -2324529.5015800  
10      256     416     28      20      67.9964221    -58.9958695   5.625   0.105   8.629   0.319   2      1.867   1.333   284     436     67.9565885    -58.8717373   -583380.3314760  -2340529.5015800  -579380.3314760  -2346129.5015800  
11      56      448     44      49      68.3561345    -59.0795522   0.000   0.106   8.680   0.230   1      2.933   3.267   100     497     68.3010235    -58.7989377   -576980.3314760  -2300529.5015800  -567180.3314760  -2309329.5015800  
12      184     464     38      35      68.1415405    -58.8563915   5.625   0.089   7.524   0.214   1      2.533   2.333   222     499     68.0905866    -58.6508237   -573780.3314760  -2326129.5015800  -566780.3314760  -2333729.5015800  
13      216     464     34      28      68.0861636    -58.8198317   0.000   0.121   10.988  0.264   1      2.267   1.867   250     492     68.0391570    -58.6517479   -573780.3314760  -2332529.5015800  -568180.3314760  -2339329.5015800  
14      48      488     37      55      68.3872305    -58.9012399   0.000   0.097   8.766   0.276   1      2.467   3.667   85      543     68.3464441    -58.6004812   -568980.3314760  -2298929.5015800  -557980.3314760  -2306329.5015800  
15      312     488     29      17      67.9301339    -58.6008536   0.000   0.095   8.375   0.212   1      1.933   1.133   341     505     67.8870116    -58.4905225   -568980.3314760  -2351729.5015800  -565580.3314760  -2357529.5015800  
16      88      504     37      54      68.3247830    -58.7799503   5.625   0.117   10.191  0.409   2      2.467   3.600   125     558     68.2833553    -58.4849941   -565780.3314760  -2306929.5015800  -554980.3314760  -2314329.5015800  
17      328     528     15      25      67.9190548    -58.3990097   0.000   0.100   8.622   0.328   2      1.000   1.667   343     553     67.9033273    -58.2675336   -560980.3314760  -2354929.5015800  -555980.3314760  -2357929.5015800  
18      408     528     8       34      67.7804501    -58.3118171   5.625   0.113   10.285  0.344   2      0.533   2.267   416     562     67.7804383    -58.1475368   -560980.3314760  -2370929.5015800  -554180.3314760  -2372529.5015800  
19      48      560     3       64      68.4177201    -58.5625756   0.000   0.091   7.963   0.258   1      0.200   4.267   51      624     68.4389943    -58.2573891   -554580.3314760  -2298929.5015800  -541780.3314760  -2299529.5015800  
20      400     560     9       35      67.8073656    -58.1738466   0.000   0.118   11.029  0.296   1      0.600   2.333   409     595     67.8058699    -58.0037153   -554580.3314760  -2369329.5015800  -547580.3314760  -2371129.5015800  
21      288     584     13      31      68.0113368    -58.1841014   5.625   0.090   10.149  0.416   3      0.867   2.067   301     615     68.0013019    -58.0265920   -549780.3314760  -2346929.5015800  -543580.3314760  -2349529.5015800  
22      152     600     -1      51      68.2538355    -58.2583434   5.625   0.102   10.159  0.361   2      -0.067  3.400   151     651     68.2762445    -58.0205125   -546580.3314760  -2319729.5015800  -536380.3314760  -2319529.5015800  
23      96      616     2       55      68.3575853    -58.2451508   0.000   0.082   8.623   0.266   1      0.133   3.667   98      671     68.3763707    -57.9840248   -543380.3314760  -2308529.5015800  -532380.3314760  -2308929.5015800  
24      240     616     13      38      68.1075908    -58.0875984   11.250  0.086   8.219   0.191   1      0.867   2.533   253     654     68.1002408    -57.8968576   -543380.3314760  -2337329.5015800  -535780.3314760  -2339929.5015800  
25      168     656     10      46      68.2487140    -57.9786838   11.250  0.113   11.847  0.364   2      0.667   3.067   178     702     68.2495940    -57.7524028   -535380.3314760  -2322929.5015800  -526180.3314760  -2324929.5015800  
26      224     656     13      43      68.1514184    -57.9185014   0.000   0.077   7.763   0.297   1      0.867   2.867   237     699     68.1458188    -57.7040974   -535380.3314760  -2334129.5015800  -526780.3314760  -2336729.5015800  
27      352     656     0       47      67.9290570    -57.7829810   0.000   0.093   8.291   0.268   1      0.000   3.133   352     703     67.9474255    -57.5657307   -535380.3314760  -2359729.5015800  -525980.3314760  -2359729.5015800  
28      72      680     2       55      68.4251730    -57.9698308   0.000   0.089   8.327   0.244   1      0.133   3.667   74      735     68.4434983    -57.7076274   -530580.3314760  -2303729.5015800  -519580.3314760  -2304129.5015800  
