CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       80      752     0       0       69.7311077    -163.2874616  0.000   0.218   21.503  0.558   3      0.000   0.000   80      752     69.7311077    -163.2874616  -1953074.0816500  1051070.7921800  -1953074.0816500  1051070.7921800  
1       112     792     0       0       69.8213722    -163.2395939  0.000   0.118   11.582  0.304   2      0.000   0.000   112     792     69.8213722    -163.2395939  -1945074.0816500  1044670.7921800  -1945074.0816500  1044670.7921800  
2       168     832     1       0       69.9319319    -163.0808827  0.000   0.195   19.156  0.424   3      0.067   0.000   169     832     69.9327755    -163.0762776  -1937074.0816500  1033470.7921800  -1937074.0816500  1033270.7921800  
3       216     856     0       0       70.0103123    -162.9181616  0.000   0.211   22.550  0.535   3      0.000   0.000   216     856     70.0103123    -162.9181616  -1932274.0816500  1023870.7921800  -1932274.0816500  1023870.7921800  
4       184     864     0       0       69.9960410    -163.0858385  0.000   0.176   17.002  0.439   3      0.000   0.000   184     864     69.9960410    -163.0858385  -1930674.0816500  1030270.7921800  -1930674.0816500  1030270.7921800  
5       600     872     0       0       70.3489683    -161.1485354  0.000   0.250   26.652  0.631   3      0.000   0.000   600     872     70.3489683    -161.1485354  -1929074.0816500  947070.7921800  -1929074.0816500  947070.7921800  
6       552     880     0       0       70.3237138    -161.3967648  0.000   0.209   20.469  0.479   3      0.000   0.000   552     880     70.3237138    -161.3967648  -1927474.0816500  956670.7921800  -1927474.0816500  956670.7921800  
7       640     880     0       0       70.3934051    -160.9754740  0.000   0.312   32.745  0.635   3      0.000   0.000   640     880     70.3934051    -160.9754740  -1927474.0816500  939070.7921800  -1927474.0816500  939070.7921800  
8       112     896     27      30      69.9853792    -163.4971303  0.000   0.144   14.073  0.450   3      1.800   2.000   139     926     70.0557358    -163.4476778  -1924274.0816500  1044670.7921800  -1918274.0816500  1039270.7921800  
9       240     896     0       0       70.0938329    -162.9051186  0.000   0.233   23.566  0.617   3      0.000   0.000   240     896     70.0938329    -162.9051186  -1924274.0816500  1019070.7921800  -1924274.0816500  1019070.7921800  
10      608     904     1       0       70.4068448    -161.1855521  0.000   0.236   25.389  0.582   3      0.067   0.000   609     904     70.4076367    -161.1807524  -1922674.0816500  945470.7921800  -1922674.0816500  945270.7921800  
11      568     912     0       0       70.3879190    -161.3962033  0.000   0.235   24.846  0.593   3      0.000   0.000   568     912     70.3879190    -161.3962033  -1921074.0816500  953470.7921800  -1921074.0816500  953470.7921800  
12      728     912     0       0       70.5138771    -160.6253746  0.000   0.229   23.273  0.551   3      0.000   0.000   728     912     70.5138771    -160.6253746  -1921074.0816500  921470.7921800  -1921074.0816500  921470.7921800  
13      152     920     28      29      70.0573634    -163.3726234  5.625   0.104   9.896   0.407   3      1.867   1.933   180     949     70.1269700    -163.3153973  -1919474.0816500  1036670.7921800  -1913674.0816500  1031070.7921800  
14      272     920     0       0       70.1587040    -162.8151078  0.000   0.176   16.769  0.349   2      0.000   0.000   272     920     70.1587040    -162.8151078  -1919474.0816500  1012670.7921800  -1919474.0816500  1012670.7921800  
15      696     928     0       0       70.5148227    -160.8177773  0.000   0.272   27.267  0.593   3      0.000   0.000   696     928     70.5148227    -160.8177773  -1917874.0816500  927870.7921800  -1917874.0816500  927870.7921800  
16      768     928     0       0       70.5707709    -160.4681525  0.000   0.290   30.277  0.612   3      0.000   0.000   768     928     70.5707709    -160.4681525  -1917874.0816500  913470.7921800  -1917874.0816500  913470.7921800  
17      616     936     0       0       70.4647229    -161.2227922  0.000   0.218   23.438  0.546   3      0.000   0.000   616     936     70.4647229    -161.2227922  -1916274.0816500  943870.7921800  -1916274.0816500  943870.7921800  
18      648     936     0       0       70.4900374    -161.0685923  0.000   0.216   22.551  0.456   3      0.000   0.000   648     936     70.4900374    -161.0685923  -1916274.0816500  937470.7921800  -1916274.0816500  937470.7921800  
19      72      944     30      33      70.0265149    -163.8016041  0.000   0.150   15.917  0.308   2      2.000   2.200   102     977     70.1042733    -163.7468956  -1914674.0816500  1052670.7921800  -1908074.0816500  1046670.7921800  
20      312     944     0       0       70.2302115    -162.6869655  0.000   0.121   11.496  0.348   2      0.000   0.000   312     944     70.2302115    -162.6869655  -1914674.0816500  1004670.7921800  -1914674.0816500  1004670.7921800  
21      392     944     0       0       70.2964831    -162.3102498  0.000   0.267   29.378  0.639   3      0.000   0.000   392     944     70.2964831    -162.3102498  -1914674.0816500  988670.7921800  -1914674.0816500  988670.7921800  
22      424     944     0       0       70.3227602    -162.1588420  0.000   0.219   22.669  0.576   3      0.000   0.000   424     944     70.3227602    -162.1588420  -1914674.0816500  982270.7921800  -1914674.0816500  982270.7921800  
23      520     944     0       0       70.4007900    -161.7021507  0.000   0.245   24.819  0.529   3      0.000   0.000   520     944     70.4007900    -161.7021507  -1914674.0816500  963070.7921800  -1914674.0816500  963070.7921800  
24      576     944     0       0       70.4457476    -161.4340417  0.000   0.278   28.592  0.538   3      0.000   0.000   576     944     70.4457476    -161.4340417  -1914674.0816500  951870.7921800  -1914674.0816500  951870.7921800  
25      360     952     0       0       70.2828084    -162.4808500  0.000   0.250   28.449  0.662   3      0.000   0.000   360     952     70.2828084    -162.4808500  -1913074.0816500  995070.7921800  -1913074.0816500  995070.7921800  
26      168     960     28      30      70.1341087    -163.3986225  0.000   0.169   16.432  0.384   2      1.867   2.000   196     990     70.2053186    -163.3437760  -1911474.0816500  1033470.7921800  -1905474.0816500  1027870.7921800  
27      456     960     0       0       70.3744825    -162.0458161  0.000   0.168   17.112  0.361   2      0.000   0.000   456     960     70.3744825    -162.0458161  -1911474.0816500  975870.7921800  -1911474.0816500  975870.7921800  
28      488     960     0       0       70.4005292    -161.8934354  0.000   0.197   20.314  0.513   3      0.000   0.000   488     960     70.4005292    -161.8934354  -1911474.0816500  969470.7921800  -1911474.0816500  969470.7921800  
29      688     960     0       0       70.5602513    -160.9317384  0.000   0.232   23.424  0.586   3      0.000   0.000   688     960     70.5602513    -160.9317384  -1911474.0816500  929470.7921800  -1911474.0816500  929470.7921800  
30      728     960     0       0       70.5915529    -160.7374789  0.000   0.190   18.912  0.441   3      0.000   0.000   728     960     70.5915529    -160.7374789  -1911474.0816500  921470.7921800  -1911474.0816500  921470.7921800  
31      768     960     1       1       70.6226375    -160.5425823  0.000   0.193   14.840  0.424   3      0.067   0.067   769     961     70.6250323    -160.5400338  -1911474.0816500  913470.7921800  -1911274.0816500  913270.7921800  
32      824     968     1       1       70.6787833    -160.2871853  0.000   0.092   11.753  0.335   2      0.067   0.067   825     969     70.6811747    -160.2845971  -1909874.0816500  902270.7921800  -1909674.0816500  902070.7921800  
33      80      976     26      36      70.0836984    -163.8458217  0.000   0.136   12.960  0.278   1      1.733   2.400   106     1012    70.1627426    -163.8172734  -1908274.0816500  1051070.7921800  -1901074.0816500  1045870.7921800  
34      880     976     1       1       70.7345588    -160.0302772  0.000   0.143   14.809  0.512   3      0.067   0.067   881     977     70.7369467    -160.0276489  -1908274.0816500  891070.7921800  -1908074.0816500  890870.7921800  
35      240     984     25      29      70.2331755    -163.1234168  0.000   0.179   18.615  0.519   3      1.667   1.933   265     1013    70.3001991    -163.0788527  -1906674.0816500  1019070.7921800  -1900874.0816500  1014070.7921800  
36      360     984     25      25      70.3337305    -162.5595268  0.000   0.142   12.324  0.243   1      1.667   1.667   385     1009    70.3942544    -162.5028902  -1906674.0816500  995070.7921800  -1901674.0816500  990070.7921800  
37      208     992     26      30      70.2186883    -163.2928669  0.000   0.155   16.005  0.453   3      1.733   2.000   234     1022    70.2881831    -163.2467570  -1905074.0816500  1025470.7921800  -1899074.0816500  1020270.7921800  
38      736     992     28      21      70.6495578    -160.7737143  0.000   0.177   16.135  0.336   2      1.867   1.400   764     1013    70.7053740    -160.6863393  -1905074.0816500  919870.7921800  -1900874.0816500  914270.7921800  
39      768     992     28      21      70.6744796    -160.6174188  0.000   0.172   16.870  0.436   2      1.867   1.400   796     1013    70.7302205    -160.5294681  -1905074.0816500  913470.7921800  -1900874.0816500  907870.7921800  
