CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       1824    432     1       -1      59.7178291    -163.9490740  0.000   0.094   8.284   0.293   1      0.067   -0.067  1825    431     59.7171545    -163.9444333  -2936544.4535201  1624342.8028401  -2936744.4535201  1624142.8028401  
1       1880    1152    0       0       60.8493660    -165.0133321  0.000   0.290   29.356  0.627   3      0.000   0.000   1880    1152    60.8493660    -165.0133321  -2792544.4535201  1613142.8028401  -2792544.4535201  1613142.8028401  
2       1320    1160    0       0       60.3636653    -166.7211029  0.000   0.271   25.479  0.364   2      0.000   0.000   1320    1160    60.3636653    -166.7211029  -2790944.4535201  1725142.8028401  -2790944.4535201  1725142.8028401  
3       1840    1240    0       0       60.9464660    -165.2937843  0.000   0.118   11.194  0.395   2      0.000   0.000   1840    1240    60.9464660    -165.2937843  -2774944.4535201  1621142.8028401  -2774944.4535201  1621142.8028401  
4       1888    1296    0       0       61.0723434    -165.2465141  0.000   0.096   8.682   0.275   1      0.000   0.000   1888    1296    61.0723434    -165.2465141  -2763744.4535201  1611542.8028401  -2763744.4535201  1611542.8028401  
5       1056    1416    -149    -36     60.4934436    -167.9813438  0.000   0.079   7.059   0.500   3      -9.933  -2.400  907     1380    60.3002816    -168.3486040  -2739744.4535201  1777942.8028401  -2746944.4535201  1807742.8028401  
6       1664    1624    22      9       61.3613581    -166.5450224  0.000   0.088   7.428   0.218   1      1.467   0.600   1686    1633    61.3946732    -166.4941416  -2698144.4535201  1656342.8028401  -2696344.4535201  1651942.8028401  
7       1768    1656    0       0       61.5030312    -166.2834699  0.000   0.119   11.294  0.327   2      0.000   0.000   1768    1656    61.5030312    -166.2834699  -2691744.4535201  1635542.8028401  -2691744.4535201  1635542.8028401  
8       1984    1792    0       0       61.8996917    -165.8627141  0.000   0.126   11.787  0.273   1      0.000   0.000   1984    1792    61.8996917    -165.8627141  -2664544.4535201  1592342.8028400  -2664544.4535201  1592342.8028400  
9       1872    1816    0       -1      61.8348666    -166.2621255  0.000   0.078   7.100   0.279   1      0.000   -0.067  1872    1815    61.8333784    -166.2602144  -2659744.4535201  1614742.8028400  -2659944.4535201  1614742.8028400  
10      1984    1824    0       0       61.9475161    -165.9234214  0.000   0.175   17.149  0.406   3      0.000   0.000   1984    1824    61.9475161    -165.9234214  -2658144.4535201  1592342.8028400  -2658144.4535201  1592342.8028400  
11      1920    1832    0       0       61.9019932    -166.1412981  0.000   0.285   30.269  0.564   3      0.000   0.000   1920    1832    61.9019932    -166.1412981  -2656544.4535201  1605142.8028400  -2656544.4535201  1605142.8028400  
12      1952    1864    0       0       61.9785133    -166.1011645  0.000   0.189   18.585  0.249   1      0.000   0.000   1952    1864    61.9785133    -166.1011645  -2650144.4535201  1598742.8028400  -2650144.4535201  1598742.8028400  
13      1920    1880    0       0       61.9735128    -166.2331874  0.000   0.260   25.280  0.405   3      0.000   0.000   1920    1880    61.9735128    -166.2331874  -2646944.4535201  1605142.8028400  -2646944.4535201  1605142.8028400  
14      1968    1904    0       0       62.0525833    -166.1270115  0.000   0.269   27.658  0.668   3      0.000   0.000   1968    1904    62.0525833    -166.1270115  -2642144.4535201  1595542.8028400  -2642144.4535201  1595542.8028400  
15      2040    1912    0       0       62.1291981    -165.9129316  0.000   0.121   10.663  0.234   1      0.000   0.000   2040    1912    62.1291981    -165.9129316  -2640544.4535201  1581142.8028400  -2640544.4535201  1581142.8028400  
16      2000    1920    0       0       62.1052600    -166.0558801  0.000   0.279   29.072  0.633   3      0.000   0.000   2000    1920    62.1052600    -166.0558801  -2638944.4535201  1589142.8028400  -2638944.4535201  1589142.8028400  
17      2096    1952    0       0       62.2391475    -165.8101372  0.000   0.140   13.000  0.506   3      0.000   0.000   2096    1952    62.2391475    -165.8101372  -2632544.4535201  1569942.8028400  -2632544.4535201  1569942.8028400  
18      2016    1960    0       0       62.1793789    -166.0817243  0.000   0.109   10.083  0.244   1      0.000   0.000   2016    1960    62.1793789    -166.0817243  -2630944.4535201  1585942.8028400  -2630944.4535201  1585942.8028400  
19      2064    1960    0       0       62.2224907    -165.9281325  0.000   0.110   10.195  0.379   2      0.000   0.000   2064    1960    62.2224907    -165.9281325  -2630944.4535201  1576342.8028400  -2630944.4535201  1576342.8028400  
20      2128    1960    1       0       62.2796849    -165.7225735  0.000   0.157   15.777  0.501   3      0.067   0.000   2129    1960    62.2805759    -165.7193546  -2630944.4535201  1563542.8028400  -2630944.4535201  1563342.8028400  
21      2176    1984    0       -1      62.3584069    -165.6136616  0.000   0.127   11.678  0.465   3      0.000   -0.067  2176    1983    62.3569053    -165.6117493  -2626144.4535201  1553942.8028400  -2626344.4535201  1553942.8028400  
22      2184    2016    0       -1      62.4135667    -165.6490759  0.000   0.213   21.173  0.640   3      0.000   -0.067  2184    2015    62.4120653    -165.6471577  -2619744.4535201  1552342.8028400  -2619944.4535201  1552342.8028400  
23      2408    2016    0       0       62.6107832    -164.9184531  0.000   0.246   24.488  0.418   3      0.000   0.000   2408    2016    62.6107832    -164.9184531  -2619744.4535201  1507542.8028400  -2619744.4535201  1507542.8028400  
24      2216    2048    0       0       62.4900842    -165.6067437  0.000   0.175   17.116  0.456   3      0.000   0.000   2216    2048    62.4900842    -165.6067437  -2613344.4535201  1545942.8028400  -2613344.4535201  1545942.8028400  
25      2248    2048    0       -1      62.5184843    -165.5026901  0.000   0.128   12.720  0.422   3      0.000   -0.067  2248    2047    62.5169800    -165.5007725  -2613344.4535201  1539542.8028400  -2613544.4535201  1539542.8028400  
26      2424    2072    0       0       62.7095040    -164.9719700  0.000   0.154   14.790  0.381   2      0.000   0.000   2424    2072    62.7095040    -164.9719700  -2608544.4535201  1504342.8028400  -2608544.4535201  1504342.8028400  
27      2264    2080    0       0       62.5808083    -165.5119940  0.000   0.184   17.387  0.636   3      0.000   0.000   2264    2080    62.5808083    -165.5119940  -2606944.4535201  1536342.8028400  -2606944.4535201  1536342.8028400  
28      2304    2120    1       0       62.6764633    -165.4582059  0.000   0.126   14.476  0.532   3      0.067   0.000   2305    2120    62.6773488    -165.4549296  -2598944.4535201  1528342.8028400  -2598944.4535201  1528142.8028400  
29      2336    2128    0       0       62.7168212    -165.3686434  0.000   0.224   19.799  0.459   3      0.000   0.000   2336    2128    62.7168212    -165.3686434  -2597344.4535201  1521942.8028400  -2597344.4535201  1521942.8028400  
30      2376    2152    0       0       62.7883200    -165.2832283  0.000   0.168   16.268  0.448   3      0.000   0.000   2376    2152    62.7883200    -165.2832283  -2592544.4535201  1513942.8028400  -2592544.4535201  1513942.8028400  
31      2344    2160    1       0       62.7721323    -165.4040258  0.000   0.088   8.138   0.763   3      0.067   0.000   2345    2160    62.7730168    -165.4007357  -2590944.4535201  1520342.8028400  -2590944.4535201  1520142.8028400  
32      2392    2184    0       0       62.8507289    -165.2921050  0.000   0.292   28.731  0.622   3      0.000   0.000   2392    2184    62.8507289    -165.2921050  -2586144.4535201  1510742.8028400  -2586144.4535201  1510742.8028400  
33      2512    2200    0       0       62.9802032    -164.9247303  0.000   0.110   10.454  0.207   1      0.000   0.000   2512    2200    62.9802032    -164.9247303  -2582944.4535201  1486742.8028400  -2582944.4535201  1486742.8028400  
34      2472    2208    0       0       62.9573401    -165.0732411  0.000   0.118   10.029  0.192   1      0.000   0.000   2472    2208    62.9573401    -165.0732411  -2581344.4535201  1494742.8028400  -2581344.4535201  1494742.8028400  
35      2440    2224    0       0       62.9534363    -165.2104057  0.000   0.262   24.308  0.674   3      0.000   0.000   2440    2224    62.9534363    -165.2104057  -2578144.4535201  1501142.8028400  -2578144.4535201  1501142.8028400  
36      2920    2224    0       -1      63.3659592    -163.5913106  0.000   0.083   7.280   0.294   1      0.000   -0.067  2920    2223    63.3644209    -163.5894430  -2578144.4535201  1405142.8028400  -2578344.4535201  1405142.8028400  
37      2464    2264    1       0       63.0350303    -165.2080425  0.000   0.130   16.948  0.713   3      0.067   0.000   2465    2264    63.0359106    -165.2047125  -2570144.4535201  1496342.8028400  -2570144.4535201  1496142.8028400  
38      2936    2264    1       0       63.4409145    -163.6112470  0.000   0.203   19.004  0.552   3      0.067   0.000   2937    2264    63.4417537    -163.6078108  -2570144.4535201  1401942.8028400  -2570144.4535201  1401742.8028400  
39      2880    2272    0       0       63.4060625    -163.8183861  0.000   0.155   14.358  0.562   3      0.000   0.000   2880    2272    63.4060625    -163.8183861  -2568544.4535201  1413142.8028400  -2568544.4535201  1413142.8028400  
40      2512    2296    0       -1      63.1256473    -165.1099038  0.000   0.157   15.072  0.641   3      0.000   -0.067  2512    2295    63.1241332    -165.1079642  -2563744.4535201  1486742.8028400  -2563944.4535201  1486742.8028400  
41      2856    2304    0       0       63.4348399    -163.9610331  0.000   0.174   16.918  0.660   3      0.000   0.000   2856    2304    63.4348399    -163.9610331  -2562144.4535200  1417942.8028400  -2562144.4535200  1417942.8028400  
42      2544    2312    0       -1      63.1779518    -165.0337507  0.000   0.205   20.267  0.587   3      0.000   -0.067  2544    2311    63.1764362    -165.0318116  -2560544.4535201  1480342.8028400  -2560744.4535201  1480342.8028400  
43      2840    2336    0       0       63.4702780    -164.0766089  0.000   0.274   26.169  0.744   3      0.000   0.000   2840    2336    63.4702780    -164.0766089  -2555744.4535200  1421142.8028400  -2555744.4535200  1421142.8028400  
44      1832    2352    -73     -87     62.5919656    -167.4455638  348.750  0.133   12.101  0.293   1      -4.867  -5.800  1759    2265    62.3954110    -167.5017066  -2552544.4535201  1622742.8028400  -2569944.4535201  1637342.8028400  
