CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       1000    120     36      12      80.6456668    -119.5568610  0.000   0.196   21.727  0.350   2      2.400   0.800   1036    132     80.6490406    -119.1290768  -978831.4521400  -270408.1601110  -976431.4521400  -277608.1601110  
1       1144    120     34      12      80.5718749    -118.0027112  0.000   0.217   22.394  0.422   3      2.267   0.800   1178    132     80.5744610    -117.5993005  -978831.4521400  -299208.1601110  -976431.4521400  -306008.1601110  
2       1056    128     36      13      80.6318897    -118.9246396  0.000   0.208   20.170  0.379   3      2.400   0.867   1092    141     80.6362552    -118.4941000  -977231.4521400  -281608.1601110  -974631.4521400  -288808.1601110  
3       1112    128     34      12      80.6029239    -118.3201906  0.000   0.245   24.790  0.523   3      2.267   0.800   1146    140     80.6058756    -117.9155269  -977231.4521400  -292808.1601110  -974831.4521400  -299608.1601110  
4       760     136     36      13      80.7817503    -122.1581163  0.000   0.183   19.830  0.271   1      2.400   0.867   796     149     80.7900604    -121.7226843  -975631.4521400  -222408.1601110  -973031.4521400  -229608.1601110  
5       720     144     37      15      80.8121197    -122.5857791  0.000   0.254   26.402  0.352   2      2.467   1.000   757     159     80.8241192    -122.1329550  -974031.4521400  -214408.1601110  -971031.4521400  -221808.1601110  
6       816     144     36      12      80.7726423    -121.5131322  0.000   0.256   28.120  0.479   3      2.400   0.800   852     156     80.7783857    -121.0803489  -974031.4521400  -233608.1601110  -971631.4521400  -240808.1601110  
7       848     144     36      11      80.7587721    -121.1576743  0.000   0.212   22.431  0.406   3      2.400   0.733   884     155     80.7623070    -120.7281578  -974031.4521400  -240008.1601110  -971831.4521400  -247208.1601110  
8       1016    152     35      12      80.6943321    -119.2852572  0.000   0.266   28.235  0.686   3      2.333   0.800   1051    164     80.6978851    -118.8660394  -972431.4521400  -273608.1601110  -970031.4521400  -280608.1601110  
9       1168    152     31      12      80.6149524    -117.6393554  0.000   0.298   34.527  0.723   3      2.067   0.800   1199    164     80.6187961    -117.2661469  -972431.4521400  -304008.1601110  -970031.4521400  -310208.1601110  
10      976     160     35      11      80.7280962    -119.6989716  0.000   0.206   21.216  0.449   3      2.333   0.733   1011    171     80.7303719    -119.2814650  -970831.4521400  -265608.1601110  -968631.4521400  -272608.1601110  
11      1048    160     31      13      80.6923622    -118.9113289  0.000   0.251   25.816  0.412   3      2.067   0.867   1079    173     80.6993146    -118.5323782  -970831.4521400  -280008.1601110  -968231.4521400  -286208.1601110  
12      1096    160     31      12      80.6675738    -118.3896627  0.000   0.224   23.093  0.597   3      2.067   0.800   1127    172     80.6722135    -118.0146665  -970831.4521400  -289608.1601110  -968431.4521400  -295808.1601110  
13      1128    160     31      12      80.6506226    -118.0434471  0.000   0.308   33.144  0.627   3      2.067   0.800   1159    172     80.6548950    -117.6689756  -970831.4521400  -296008.1601110  -968431.4521400  -302208.1601110  
14      480     168     40      22      80.9399991    -125.2578243  0.000   0.148   16.587  0.338   2      2.667   1.467   520     190     80.9670216    -124.7535531  -969231.4521400  -166408.1601110  -964831.4521400  -174408.1601110  
15      576     168     39      19      80.9085227    -124.1590874  0.000   0.257   30.443  0.489   3      2.600   1.267   615     187     80.9289801    -123.6717013  -969231.4521400  -185608.1601110  -965431.4521400  -193408.1601110  
16      624     168     38      18      80.8915429    -123.6126784  0.000   0.188   18.149  0.558   3      2.533   1.200   662     186     80.9098465    -123.1387686  -969231.4521400  -195208.1601110  -965631.4521400  -202808.1601110  
17      672     168     38      16      80.8737416    -123.0683604  0.000   0.219   23.296  0.621   3      2.533   1.067   710     184     80.8877473    -122.5993001  -969231.4521400  -204808.1601110  -966031.4521400  -212408.1601110  
18      736     176     37      15      80.8630599    -122.3257551  0.000   0.289   30.308  0.585   3      2.467   1.000   773     191     80.8747303    -121.8700623  -967631.4521400  -217608.1601110  -964631.4521400  -225008.1601110  
19      816     176     35      14      80.8297283    -121.4272186  0.000   0.170   15.490  0.289   2      2.333   0.933   851     190     80.8393714    -120.9972795  -967631.4521400  -233608.1601110  -964831.4521400  -240608.1601110  
20      848     176     35      13      80.8157705    -121.0696745  0.000   0.116   10.011  0.341   2      2.333   0.867   883     189     80.8232083    -120.6428862  -967631.4521400  -240008.1601110  -965031.4521400  -247008.1601110  
21      880     176     35      12      80.8014578    -120.7132338  0.000   0.167   16.673  0.564   3      2.333   0.800   915     188     80.8066972    -120.2897578  -967631.4521400  -246408.1601110  -965231.4521400  -253408.1601110  
22      288     184     42      28      81.0220131    -127.4517501  0.000   0.188   20.362  0.562   3      2.800   1.867   330     212     81.0624453    -126.9164592  -966031.4521400  -128008.1601110  -960431.4521400  -136408.1601110  
23      520     184     39      21      80.9561855    -124.7660120  0.000   0.264   25.252  0.651   3      2.600   1.400   559     205     80.9810638    -124.2730722  -966031.4521400  -174408.1601110  -961831.4521400  -182208.1601110  
24      936     184     34      12      80.7897456    -120.0685954  0.000   0.137   15.869  0.495   2      2.267   0.800   970     196     80.7947088    -119.6563948  -966031.4521400  -257608.1601110  -963631.4521400  -264408.1601110  
25      1008    184     31      12      80.7548223    -119.2742254  0.000   0.147   14.406  0.450   3      2.067   0.800   1039    196     80.7603992    -118.8961453  -966031.4521400  -272008.1601110  -963631.4521400  -278208.1601110  
26      1176    184     31      12      80.6665484    -117.4450112  0.000   0.370   40.941  0.691   3      2.067   0.800   1207    196     80.6701848    -117.0696558  -966031.4521400  -305608.1601110  -963631.4521400  -311808.1601110  
27      136     192     45      39      81.0689774    -129.2208881  0.000   0.116   12.904  0.335   1      3.000   2.600   181     231     81.1314318    -128.6411267  -964431.4521400  -97608.1601110  -956631.4521400  -106608.1601110  
28      240     192     42      30      81.0477333    -128.0005345  0.000   0.179   17.064  0.412   3      2.800   2.000   282     222     81.0926036    -127.4630848  -964431.4521400  -118408.1601110  -958431.4521400  -126808.1601110  
29      320     192     41      27      81.0286515    -127.0660662  0.000   0.242   25.869  0.627   3      2.733   1.800   361     219     81.0669751    -126.5420830  -964431.4521400  -134408.1601110  -959031.4521400  -142608.1601110  
30      360     192     41      26      81.0182223    -126.6003887  0.000   0.393   41.985  0.679   3      2.733   1.733   401     218     81.0540670    -126.0768837  -964431.4521400  -142408.1601110  -959231.4521400  -150608.1601110  
31      424     192     40      23      81.0003104    -125.8576478  0.000   0.214   22.708  0.581   3      2.667   1.533   464     215     81.0299722    -125.3498189  -964431.4521400  -155208.1601110  -959831.4521400  -163208.1601110  
32      776     192     36      15      80.8752650    -121.8336333  0.000   0.191   20.304  0.523   3      2.400   1.000   812     207     80.8867451    -121.3879856  -964431.4521400  -225608.1601110  -961431.4521400  -232808.1601110  
33      616     200     39      18      80.9520101    -123.6304654  0.000   0.259   26.057  0.517   3      2.600   1.200   655     218     80.9699595    -123.1419626  -962831.4521400  -193608.1601110  -959231.4521400  -201408.1601110  
34      1080    200     31      12      80.7462849    -118.4341279  0.000   0.214   21.477  0.419   3      2.067   0.800   1111    212     80.7509707    -118.0559484  -962831.4521400  -286408.1601110  -960431.4521400  -292608.1601110  
