CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       1344    128     7       10      72.2899070    -177.7987943  348.750  0.166   17.423  0.473   3      0.350   0.500   1351    138     72.3117264    -177.8086343  -1418541.4562500  1313528.3427200  -1416541.4562500  1312128.3427200  
1       1192    136     37      -39     72.1129493    -178.4851265  0.000   0.089   7.568   0.201   1      1.850   -1.950  1229    97      72.1075718    -178.1702184  -1416941.4562500  1343928.3427200  -1424741.4562500  1336528.3427200  
2       1312    152     4       7       72.2823049    -178.0345150  0.000   0.088   9.227   0.405   3      0.200   0.350   1316    159     72.2964610    -178.0455042  -1413741.4562500  1319928.3427200  -1412341.4562500  1319128.3427200  
3       1464    192     1       31      72.5216130    -177.5310823  0.000   0.166   16.819  0.471   3      0.050   1.550   1465    223     72.5640374    -177.6528379  -1405741.4562500  1289528.3427200  -1399541.4562500  1289328.3427200  
4       1256    208     13      1       72.2866209    -178.5035722  0.000   0.112   10.523  0.341   2      0.650   0.050   1269    209     72.3040689    -178.4517202  -1402541.4562500  1331128.3427200  -1402341.4562500  1328528.3427200  
5       1504    208     0       32      72.5916861    -177.4185290  0.000   0.107   9.791   0.273   1      0.000   1.600   1504    240     72.6342992    -177.5490474  -1402541.4562500  1281528.3427200  -1396141.4562500  1281528.3427200  
6       1288    216     13      3       72.3368081    -178.3983561  354.375  0.180   16.500  0.430   3      0.650   0.150   1301    219     72.3568537    -178.3544174  -1400941.4562500  1324728.3427200  -1400341.4562500  1322128.3427200  
7       1344    216     12      11      72.4060855    -178.1555616  354.375  0.242   25.782  0.536   3      0.600   0.550   1356    227     72.4353817    -178.1482086  -1400941.4562500  1313528.3427200  -1398741.4562500  1311128.3427200  
8       1560    232     -1      47      72.6918359    -177.2659292  0.000   0.147   14.496  0.453   3      -0.050  2.350   1559    279     72.7533438    -177.4629138  -1397741.4562500  1270328.3427200  -1388341.4562500  1270528.3427200  
9       1272    248     11      2       72.3588215    -178.5983724  354.375  0.210   20.573  0.567   3      0.550   0.100   1283    250     72.3751199    -178.5591383  -1394541.4562500  1327928.3427200  -1394141.4562500  1325728.3427200  
10      1416    256     1       28      72.5475922    -178.0041672  354.375  0.100   11.135  0.396   2      0.050   1.400   1417    284     72.5857621    -178.1149063  -1392941.4562500  1299128.3427200  -1387341.4562500  1298928.3427200  
11      1592    256     -1      46      72.7627853    -177.2199973  0.000   0.123   10.698  0.299   1      -0.050  2.300   1591    302     72.8230171    -177.4135169  -1392941.4562500  1263928.3427200  -1383741.4562500  1264128.3427200  
12      1120    264     24      -17     72.1892577    -179.3121279  343.125  0.135   12.194  0.319   2      1.200   -0.850  1144    247     72.1974790    -179.1408556  -1391341.4562500  1358328.3427200  -1394741.4562500  1353528.3427200  
13      1360    264     7       12      72.4889980    -178.2824256  354.375  0.123   12.022  0.293   2      0.350   0.600   1367    276     72.5134304    -178.3012263  -1391341.4562500  1310328.3427200  -1388941.4562500  1308928.3427200  
14      1536    264     0       46      72.7053050    -177.5044496  0.000   0.155   14.028  0.241   1      0.000   2.300   1536    310     72.7664676    -177.6938404  -1391341.4562500  1275128.3427200  -1382141.4562500  1275128.3427200  
15      1624    264     0       45      72.8123021    -177.1080441  0.000   0.110   11.612  0.415   3      0.000   2.250   1624    309     72.8725327    -177.2930699  -1391341.4562500  1257528.3427200  -1382341.4562500  1257528.3427200  
16      1208    272     10      -4      72.3101769    -178.9716264  354.375  0.104   10.816  0.287   1      0.500   -0.200  1218    268     72.3175009    -178.9124138  -1389741.4562500  1340728.3427200  -1390541.4562500  1338728.3427200  
17      1088    280     22      -24     72.1694802    -179.5127121  354.375  0.087   10.201  0.324   2      1.100   -1.200  1110    256     72.1663327    -179.3213501  -1388141.4562500  1364728.3427200  -1392941.4562500  1360328.3427200  
18      1496    280     1       30      72.6776426    -177.7487442  0.000   0.102   8.327   0.178   1      0.050   1.500   1497    310     72.7186206    -177.8680225  -1388141.4562500  1283128.3427200  -1382141.4562500  1282928.3427200  
19      1440    288     0       30      72.6194002    -178.0299901  0.000   0.156   14.508  0.292   1      0.000   1.500   1440    318     72.6589621    -178.1539520  -1386541.4562500  1294328.3427200  -1380541.4562500  1294328.3427200  
20      1392    296     -1      23      72.5706612    -178.2742542  0.000   0.075   6.994   0.247   1      -0.050  1.150   1391    319     72.5996337    -178.3737880  -1384941.4562500  1303928.3427200  -1380341.4562500  1304128.3427200  
21      1608    296     1       45      72.8357031    -177.3119605  0.000   0.157   15.227  0.287   1      0.050   2.250   1609    341     72.8969627    -177.4934417  -1384941.4562500  1260728.3427200  -1375941.4562500  1260528.3427200  
22      1640    296     0       44      72.8745706    -177.1668377  0.000   0.114   10.038  0.261   1      0.000   2.200   1640    340     72.9334185    -177.3486125  -1384941.4562500  1254328.3427200  -1376141.4562500  1254328.3427200  
23      1248    304     12      -1      72.4018459    -178.9324346  354.375  0.126   12.635  0.509   3      0.600   -0.050  1260    303     72.4155640    -178.8766977  -1383341.4562500  1332728.3427200  -1383541.4562500  1330328.3427200  
24      1568    304     1       45      72.7976263    -177.5254181  0.000   0.256   27.231  0.451   3      0.050   2.250   1569    349     72.8586800    -177.7072618  -1383341.4562500  1268728.3427200  -1374341.4562500  1268528.3427200  
25      1696    312     1       42      72.9638435    -176.9771543  0.000   0.264   27.087  0.575   3      0.050   2.100   1697    354     73.0214142    -177.1463411  -1381741.4562500  1243128.3427200  -1373341.4562500  1242928.3427200  
26      1728    312     1       41      73.0024719    -176.8301484  0.000   0.182   17.663  0.336   2      0.050   2.050   1729    353     73.0588316    -176.9950711  -1381741.4562500  1236728.3427200  -1373541.4562500  1236528.3427200  
27      1144    328     12      -7      72.3020459    -179.4754505  0.000   0.188   18.508  0.476   3      0.600   -0.350  1156    321     72.3081858    -179.3955451  -1378541.4562500  1353528.3427200  -1379941.4562500  1351128.3427200  
28      1536    328     1       45      72.7903526    -177.7683213  0.000   0.171   17.020  0.405   3      0.050   2.250   1537    373     72.8511766    -177.9509613  -1378541.4562500  1275128.3427200  -1369541.4562500  1274928.3427200  
29      1360    344     3       19      72.5938554    -178.6132883  0.000   0.080   7.561   0.231   1      0.150   0.950   1363    363     72.6224202    -178.6793558  -1375341.4562500  1310328.3427200  -1371541.4562500  1309728.3427200  
