CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       912     808     0       0       59.4573525    -69.5669387   0.000   0.097   10.267  0.214   1      0.000   0.000   912     808     59.4573525    -69.5669387   -1407782.9550901  -3079558.2737202  -1407782.9550901  -3079558.2737202  
1       952     816     0       0       59.4003882    -69.4861937   0.000   0.132   12.886  0.255   1      0.000   0.000   952     816     59.4003882    -69.4861937   -1406182.9550901  -3087558.2737202  -1406182.9550901  -3087558.2737202  
2       952     848     3       -1      59.4231897    -69.3877545   0.000   0.090   8.024   0.243   1      0.200   -0.067  955     847     59.4177721    -69.3866461   -1399782.9550901  -3087558.2737202  -1399982.9550901  -3088158.2737202  
3       1176    880     0       0       59.0940441    -68.9811779   0.000   0.395   45.368  0.757   3      0.000   0.000   1176    880     59.0940441    -68.9811779   -1393382.9550901  -3132358.2737202  -1393382.9550901  -3132358.2737202  
4       880     896     0       0       59.5703230    -69.3402339   0.000   0.103   9.365   0.292   1      0.000   0.000   880     896     59.5703230    -69.3402339   -1390182.9550901  -3073158.2737202  -1390182.9550901  -3073158.2737202  
5       1224    896     0       0       59.0297519    -68.8673530   0.000   0.154   15.333  0.338   2      0.000   0.000   1224    896     59.0297519    -68.8673530   -1390182.9550901  -3141958.2737202  -1390182.9550901  -3141958.2737202  
6       648     912     0       0       59.9460176    -69.6191648   0.000   0.258   26.278  0.629   3      0.000   0.000   648     912     59.9460176    -69.6191648   -1386982.9550901  -3026758.2737201  -1386982.9550901  -3026758.2737201  
7       744     912     0       0       59.7952989    -69.4822381   0.000   0.180   16.631  0.319   2      0.000   0.000   744     912     59.7952989    -69.4822381   -1386982.9550901  -3045958.2737201  -1386982.9550901  -3045958.2737201  
8       1152    912     0       0       59.1541160    -68.9159217   0.000   0.226   23.332  0.408   3      0.000   0.000   1152    912     59.1541160    -68.9159217   -1386982.9550901  -3127558.2737202  -1386982.9550901  -3127558.2737202  
9       1184    912     0       0       59.1037887    -68.8725459   0.000   0.251   25.822  0.496   3      0.000   0.000   1184    912     59.1037887    -68.8725459   -1386982.9550901  -3133958.2737202  -1386982.9550901  -3133958.2737202  
10      608     944     0       0       60.0318298    -69.5762632   0.000   0.109   10.231  0.228   1      0.000   0.000   608     944     60.0318298    -69.5762632   -1380582.9550901  -3018758.2737201  -1380582.9550901  -3018758.2737201  
11      1064    968     -3      -16     59.3316259    -68.8636342   5.625   0.083   8.223   0.236   1      -0.200  -1.067  1061    952     59.3251921    -68.9170177   -1375782.9550901  -3109958.2737202  -1378982.9550901  -3109358.2737202  
12      840     992     -7      -32     59.7011218    -69.0979969   0.000   0.131   12.482  0.371   2      -0.467  -2.133  833     960     59.6895558    -69.2073960   -1370982.9550901  -3065158.2737202  -1377382.9550901  -3063758.2737202  
