CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       568     832     -39     96      69.7047086    -172.6733291  0.000   0.081   8.747   0.265   1      -1.950  4.800   529     928     69.7974794    -173.1375008  -1757848.8333700  1357313.3724900  -1738648.8333700  1365113.3724900  
1       616     880     -32     91      69.8253186    -172.6283900  0.000   0.121   12.993  0.320   2      -1.600  4.550   584     971     69.9189273    -173.0503719  -1748248.8333700  1347713.3724900  -1730048.8333700  1354113.3724900  
2       648     952     -31     90      69.9624986    -172.7256997  0.000   0.145   13.781  0.367   2      -1.550  4.500   617     1042    70.0555914    -173.1437304  -1733848.8333700  1341313.3724900  -1715848.8333700  1347513.3724900  
3       720     960     -13     50      70.0526010    -172.4523392  0.000   0.111   9.069   0.262   1      -0.650  2.500   707     1010    70.1094645    -172.6668330  -1732248.8333700  1326913.3724900  -1722248.8333700  1329513.3724900  
4       800     984     -9      48      70.1738125    -172.1938619  0.000   0.137   13.883  0.338   2      -0.450  2.400   791     1032    70.2325331    -172.3856579  -1727448.8333700  1310913.3724900  -1717848.8333700  1312713.3724900  
5       768     992     -11     49      70.1504707    -172.3539268  0.000   0.079   7.423   0.203   1      -0.550  2.450   757     1041    70.2082409    -172.5575948  -1725848.8333700  1317313.3724900  -1716048.8333700  1319513.3724900  
6       856     1024    -8      46      70.2916702    -172.0852528  0.000   0.191   17.876  0.443   3      -0.400  2.300   848     1070    70.3487644    -172.2671888  -1719448.8333700  1299713.3724900  -1710248.8333700  1301313.3724900  
7       744     1048    -10     49      70.2039628    -172.6347197  0.000   0.132   13.136  0.448   3      -0.500  2.450   734     1097    70.2625023    -172.8355918  -1714648.8333700  1322113.3724900  -1704848.8333700  1324113.3724900  
8       744     1080    -9      49      70.2493917    -172.7383771  0.000   0.166   15.218  0.346   2      -0.450  2.450   735     1129    70.3089185    -172.9358382  -1708248.8333700  1322113.3724900  -1698448.8333700  1323913.3724900  
9       920     1088    -8      43      70.4525459    -172.0184370  0.000   0.142   13.495  0.336   2      -0.400  2.150   912     1131    70.5054471    -172.1919531  -1706648.8333700  1286913.3724900  -1698048.8333700  1288513.3724900  
10      800     1096    -8      47      70.3334939    -172.5545998  0.000   0.155   14.805  0.421   3      -0.400  2.350   792     1143    70.3915091    -172.7415864  -1705048.8333700  1310913.3724900  -1695648.8333700  1312513.3724900  
11      680     1104    -7      61      70.2128147    -173.0841429  5.625   0.171   14.239  0.503   3      -0.350  3.050   673     1165    70.2910523    -173.3134661  -1703448.8333700  1334913.3724900  -1691248.8333700  1336313.3724900  
12      840     1112    -9      46      70.3999725    -172.4371995  0.000   0.128   11.669  0.314   2      -0.450  2.300   831     1158    70.4556098    -172.6254529  -1701848.8333700  1302913.3724900  -1692648.8333700  1304713.3724900  
13      992     1112    -11     43      70.5646225    -171.7863505  0.000   0.180   18.037  0.413   3      -0.550  2.150   981     1155    70.6145354    -171.9732037  -1701848.8333700  1272513.3724900  -1693248.8333700  1274713.3724900  
14      872     1120    -8      45      70.4462551    -172.3270896  0.000   0.133   12.284  0.361   2      -0.400  2.250   864     1165    70.5016902    -172.5079420  -1700248.8333700  1296513.3724900  -1691248.8333700  1298113.3724900  
15      744     1136    -6      50      70.3287530    -172.9209509  0.000   0.098   9.008   0.229   1      -0.300  2.500   738     1186    70.3928155    -173.1104747  -1697048.8333700  1322113.3724900  -1687048.8333700  1323313.3724900  
