CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       3144    1088    0       0       68.3998319    -90.1590738   0.000   0.247   26.289  0.609   3      0.000   0.000   3144    1088    68.3998319    -90.1590738   -1678277.7543200  -1668984.5204500  -1678277.7543200  -1668984.5204500  
1       4024    1104    0       -1      67.2862347    -87.2365855   0.000   0.212   22.143  0.575   3      0.000   -0.067  4024    1103    67.2850399    -87.2399899   -1675077.7543200  -1844984.5204500  -1675277.7543200  -1844984.5204500  
2       3992    1112    0       -1      67.3378893    -87.3084301   0.000   0.211   21.813  0.450   3      0.000   -0.067  3992    1111    67.3366927    -87.3118386   -1673477.7543200  -1838584.5204500  -1673677.7543200  -1838584.5204500  
3       3912    1120    0       0       67.4524914    -87.5305173   0.000   0.270   29.183  0.543   3      0.000   0.000   3912    1120    67.4524914    -87.5305173   -1671877.7543200  -1822584.5204500  -1671877.7543200  -1822584.5204500  
4       3944    1120    0       0       67.4105244    -87.4304847   0.000   0.291   31.193  0.638   3      0.000   0.000   3944    1120    67.4105244    -87.4304847   -1671877.7543200  -1828984.5204500  -1671877.7543200  -1828984.5204500  
5       3856    1128    0       0       67.5354350    -87.6791546   0.000   0.233   23.864  0.471   3      0.000   0.000   3856    1128    67.5354350    -87.6791546   -1670277.7543200  -1811384.5204500  -1670277.7543200  -1811384.5204500  
6       3760    1136    0       0       67.6704019    -87.9561698   0.000   0.368   39.939  0.769   3      0.000   0.000   3760    1136    67.6704019    -87.9561698   -1668677.7543200  -1792184.5204500  -1668677.7543200  -1792184.5204500  
7       3792    1136    0       0       67.6286906    -87.8543216   0.000   0.314   33.300  0.682   3      0.000   0.000   3792    1136    67.6286906    -87.8543216   -1668677.7543200  -1798584.5204500  -1668677.7543200  -1798584.5204500  
8       3024    1144    0       0       68.6215349    -90.3821879   0.000   0.274   29.522  0.240   1      0.000   0.000   3024    1144    68.6215349    -90.3821879   -1667077.7543200  -1644984.5204500  -1667077.7543200  -1644984.5204500  
9       3120    1144    0       0       68.5008343    -90.0497619   0.000   0.418   48.390  0.851   3      0.000   0.000   3120    1144    68.5008343    -90.0497619   -1667077.7543200  -1664184.5204500  -1667077.7543200  -1664184.5204500  
10      3728    1152    0       0       67.7314840    -88.0035479   0.000   0.296   30.188  0.754   3      0.000   0.000   3728    1152    67.7314840    -88.0035479   -1665477.7543200  -1785784.5204500  -1665477.7543200  -1785784.5204500  
11      3824    1152    0       0       67.6062313    -87.6980451   0.000   0.190   18.653  0.517   3      0.000   0.000   3824    1152    67.6062313    -87.6980451   -1665477.7543200  -1804984.5204500  -1665477.7543200  -1804984.5204500  
12      3696    1160    0       0       67.7828382    -88.0786914   0.000   0.290   29.620  0.783   3      0.000   0.000   3696    1160    67.7828382    -88.0786914   -1663877.7543200  -1779384.5204500  -1663877.7543200  -1779384.5204500  
13      3952    1160    0       0       67.4479273    -87.2687191   0.000   0.251   26.035  0.587   3      0.000   0.000   3952    1160    67.4479273    -87.2687191   -1663877.7543200  -1830584.5204500  -1663877.7543200  -1830584.5204500  
14      3992    1160    0       -1      67.3952412    -87.1443887   0.000   0.246   25.853  0.637   3      0.000   -0.067  3992    1159    67.3940481    -87.1478150   -1663877.7543200  -1838584.5204500  -1664077.7543200  -1838584.5204500  
