CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       528     288     -1      0       69.4330158    -123.7178195  0.000   0.213   21.574  0.375   2      -0.022  0.000   527     288     69.4333658    -123.7228114  -2207731.3385400  -440434.2560810  -2207731.3385400  -440234.2560810  
1       1848    360     -1      -1      68.9640810    -117.1944918  0.000   0.290   33.796  0.617   3      -0.022  -0.022  1847    359     68.9629259    -117.2007485  -2193331.3385400  -704434.2560810  -2193531.3385400  -704234.2560810  
2       568     368     -1      0       69.5592008    -123.4367184  0.000   0.282   29.865  0.614   3      -0.022  0.000   567     368     69.5595596    -123.4417367  -2191731.3385400  -448434.2560810  -2191731.3385400  -448234.2560810  
3       1704    368     -1      -1      69.0549842    -117.8672962  0.000   0.260   27.873  0.628   3      -0.022  -0.022  1703    367     69.0538024    -117.8735423  -2191731.3385400  -675634.2560810  -2191931.3385400  -675434.2560810  
4       1744    368     -1      -1      69.0338072    -117.6765075  0.000   0.274   26.927  0.653   3      -0.022  -0.022  1743    367     69.0326329    -117.6827581  -2191731.3385400  -683634.2560810  -2191931.3385400  -683434.2560810  
5       1784    368     -1      -1      69.0124045    -117.4861143  0.000   0.286   29.448  0.674   3      -0.022  -0.022  1783    367     69.0112377    -117.4923693  -2191731.3385400  -691634.2560810  -2191931.3385400  -691434.2560810  
6       1816    368     -1      -1      68.9951204    -117.3340865  0.000   0.307   33.961  0.682   3      -0.022  -0.022  1815    367     68.9939597    -117.3403448  -2191731.3385400  -698034.2560810  -2191931.3385400  -697834.2560810  
7       1672    376     -1      -1      69.0854408    -118.0085197  0.000   0.271   27.517  0.630   3      -0.022  -0.022  1671    375     69.0842534    -118.0147670  -2190131.3385400  -669234.2560810  -2190331.3385400  -669034.2560810  
8       1888    392     -1      -1      68.9964935    -116.9560005  0.000   0.209   19.900  0.480   3      -0.022  -0.022  1887    391     68.9953476    -116.9622804  -2186931.3385400  -712434.2560810  -2187131.3385400  -712234.2560810  
9       576     400     -1      0       69.6124465    -123.3635214  0.000   0.275   29.077  0.599   3      -0.022  0.000   575     400     69.6128076    -123.3685518  -2185331.3385400  -450034.2560810  -2185331.3385400  -449834.2560810  
10      1592    400     -1      -1      69.1679011    -118.3576628  0.000   0.281   28.142  0.567   3      -0.022  -0.022  1591    399     69.1666998    -118.3639149  -2185331.3385400  -653234.2560810  -2185531.3385400  -653034.2560810  
11      1632    400     -1      0       69.1473011    -118.1653140  0.000   0.245   29.525  0.747   3      -0.022  0.000   1631    400     69.1478189    -118.1701180  -2185331.3385400  -661234.2560810  -2185331.3385400  -661034.2560810  
12      1712    408     -1      -1      69.1190790    -117.7699205  0.000   0.308   32.236  0.639   3      -0.022  -0.022  1711    407     69.1179008    -117.7761918  -2183731.3385400  -677234.2560810  -2183931.3385400  -677034.2560810  
13      1744    408     -1      -1      69.1020590    -117.6168607  0.000   0.255   27.356  0.586   3      -0.022  -0.022  1743    407     69.1008869    -117.6231357  -2183731.3385400  -683634.2560810  -2183931.3385400  -683434.2560810  
14      1832    408     -1      -1      69.0545085    -117.1972688  0.000   0.229   23.509  0.547   3      -0.022  -0.022  1831    407     69.0533530    -117.2035530  -2183731.3385400  -701234.2560810  -2183931.3385400  -701034.2560810  
15      464     416     -1      0       69.6800537    -123.9122098  0.000   0.367   41.130  0.667   3      -0.022  0.000   463     416     69.6803981    -123.9172670  -2182131.3385400  -427634.2560810  -2182131.3385400  -427434.2560810  
16      544     424     -1      0       69.6660442    -123.4999964  0.000   0.224   22.703  0.532   3      -0.022  0.000   543     424     69.6664012    -123.5050429  -2180531.3385400  -443634.2560810  -2180531.3385400  -443434.2560810  
17      1560    424     -1      -1      69.2253696    -118.4775021  0.000   0.193   20.902  0.564   3      -0.022  -0.022  1559    423     69.2241635    -118.4837647  -2180531.3385400  -646834.2560810  -2180731.3385400  -646634.2560810  
18      1632    432     -1      -1      69.2020662    -118.1186755  0.000   0.293   28.861  0.648   3      -0.022  -0.022  1631    431     69.2008740    -118.1249521  -2178931.3385400  -661234.2560810  -2179131.3385400  -661034.2560810  
19      1320    440     -1      0       69.3708825    -119.6220818  0.000   0.248   27.400  0.614   3      -0.022  0.000   1319    440     69.3713569    -119.6269747  -2177331.3385400  -598834.2560810  -2177331.3385400  -598634.2560810  
20      1360    440     -1      0       69.3517852    -119.4265530  0.000   0.269   29.020  0.686   3      -0.022  0.000   1359    440     69.3522654    -119.4314367  -2177331.3385400  -606834.2560810  -2177331.3385400  -606634.2560810  
21      1520    440     0       -1      69.2730638    -118.6481844  0.000   0.195   22.533  0.725   3      0.000   -0.022  1520    439     69.2713474    -118.6496061  -2177331.3385400  -638834.2560810  -2177531.3385400  -638834.2560810  
22      1392    448     -1      0       69.3501159    -119.2594029  0.000   0.324   32.132  0.634   3      -0.022  0.000   1391    448     69.3506012    -119.2642822  -2175731.3385400  -613234.2560810  -2175731.3385400  -613034.2560810  
23      1424    448     -1      0       69.3345090    -119.1033887  0.000   0.176   24.160  0.626   3      -0.022  0.000   1423    448     69.3349989    -119.1082605  -2175731.3385400  -619634.2560810  -2175731.3385400  -619434.2560810  
24      1456    448     -1      0       69.3187530    -118.9476161  0.000   0.196   19.371  0.594   3      -0.022  0.000   1455    448     69.3192476    -118.9524803  -2175731.3385400  -626034.2560810  -2175731.3385400  -625834.2560810  
25      1488    448     0       -1      69.3028482    -118.7920868  0.000   0.172   20.753  0.621   3      0.000   -0.022  1488    447     69.3011304    -118.7934984  -2175731.3385400  -632434.2560810  -2175931.3385400  -632434.2560810  
26      584     456     -1      0       69.7077565    -123.2647962  0.000   0.298   32.875  0.626   3      -0.022  0.000   583     456     69.7081207    -123.2698490  -2174131.3385400  -451634.2560810  -2174131.3385400  -451434.2560810  
27      1832    456     -1      0       69.1361976    -117.1236530  0.000   0.187   18.423  0.464   3      -0.022  0.000   1831    456     69.1367464    -117.1284272  -2174131.3385400  -701234.2560810  -2174131.3385400  -701034.2560810  
28      440     464     -1      0       69.7726804    -123.9863555  0.000   0.326   35.320  0.711   3      -0.022  0.000   439     464     69.7730225    -123.9914376  -2172531.3385400  -422834.2560810  -2172531.3385400  -422634.2560810  
29      1632    464     -1      -1      69.2568269    -118.0717854  0.000   0.259   25.957  0.601   3      -0.022  -0.022  1631    463     69.2556364    -118.0780816  -2172531.3385400  -661234.2560810  -2172731.3385400  -661034.2560810  
30      1688    472     -1      -1      69.2411048    -117.7899152  0.000   0.205   21.460  0.605   3      -0.022  -0.022  1687    471     69.2399254    -117.7962231  -2170931.3385400  -672434.2560810  -2171131.3385400  -672234.2560810  
31      1776    472     -1      0       69.1939829    -117.3670520  0.000   0.152   15.010  0.570   3      -0.022  0.000   1775    472     69.1945245    -117.3718462  -2170931.3385400  -690034.2560810  -2170931.3385400  -689834.2560810  
32      1584    480     0       0       69.3090755    -118.2805286  0.000   0.252   21.829  0.582   3      0.000   0.000   1584    480     69.3090755    -118.2805286  -2169331.3385400  -651634.2560810  -2169331.3385400  -651634.2560810  
33      1744    480     -1      -1      69.2248923    -117.5084876  0.000   0.245   24.302  0.550   3      -0.022  -0.022  1743    479     69.2237240    -117.5148066  -2169331.3385400  -683634.2560810  -2169531.3385400  -683434.2560810  
