CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       1656    856     -112    -116    61.1652794    -167.7497150  0.000   0.075   6.536   0.206   2      -7.467  -7.733  1544    740     60.8908477    -167.8616097  -2681715.8384601  1724918.7312701  -2704915.8384601  1747318.7312701  
1       1592    864     -114    -116    61.1166781    -167.9583461  0.000   0.088   8.864   0.330   2      -7.600  -7.733  1478    748     60.8402179    -168.0739528  -2680115.8384601  1737718.7312701  -2703315.8384601  1760518.7312701  
2       1520    872     -115    -114    61.0601242    -168.1902199  354.375  0.132   12.509  0.328   2      -7.667  -7.600  1405    758     60.7854538    -168.3101616  -2678515.8384601  1752118.7312701  -2701315.8384601  1775118.7312701  
3       1720    888     -95     -114    61.2720545    -167.6179759  0.000   0.120   10.369  0.261   1      -6.333  -7.600  1625    774     61.0164755    -167.6843452  -2675315.8384601  1712118.7312701  -2698115.8384601  1731118.7312701  
4       1392    896     -111    -105    60.9726263    -168.6194142  0.000   0.124   11.349  0.200   1      -7.400  -7.000  1281    791     60.7144493    -168.7406967  -2673715.8384601  1777718.7312701  -2694715.8384601  1799918.7312701  
5       1472    912     -115    -114    61.0724056    -168.4125289  5.625   0.112   11.269  0.409   3      -7.667  -7.600  1357    798     60.7974972    -168.5303421  -2670515.8384601  1761718.7312701  -2693315.8384601  1784718.7312701  
6       1512    912     -117    -107    61.1105701    -168.2927708  354.375  0.102   11.763  0.326   2      -7.800  -7.133  1395    805     60.8439539    -168.4315458  -2670515.8384601  1753718.7312701  -2691915.8384601  1777118.7312701  
7       1592    920     -115    -116    61.1981938    -168.0679648  0.000   0.191   18.550  0.458   3      -7.667  -7.733  1477    804     60.9205798    -168.1858037  -2668915.8384601  1737718.7312701  -2692115.8384601  1760718.7312701  
8       1632    920     -111    -117    61.2360290    -167.9471875  0.000   0.148   14.199  0.340   2      -7.400  -7.800  1521    803     60.9608206    -168.0524841  -2668915.8384601  1729718.7312701  -2692315.8384601  1751918.7312701  
9       1664    920     -108    -119    61.2662130    -167.8503273  5.625   0.109   9.480   0.372   2      -7.200  -7.933  1556    801     60.9909739    -167.9438199  -2668915.8384601  1723318.7312701  -2692715.8384601  1744918.7312701  
10      1840    920     -79     -112    61.4308750    -167.3138049  348.750  0.144   13.335  0.261   1      -5.267  -7.467  1761    808     61.1930945    -167.3386101  -2668915.8384601  1688118.7312701  -2691315.8384601  1703918.7312701  
11      1712    928     -100    -119    61.3230408    -167.7202629  0.000   0.138   13.476  0.476   3      -6.667  -7.933  1612    809     61.0553568    -167.7911677  -2667315.8384601  1713718.7312701  -2691115.8384601  1733718.7312701  
12      1408    944     -110    -105    61.0573287    -168.6668567  0.000   0.138   13.791  0.410   3      -7.333  -7.000  1298    839     60.7999710    -168.7851204  -2664115.8384601  1774518.7312701  -2685115.8384601  1796518.7312701  
13      2016    944     -74     -91     61.6286958    -166.8170371  0.000   0.115   10.888  0.406   3      -4.933  -6.067  1942    853     61.4264074    -166.8711112  -2664115.8384601  1652918.7312701  -2682315.8384601  1667718.7312701  
14      1632    952     -109    -118    61.2826481    -168.0099997  5.625   0.132   12.997  0.403   2      -7.267  -7.867  1523    834     61.0077708    -168.1069128  -2662515.8384601  1729718.7312701  -2686115.8384601  1751518.7312701  
15      1480    960     -122    -106    61.1495685    -168.4834812  0.000   0.084   7.566   0.320   2      -8.133  -7.067  1358    854     60.8793277    -168.6374081  -2660915.8384601  1760118.7312701  -2682115.8384601  1784518.7312701  
16      1592    960     -112    -117    61.2563746    -168.1466604  0.000   0.140   13.370  0.385   2      -7.467  -7.800  1480    843     60.9800160    -168.2530474  -2660915.8384601  1737718.7312701  -2684315.8384601  1760118.7312701  
17      1720    968     -106    -121    61.3890099    -167.7742144  0.000   0.089   8.791   0.242   1      -7.067  -8.067  1614    847     61.1126524    -167.8589574  -2659315.8384601  1712118.7312701  -2683515.8384601  1733318.7312701  
18      2088    968     -75     -90     61.7300866    -166.6390068  0.000   0.093   8.644   0.239   1      -5.000  -6.000  2013    878     61.5283573    -166.6996091  -2659315.8384601  1638518.7312701  -2677315.8384601  1653518.7312701  
19      2232    968     0       0       61.8607295    -166.1870691  0.000   0.298   28.767  0.654   3      0.000   0.000   2232    968     61.8607295    -166.1870691  -2659315.8384601  1609718.7312700  -2659315.8384601  1609718.7312700  
20      1432    984     -122    -105    61.1381933    -168.6747551  0.000   0.097   9.530   0.279   1      -8.133  -7.000  1310    879     60.8691595    -168.8287483  -2656115.8384601  1769718.7312701  -2677115.8384601  1794118.7312701  
21      1976    992     -78     -94     61.6627679    -167.0340317  354.375  0.150   13.066  0.403   3      -5.200  -6.267  1898    898     61.4522428    -167.0930917  -2654515.8384601  1660918.7312701  -2673315.8384601  1676518.7312701  
22      1400    1000    -120    -104    61.1304387    -168.8021829  354.375  0.077   6.701   0.268   1      -8.000  -6.933  1280    896     60.8646240    -168.9509943  -2652915.8384601  1776118.7312701  -2673715.8384601  1800118.7312701  
