CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       976     280     0       0       61.9484695    -72.3143242   0.000   0.253   25.831  0.702   3      0.000   0.000   976     280     61.9484695    -72.3143242   -1421807.0621500  -2753011.7695201  -1421807.0621500  -2753011.7695201  
1       968     312     0       0       61.9863947    -72.2226211   0.000   0.142   12.686  0.283   1      0.000   0.000   968     312     61.9863947    -72.2226211   -1415407.0621500  -2751411.7695201  -1415407.0621500  -2751411.7695201  
2       1112    312     0       0       61.7631871    -71.9806648   0.000   0.228   23.929  0.601   3      0.000   0.000   1112    312     61.7631871    -71.9806648   -1415407.0621500  -2780211.7695201  -1415407.0621500  -2780211.7695201  
3       1288    320     0       0       61.4962633    -71.6642959   0.000   0.350   38.936  0.747   3      0.000   0.000   1288    320     61.4962633    -71.6642959   -1413807.0621500  -2815411.7695201  -1413807.0621500  -2815411.7695201  
4       1296    352     0       0       61.5087426    -71.5471690   0.000   0.132   12.769  0.265   1      0.000   0.000   1296    352     61.5087426    -71.5471690   -1407407.0621500  -2817011.7695201  -1407407.0621500  -2817011.7695201  
5       960     376     -70     -27     62.0496376    -72.0249392   0.000   0.089   8.568   0.223   1      -4.667  -1.800  890     349     62.1367568    -72.2329720   -1402607.0621500  -2749811.7695201  -1408007.0621500  -2735811.7695201  
6       1432    384     -60     10      61.3217317    -71.2240198   0.000   0.082   6.852   0.209   1      -4.000  0.667   1372    394     61.4229134    -71.2876555   -1401007.0621500  -2844211.7695201  -1399007.0621500  -2832211.7695201  
7       496     752     1       0       63.0688276    -71.5460920   0.000   0.091   8.427   0.317   2      0.067   0.000   497     752     63.0672623    -71.5443679   -1327407.0621500  -2657011.7695201  -1327407.0621500  -2657211.7695201  
8       560     776     0       0       62.9872796    -71.3535102   0.000   0.092   8.470   0.387   2      0.000   0.000   560     776     62.9872796    -71.3535102   -1322607.0621500  -2669811.7695201  -1322607.0621500  -2669811.7695201  
9       600     792     1       1       62.9369500    -71.2303149   0.000   0.154   15.988  0.402   3      0.067   0.067   601     793     62.9361540    -71.2251751   -1319407.0621500  -2677811.7695201  -1319207.0621500  -2678011.7695201  
10      888     984     0       0       62.6285439    -70.0939287   0.000   0.212   22.921  0.585   3      0.000   0.000   888     984     62.6285439    -70.0939287   -1281007.0621500  -2735411.7695201  -1281007.0621500  -2735411.7695201  
11      872     1056    1       0       62.7070044    -69.8716396   0.000   0.174   19.045  0.495   3      0.067   0.000   873     1056    62.7054192    -69.8700393   -1266607.0621500  -2732211.7695201  -1266607.0621500  -2732411.7695201  
12      896     1096    0       0       62.6982298    -69.6952016   0.000   0.355   39.492  0.644   3      0.000   0.000   896     1096    62.6982298    -69.6952016   -1258607.0621500  -2737011.7695201  -1258607.0621500  -2737011.7695201  
