CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       264     56      57      139     84.8036635    145.6477930   0.000   0.419   44.275  0.690   3      3.800   9.267   321     195     84.9488642    143.0081995   -104077.1380920  553577.0397330  -76277.1380920  542177.0397330  
1       296     64      57      139     84.8643357    145.6076621   0.000   0.244   26.607  0.473   3      3.800   9.267   353     203     85.0093104    142.9348230   -102477.1380920  547177.0397330  -74677.1380920  535777.0397330  
2       264     88      57      139     84.8142341    145.0066822   0.000   0.277   28.355  0.486   3      3.800   9.267   321     227     84.9567411    142.3439398   -97677.1380920  553577.0397330  -69877.1380920  542177.0397330  
3       256     120     54      140     84.8096085    144.3365217   0.000   0.171   16.283  0.511   3      3.600   9.333   310     260     84.9440180    141.6301762   -91277.1380920  555177.0397330  -63277.1380920  544377.0397330  
4       384     120     50      139     85.0422122    144.7793340   0.000   0.103   9.849   0.232   1      3.333   9.267   434     259     85.1707216    141.9653533   -91277.1380920  529577.0397330  -63477.1380920  519577.0397330  
5       288     128     54      139     84.8701818    144.2808274   0.000   0.202   20.638  0.472   3      3.600   9.267   342     267     85.0040807    141.5612242   -89677.1380920  548777.0397330  -61877.1380920  537977.0397330  
6       536     136     48      139     85.3232688    145.0065408   0.000   0.219   22.531  0.514   3      3.200   9.267   584     275     85.4487488    142.0189806   -88077.1380920  499177.0397330  -60277.1380920  489577.0397330  
7       336     144     53      143     84.9622101    144.1119112   5.625   0.209   20.706  0.556   3      3.533   9.533   389     287     85.0942709    141.2487722   -86477.1380920  539177.0397330  -57877.1380920  528577.0397330  
8       256     152     55      140     84.8188473    143.6922464   0.000   0.175   21.563  0.515   3      3.667   9.333   311     292     84.9523194    140.9668639   -84877.1380920  555177.0397330  -56877.1380920  544177.0397330  
9       576     160     48      138     85.4034657    144.6227658   0.000   0.264   27.828  0.579   3      3.200   9.200   624     298     85.5269955    141.5949250   -83277.1380920  491177.0397330  -55677.1380920  481577.0397330  
10      624     160     47      137     85.4906825    144.8108985   0.000   0.195   15.679  0.416   3      3.133   9.133   671     297     85.6128442    141.7489592   -83277.1380920  481577.0397330  -55877.1380920  472177.0397330  
11      384     168     53      143     85.0564682    143.7676951   0.000   0.266   27.219  0.514   3      3.533   9.533   437     311     85.1869047    140.8394858   -81677.1380920  529577.0397330  -53077.1380920  518977.0397330  
12      472     168     49      136     85.2166988    144.0641754   0.000   0.198   20.424  0.489   3      3.267   9.067   521     304     85.3395321    141.1913456   -81677.1380920  511977.0397330  -54477.1380920  502177.0397330  
13      528     168     49      139     85.3186028    144.2634210   0.000   0.264   26.749  0.559   3      3.267   9.267   577     307     85.4427528    141.2622700   -81677.1380920  500777.0397330  -53877.1380920  490977.0397330  
14      280     184     55      140     84.8712149    143.1149871   0.000   0.261   25.989  0.464   3      3.667   9.333   335     324     85.0021459    140.3464048   -78477.1380920  550377.0397330  -50477.1380920  539377.0397330  
15      312     184     54      145     84.9295855    143.2091677   0.000   0.225   21.357  0.518   3      3.600   9.667   366     329     85.0598851    140.3016833   -78477.1380920  543977.0397330  -49477.1380920  533177.0397330  
16      248     192     55      141     84.8148700    142.8614227   0.000   0.224   22.919  0.487   3      3.667   9.400   303     333     84.9449287    140.0966500   -76877.1380920  556777.0397330  -48677.1380920  545777.0397330  
17      352     192     53      144     85.0046473    143.1624700   0.000   0.201   18.422  0.509   3      3.533   9.600   405     336     85.1326433    140.2285620   -76877.1380920  535977.0397330  -48077.1380920  525377.0397330  
