CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       1056    24      106     33      69.9613102    -64.8597617   0.000   0.113   8.803   0.273   1      7.067   2.200   1162    57      69.8023718    -64.5121055   -744747.2528230  -2061864.7441200  -738147.2528230  -2083064.7441200  
1       1024    40      111     22      70.0250072    -64.8378547   0.000   0.158   16.455  0.271   1      7.400   1.467   1135    62      69.8509630    -64.5344842   -741547.2528230  -2055464.7441200  -737147.2528230  -2077664.7441200  
2       992     48      111     21      70.0838456    -64.8553926   0.000   0.161   15.211  0.260   1      7.400   1.400   1103    69      69.9092021    -64.5558739   -739947.2528230  -2049064.7441200  -735747.2528230  -2071264.7441200  
3       1256    48      125     62      69.6382392    -64.3942723   348.750  0.168   16.658  0.414   3      8.333   4.133   1381    110     69.4632117    -63.8845350   -739947.2528230  -2101864.7441200  -727547.2528230  -2126864.7441200  
4       1736    48      183     89      68.8264838    -63.6066512   0.000   0.187   21.740  0.504   3      12.200  5.933   1919    137     68.5659577    -62.9100954   -739947.2528230  -2197864.7441200  -722147.2528230  -2234464.7441200  
5       800     56      102     24      70.4124191    -65.1640175   0.000   0.088   12.246  0.274   1      6.800   1.600   902     80      70.2551695    -64.8578897   -738347.2528230  -2010664.7441200  -733547.2528230  -2031064.7441200  
6       1624    56      183     111     69.0206512    -63.7470829   0.000   0.312   32.731  0.537   3      12.200  7.400   1807    167     68.7727049    -62.9391561   -738347.2528230  -2175464.7441200  -716147.2528230  -2212064.7441200  
7       720     64      99      21      70.5521537    -65.2721597   0.000   0.168   16.429  0.311   2      6.600   1.400   819     85      70.3982538    -64.9834737   -736747.2528230  -1994664.7441200  -732547.2528230  -2014464.7441200  
8       872     64      106     20      70.2959899    -64.9921039   0.000   0.211   22.042  0.318   2      7.067   1.333   978     84      70.1293164    -64.7019458   -736747.2528230  -2025064.7441200  -732747.2528230  -2046264.7441200  
9       1328    64      125     73      69.5260310    -64.1948301   348.750  0.234   22.886  0.489   3      8.333   4.867   1453    137     69.3567495    -63.6368160   -736747.2528230  -2116264.7441200  -722147.2528230  -2141264.7441200  
