CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       1296    24      -16     2       68.2254156    -94.6762706   0.000   0.130   11.502  0.242   1      -1.067  0.133   1280    26      68.2465856    -94.7286822   -1819423.5123300  -1544279.2717800  -1819023.5123300  -1541079.2717800  
1       1264    64      0       0       68.3167194    -94.6690976   0.000   0.195   19.407  0.483   3      0.000   0.000   1264    64      68.3167194    -94.6690976   -1811423.5123300  -1537879.2717800  -1811423.5123300  -1537879.2717800  
2       1296    72      1       0       68.2905957    -94.5266638   0.000   0.183   20.692  0.679   3      0.067   0.000   1297    72      68.2894382    -94.5230000   -1809823.5123300  -1544279.2717800  -1809823.5123300  -1544479.2717800  
3       1264    96      1       0       68.3601954    -94.5690167   0.000   0.278   30.502  0.710   3      0.067   0.000   1265    96      68.3590386    -94.5653386   -1805023.5123300  -1537879.2717800  -1805023.5123300  -1538079.2717800  
4       1296    104     1       0       68.3339760    -94.4264145   0.000   0.160   19.931  0.608   3      0.067   0.000   1297    104     68.3328159    -94.4227487   -1803423.5123300  -1544279.2717800  -1803423.5123300  -1544479.2717800  
5       1208    136     0       0       68.4792845    -94.6501028   0.000   0.138   14.690  0.414   3      0.000   0.000   1208    136     68.4792845    -94.6501028   -1797023.5123300  -1526679.2717800  -1797023.5123300  -1526679.2717800  
6       1264    144     0       0       68.4252992    -94.4181223   0.000   0.294   30.531  0.730   3      0.000   0.000   1264    144     68.4252992    -94.4181223   -1795423.5123300  -1537879.2717800  -1795423.5123300  -1537879.2717800  
7       1208    168     1       0       68.5227707    -94.5492075   0.000   0.186   19.423  0.699   3      0.067   0.000   1209    168     68.5216128    -94.5455019   -1790623.5123300  -1526679.2717800  -1790623.5123300  -1526879.2717800  
8       1176    176     -8      13      68.5706615    -94.6427287   5.625   0.133   11.771  0.209   1      -0.533  0.867   1168    189     68.5975900    -94.6313806   -1789023.5123300  -1520279.2717800  -1786423.5123300  -1518679.2717800  
9       1272    192     0       0       68.4809514    -94.2368320   0.000   0.337   37.319  0.748   3      0.000   0.000   1272    192     68.4809514    -94.2368320   -1785823.5123300  -1539479.2717800  -1785823.5123300  -1539479.2717800  
10      1176    216     0       0       68.6250195    -94.5159732   0.000   0.207   21.157  0.502   3      0.000   0.000   1176    216     68.6250195    -94.5159732   -1781023.5123300  -1520279.2717800  -1781023.5123300  -1520279.2717800  
11      1224    216     0       0       68.5692909    -94.3377903   0.000   0.177   17.161  0.497   3      0.000   0.000   1224    216     68.5692909    -94.3377903   -1781023.5123300  -1529879.2717800  -1781023.5123300  -1529879.2717800  
12      1280    224     0       0       68.5148257    -94.1056246   0.000   0.388   42.295  0.789   3      0.000   0.000   1280    224     68.5148257    -94.1056246   -1779423.5123300  -1541079.2717800  -1779423.5123300  -1541079.2717800  
13      1184    256     0       0       68.6699836    -94.3587735   0.000   0.213   21.455  0.435   3      0.000   0.000   1184    256     68.6699836    -94.3587735   -1773023.5123300  -1521879.2717800  -1773023.5123300  -1521879.2717800  
14      1296    256     0       0       68.5392185    -93.9445801   0.000   0.385   41.207  0.789   3      0.000   0.000   1296    256     68.5392185    -93.9445801   -1773023.5123300  -1544279.2717800  -1773023.5123300  -1544279.2717800  
15      1232    280     0       0       68.6464740    -94.1037764   0.000   0.254   26.745  0.593   3      0.000   0.000   1232    280     68.6464740    -94.1037764   -1768223.5123300  -1531479.2717800  -1768223.5123300  -1531479.2717800  
16      1200    288     0       0       68.6946485    -94.1968265   0.000   0.340   36.530  0.655   3      0.000   0.000   1200    288     68.6946485    -94.1968265   -1766623.5123300  -1525079.2717800  -1766623.5123300  -1525079.2717800  
17      1272    288     0       0       68.6104233    -93.9303033   0.000   0.324   35.168  0.733   3      0.000   0.000   1272    288     68.6104233    -93.9303033   -1766623.5123300  -1539479.2717800  -1766623.5123300  -1539479.2717800  
18      1304    288     0       0       68.5728527    -93.8125374   0.000   0.285   29.931  0.707   3      0.000   0.000   1304    288     68.5728527    -93.8125374   -1766623.5123300  -1545879.2717800  -1766623.5123300  -1545879.2717800  
19      1248    320     0       0       68.6816429    -93.9159290   0.000   0.330   34.437  0.725   3      0.000   0.000   1248    320     68.6816429    -93.9159290   -1760223.5123300  -1534679.2717800  -1760223.5123300  -1534679.2717800  
20      1216    328     0       0       68.7299337    -94.0087012   0.000   0.317   33.837  0.734   3      0.000   0.000   1216    328     68.7299337    -94.0087012   -1758623.5123300  -1528279.2717800  -1758623.5123300  -1528279.2717800  
21      1216    384     0       0       68.8053224    -93.8273797   0.000   0.311   33.115  0.502   3      0.000   0.000   1216    384     68.8053224    -93.8273797   -1747423.5123300  -1528279.2717800  -1747423.5123300  -1528279.2717800  
22      1024    392     0       0       69.0404301    -94.5226820   0.000   0.209   22.630  0.389   2      0.000   0.000   1024    392     69.0404301    -94.5226820   -1745823.5123300  -1489879.2717800  -1745823.5123300  -1489879.2717800  
23      1024    432     0       0       69.0947698    -94.3926950   0.000   0.385   42.090  0.799   3      0.000   0.000   1024    432     69.0947698    -94.3926950   -1737823.5123300  -1489879.2717800  -1737823.5123300  -1489879.2717800  
24      976     456     0       0       69.1831773    -94.4973742   0.000   0.197   20.343  0.366   2      0.000   0.000   976     456     69.1831773    -94.4973742   -1733023.5123300  -1480279.2717800  -1733023.5123300  -1480279.2717800  
25      952     496     0       0       69.2654496    -94.4583505   0.000   0.186   21.883  0.377   2      0.000   0.000   952     496     69.2654496    -94.4583505   -1725023.5123300  -1475479.2717800  -1725023.5123300  -1475479.2717800  
26      928     528     0       0       69.3368603    -94.4453734   0.000   0.227   23.286  0.342   2      0.000   0.000   928     528     69.3368603    -94.4453734   -1718623.5123300  -1470679.2717800  -1718623.5123300  -1470679.2717800  
27      928     560     0       0       69.3803287    -94.3397461   0.000   0.357   38.417  0.781   3      0.000   0.000   928     560     69.3803287    -94.3397461   -1712223.5123300  -1470679.2717800  -1712223.5123300  -1470679.2717800  
28      1920    728     0       0       68.3970492    -90.1633488   0.000   0.241   25.047  0.574   3      0.000   0.000   1920    728     68.3970492    -90.1633488   -1678623.5123300  -1669079.2717800  -1678623.5123300  -1669079.2717800  
29      1824    768     0       0       68.5683232    -90.3579404   0.000   0.425   45.774  0.843   3      0.000   0.000   1824    768     68.5683232    -90.3579404   -1670623.5123300  -1649879.2717800  -1670623.5123300  -1649879.2717800  
30      1896    784     1       1       68.4980537    -90.0540719   0.000   0.184   21.019  0.608   3      0.067   0.067   1897    785     68.4980559    -90.0471931   -1667423.5123300  -1664279.2717800  -1667223.5123300  -1664479.2717800  
31      2408    832     0       1       67.9022452    -88.1793339   0.000   0.186   16.825  0.507   3      0.000   0.067   2408    833     67.9034639    -88.1758846   -1657823.5123300  -1766679.2717800  -1657623.5123300  -1766679.2717800  
32      1752    840     0       0       68.7501125    -90.3610720   0.000   0.287   23.286  0.355   2      0.000   0.000   1752    840     68.7501125    -90.3610720   -1656223.5123300  -1635479.2717800  -1656223.5123300  -1635479.2717800  
33      2384    864     0       1       67.9724190    -88.1465339   0.000   0.260   27.957  0.635   3      0.000   0.067   2384    865     67.9736372    -88.1430714   -1651423.5123300  -1761879.2717800  -1651223.5123300  -1761879.2717800  
34      1736    872     0       0       68.8108500    -90.3062675   0.000   0.233   26.940  0.751   3      0.000   0.000   1736    872     68.8108500    -90.3062675   -1649823.5123300  -1632279.2717800  -1649823.5123300  -1632279.2717800  
35      2352    872     0       1       68.0237422    -88.2228636   0.000   0.277   28.805  0.655   3      0.000   0.067   2352    873     68.0249624    -88.2193972   -1649823.5123300  -1755479.2717800  -1649623.5123300  -1755479.2717800  
36      1816    880     1       1       68.7202191    -89.9990309   0.000   0.194   19.301  0.346   2      0.067   0.067   1817    881     68.7202189    -89.9920785   -1648223.5123300  -1648279.2717800  -1648023.5123300  -1648479.2717800  
37      2424    880     0       1       67.9398109    -87.9616118   0.000   0.264   26.961  0.630   3      0.000   0.067   2424    881     67.9410248    -87.9581441   -1648223.5123300  -1769879.2717800  -1648023.5123300  -1769879.2717800  
38      1784    904     1       1       68.7909356    -90.0269316   0.000   0.188   18.988  0.412   3      0.067   0.067   1785    905     68.7909366    -90.0199556   -1643423.5123300  -1641879.2717800  -1643223.5123300  -1642079.2717800  
39      2336    904     0       1       68.0835565    -88.1639028   0.000   0.325   35.175  0.767   3      0.000   0.067   2336    905     68.0847756    -88.1604234   -1643423.5123300  -1752279.2717800  -1643223.5123300  -1752279.2717800  
40      2464    904     0       1       67.9166570    -87.7494581   0.000   0.119   11.800  0.322   2      0.000   0.067   2464    905     67.9178660    -87.7459823   -1643423.5123300  -1777879.2717800  -1643223.5123300  -1777879.2717800  
