no.,vertice_idx1,vertice_idx2,vertice_idx3
0,933,984,986
1,109,96,134
2,924,933,986
3,985,982,986
4,984,985,986
5,982,981,980
6,122,77,96
7,77,122,95
8,506,281,479
9,983,985,984
10,985,983,982
11,983,981,982
12,893,947,907
13,947,983,984
14,103,77,95
15,122,157,95
16,157,193,95
17,281,221,479
18,221,226,479
19,226,408,479
20,394,356,328
21,260,272,248
22,352,418,319
23,418,309,319
24,947,922,907
25,983,970,981
26,947,970,983
27,103,89,77
28,89,103,105
29,272,259,248
30,247,235,193
31,259,247,248
32,193,118,95
33,235,118,193
34,118,103,95
35,103,118,105
36,236,118,235
37,118,236,183
38,166,118,183
39,142,128,143
40,128,109,134
41,143,128,134
42,109,128,96
43,128,122,96
44,157,138,153
45,138,157,122
46,138,142,153
47,128,138,122
48,138,128,142
49,283,318,319
50,289,272,260
51,272,289,282
52,289,283,319
53,309,289,319
54,226,207,183
55,221,207,226
56,408,453,479
57,531,506,479
58,551,531,479
59,874,659,665
60,611,659,683
61,539,567,479
62,567,605,479
63,286,272,282
64,371,356,394
65,371,352,356
66,458,399,394
67,399,458,418
68,399,371,394
69,352,399,418
70,371,399,352
71,430,458,475
72,488,503,428
73,503,487,428
74,487,453,408
75,79,70,99
76,904,924,838
77,844,847,809
78,762,714,696
79,967,874,665
80,967,394,986
81,876,847,844
82,864,876,893
83,847,876,864
84,238,408,226
85,238,226,183
86,236,238,183
87,408,238,275
88,247,228,248
89,228,247,193
90,229,228,193
91,228,239,248
92,239,228,229
93,247,244,235
94,244,236,235
95,238,266,275
96,356,333,328
97,333,318,328
98,352,333,356
99,333,352,319
100,318,333,319
101,318,320,328
102,158,320,287
103,298,318,283
104,287,298,283
105,250,260,248
106,239,250,248
107,157,178,193
108,213,239,229
109,213,250,239
110,213,158,287
111,158,213,195
112,167,158,195
113,202,207,221
114,135,100,127
115,211,221,281
116,256,264,270
117,526,521,498
118,335,351,355
119,351,335,332
120,280,264,281
121,264,280,270
122,280,279,270
123,279,280,296
124,296,303,306
125,506,303,281
126,659,655,665
127,605,655,479
128,622,611,683
129,560,531,551
130,611,616,659
131,529,517,565
132,529,525,517
133,295,390,275
134,390,295,309
135,297,286,282
136,289,297,282
137,297,289,309
138,295,297,309
139,297,295,286
140,285,295,275
141,295,285,286
142,269,259,272
143,286,269,272
144,285,269,286
145,269,285,275
146,266,269,275
147,269,266,259
148,458,421,418
149,430,421,458
150,421,309,418
151,421,390,309
152,390,421,430
153,513,487,503
154,513,567,539
155,488,514,503
156,514,513,503
157,514,488,475
158,458,514,475
159,398,390,428
160,487,398,428
161,398,487,408
162,398,408,275
163,390,398,275
164,390,429,428
165,429,390,430
166,429,488,428
167,429,430,475
168,488,429,475
169,169,161,181
170,850,851,890
171,850,904,838
172,904,850,890
173,831,850,838
174,850,831,851
175,851,857,890
176,678,721,720
177,721,781,787
178,885,893,907
179,916,920,905
180,920,919,905
181,924,919,933
182,919,920,933
183,800,826,832
184,919,891,905
185,891,904,890
186,857,891,890
187,853,839,832
188,562,537,572
189,607,562,572
190,581,538,511
191,538,581,572
192,537,538,572
193,582,581,511
194,714,681,696
195,763,762,696
196,740,763,696
197,763,740,767
198,782,740,741
199,740,782,767
200,246,256,270
201,246,264,256
202,471,582,511
203,582,471,573
204,463,471,442
205,395,422,438
206,460,422,395
207,508,476,477
208,970,979,981
209,975,979,970
210,981,979,980
211,29,0,96
212,257,247,259
213,266,257,259
214,257,244,247
215,244,257,236
216,257,238,236
217,257,266,238
218,148,143,134
219,148,158,143
220,310,320,318
221,298,310,318
222,320,310,287
223,310,298,287
224,179,178,157
225,179,167,195
226,179,157,153
227,167,179,153
228,194,229,193
229,194,213,229
230,178,194,193
231,213,194,195
232,273,213,287
233,213,273,250
234,250,273,260
235,273,287,283
236,273,289,260
237,289,273,283
238,142,154,153
239,154,167,153
240,154,142,143
241,158,154,143
242,167,154,158
243,202,188,207
244,207,188,183
245,139,135,127
246,186,165,187
247,201,202,221
248,210,211,281
249,264,210,281
250,453,480,479
251,481,480,453
252,487,507,453
253,507,481,453
254,507,513,539
255,513,507,487
256,507,480,481
257,507,539,479
258,480,507,479
259,876,880,893
260,930,880,917
261,880,947,893
262,880,930,947
263,455,463,442
264,367,375,396
265,367,366,340
266,375,414,396
267,414,448,396
268,448,414,433
269,414,397,433
270,499,472,493
271,490,526,498
272,335,308,332
273,351,370,393
274,370,525,393
275,525,370,517
276,517,370,506
277,370,303,506
278,280,292,296
279,292,303,296
280,292,280,281
281,303,292,281
282,542,557,512
283,659,843,683
284,843,659,874
285,648,632,665
286,655,648,665
287,632,648,605
288,648,655,605
289,622,590,611
290,531,559,506
291,560,559,531
292,654,655,659
293,616,654,659
294,591,616,611
295,591,560,551
296,655,577,479
297,577,551,479
298,654,577,655
299,577,654,616
300,577,591,551
301,591,577,616
302,528,474,525
303,443,474,457
304,443,420,393
305,525,443,393
306,474,443,525
307,645,653,603
308,529,589,525
309,589,529,565
310,590,589,565
311,513,612,567
312,514,612,513
313,612,514,458
314,612,458,394
315,612,967,665
316,967,612,394
317,52,83,32
318,395,83,191
319,83,395,27
320,32,83,27
321,115,114,99
322,209,192,181
323,192,169,181
324,66,79,78
325,52,66,78
326,241,220,255
327,241,299,237
328,831,820,851
329,820,857,851
330,857,820,821
331,395,341,377
332,341,395,191
333,337,341,191
334,214,337,191
335,334,214,237
336,214,222,237
337,777,781,750
338,781,777,800
339,667,678,720
340,667,628,678
341,934,984,933
342,920,934,933
343,916,934,920
344,934,947,984
345,934,922,947
346,826,797,833
347,761,797,760
348,891,875,905
349,911,919,924
350,911,891,919
351,904,911,924
352,891,911,904
353,781,817,787
354,787,817,821
355,818,800,832
356,839,818,832
357,818,781,800
358,818,817,781
359,817,818,839
360,629,613,580
361,629,642,613
362,642,629,696
363,555,580,547
364,562,555,537
365,690,685,635
366,629,685,696
367,685,629,635
368,607,636,635
369,636,607,643
370,636,690,635
371,607,608,643
372,581,608,572
373,608,607,572
374,620,582,573
375,431,478,477
376,680,681,714
