no.,vertice_idx1,vertice_idx2,vertice_idx3
0,0,36,56
1,21,36,0
2,249,252,251
3,243,236,252
4,221,244,120
5,161,221,120
6,99,84,90
7,93,105,104
8,73,72,104
9,72,93,104
10,93,72,57
11,248,249,251
12,249,248,242
13,247,243,252
14,243,247,242
15,249,247,252
16,247,249,242
17,34,44,42
18,49,44,34
19,18,25,21
20,3,18,21
21,18,3,8
22,32,36,21
23,25,39,21
24,252,250,251
25,84,83,80
26,127,139,86
27,118,127,106
28,127,118,128
29,139,127,167
30,103,90,97
31,103,99,90
32,43,91,93
33,43,93,57
34,43,49,34
35,30,43,34
36,104,116,120
37,105,116,104
38,243,235,236
39,235,243,242
40,234,235,242
41,248,233,242
42,233,234,242
43,183,139,167
44,2,1,0
45,1,21,0
46,1,3,21
47,78,81,87
48,20,17,30
49,18,26,25
50,25,26,42
51,26,34,42
52,24,30,34
53,24,20,30
54,41,25,42
55,41,39,25
56,102,118,106
57,99,102,84
58,102,83,84
59,127,92,106
60,144,127,128
61,127,144,167
62,91,35,87
63,43,35,91
64,35,78,87
65,78,35,33
66,113,105,93
67,113,116,105
68,91,113,93
69,124,113,91
70,116,113,120
71,52,53,63
72,61,72,73
73,72,61,63
74,240,233,248
75,195,194,183
76,237,244,221
77,76,79,78
78,76,33,74
79,76,78,33
80,79,77,86
81,77,127,86
82,77,92,127
83,76,77,79
84,139,149,86
85,149,143,86
86,149,139,152
87,96,91,87
88,94,96,87
89,7,9,8
90,74,12,80
91,12,84,80
92,84,12,90
93,16,9,13
94,17,16,13
95,16,17,20
96,9,16,8
97,17,31,30
98,35,31,33
99,31,43,30
100,31,35,43
101,27,29,34
102,26,27,34
103,29,27,23
104,27,8,23
105,27,18,8
106,27,26,18
107,29,22,34
108,22,24,34
109,22,29,23
110,24,22,20
111,22,16,20
112,8,22,23
113,16,22,8
114,32,37,36
115,37,45,36
116,55,45,48
117,45,55,36
118,40,32,21
119,39,40,21
120,45,40,48
121,64,67,104
122,142,147,138
123,147,161,120
124,132,126,130
125,132,142,138
126,129,132,138
127,132,129,122
128,126,132,122
129,136,129,138
130,136,147,120
131,147,136,138
132,211,214,189
133,214,222,221
134,214,211,222
135,187,204,221
136,192,180,189
137,204,192,200
138,181,174,197
139,174,194,197
140,194,174,183
141,183,174,139
142,139,174,152
143,174,171,152
144,171,174,181
145,110,102,99
146,102,110,118
147,103,110,99
148,118,110,128
149,110,140,128
150,110,97,133
151,110,103,97
152,88,74,80
153,83,88,80
154,88,77,74
155,77,88,92
156,98,102,106
157,92,98,106
158,88,98,92
159,102,98,83
160,98,88,83
161,233,220,234
162,186,185,175
163,134,110,133
164,110,134,140
165,140,137,128
166,137,144,128
167,155,137,140
168,144,178,167
169,113,117,120
170,117,113,124
171,50,53,52
172,50,54,53
173,52,58,48
174,58,55,48
175,58,52,63
176,61,58,63
177,246,248,251
178,246,240,248
179,250,246,251
180,184,183,167
181,184,195,183
