no.,vertice_idx1,vertice_idx2,vertice_idx3
0,7,2,3
1,7,5,2
2,5,7,10
3,31,42,51
4,105,109,94
5,94,109,51
6,109,107,112
7,107,109,105
8,1,5,0
9,5,1,2
10,54,61,68
11,47,52,51
12,42,47,51
13,90,99,89
14,80,88,68
15,61,80,68
16,80,61,74
17,17,9,3
18,9,7,3
19,110,111,112
20,107,110,112
21,43,47,42
22,54,43,44
23,43,54,52
24,47,43,52
25,36,42,31
26,28,36,31
27,36,43,42
28,6,5,10
29,5,6,0
30,99,96,89
31,96,99,101
32,85,90,84
33,85,79,81
34,79,85,84
35,90,85,99
36,111,85,112
37,99,85,111
38,82,80,74
39,76,82,74
40,80,92,88
41,82,92,80
42,88,77,68
43,91,94,51
44,87,77,88
45,77,87,83
46,22,9,17
47,64,63,57
48,14,28,31
49,14,19,28
50,19,14,15
51,14,31,0
52,13,6,10
53,6,13,8
54,21,19,15
55,34,36,28
56,36,34,43
57,43,34,44
58,6,4,0
59,4,6,8
60,4,14,0
61,14,4,8
62,96,78,89
63,78,96,76
64,78,90,89
65,90,78,84
66,95,96,101
67,96,95,76
68,95,82,76
69,93,92,82
70,93,95,101
71,95,93,82
72,73,54,68
73,77,73,68
74,54,73,52
75,52,73,51
76,73,91,51
77,73,77,83
78,22,33,29
79,50,33,35
80,33,22,17
81,22,20,9
82,20,22,29
83,71,76,74
84,55,62,53
85,55,50,62
86,29,55,53
87,33,55,29
88,55,33,50
89,60,63,62
90,50,60,62
91,63,60,57
92,60,35,46
93,60,50,35
94,12,21,15
95,14,12,15
96,12,14,8
97,21,16,24
98,12,16,21
99,13,16,8
100,16,12,8
101,41,54,44
102,103,107,105
103,103,104,107
104,103,105,94
105,91,103,94
106,106,110,107
107,104,106,107
108,92,97,88
109,34,30,44
110,30,41,44
111,79,70,81
112,70,57,81
113,70,64,57
114,86,73,83
115,73,86,91
116,87,86,83
117,86,103,91
118,103,86,87
119,27,33,17
120,33,27,35
121,46,27,17
122,35,27,46
123,9,11,7
124,20,11,9
125,7,11,10
126,11,23,10
127,23,11,20
128,60,48,57
129,48,60,46
130,57,48,81
131,48,46,81
132,49,56,39
133,56,41,39
134,41,37,39
135,37,21,24
136,37,30,21
137,30,37,41
138,100,103,87
139,103,100,104
140,100,87,88
141,97,100,88
142,110,108,111
143,106,108,110
144,99,108,101
145,108,99,111
146,98,97,92
147,98,93,101
148,93,98,92
149,108,98,101
150,102,106,104
151,100,102,104
152,102,100,97
153,98,102,97
154,102,108,106
155,102,98,108
156,25,30,34
157,19,25,28
158,25,34,28
159,21,25,19
160,30,25,21
161,75,78,76
162,71,75,76
163,63,66,62
164,62,66,74
165,66,71,74
166,18,13,10
167,23,18,10
168,18,23,24
169,16,18,24
170,18,16,13
171,26,20,29
172,26,23,20
173,38,26,29
174,59,56,61
175,56,59,41
176,59,61,54
177,41,59,54
178,58,49,53
179,58,56,49
180,56,58,61
181,62,58,53
182,58,62,74
183,61,58,74
184,49,45,53
185,45,29,53
186,45,38,29
187,72,75,67
188,75,72,78
189,72,70,79
190,72,79,84
191,78,72,84
192,65,66,63
193,65,63,64
194,67,65,64
195,75,65,67
196,65,75,71
197,66,65,71
198,26,32,23
199,32,26,38
200,23,32,24
201,32,37,24
202,37,32,39
203,45,40,38
204,32,40,39
205,40,32,38
206,40,49,39
207,40,45,49
208,69,67,64
209,69,72,67
210,70,69,64
211,72,69,70
