no.,vertice_idx1,vertice_idx2,vertice_idx3
0,121,139,145
1,78,121,108
2,121,78,139
3,184,183,181
4,13,21,38
5,121,114,108
6,114,121,120
7,183,182,179
8,182,183,184
9,171,153,181
10,78,20,139
11,20,153,139
12,139,146,145
13,146,149,145
14,146,168,149
15,182,168,179
16,136,38,130
17,156,121,145
18,121,156,120
19,0,1,4
20,178,171,181
21,183,178,181
22,178,183,179
23,149,154,145
24,154,162,145
25,154,168,162
26,188,168,182
27,188,182,184
28,134,136,130
29,150,141,144
30,141,140,144
31,141,138,140
32,136,141,38
33,138,141,136
34,156,137,120
35,137,138,136
36,138,137,140
37,140,155,144
38,137,155,140
39,155,137,156
40,21,31,38
41,31,36,38
42,7,6,4
43,6,7,10
44,7,13,10
45,1,9,4
46,9,7,4
47,7,9,16
48,32,73,70
49,32,25,26
50,32,20,78
51,20,32,26
52,153,143,139
53,142,146,139
54,143,142,139
55,142,143,148
56,168,152,149
57,152,154,149
58,154,152,168
59,168,186,162
60,188,186,168
61,185,186,187
62,186,188,187
63,135,132,120
64,137,135,120
65,134,135,136
66,135,137,136
67,161,156,145
68,161,160,156
69,159,150,144
70,155,159,144
71,35,23,42
72,35,30,23
73,30,35,29
74,15,31,21
75,15,21,13
76,7,15,13
77,15,36,31
78,114,107,108
79,107,114,120
80,109,107,120
81,113,109,120
82,75,88,98
83,9,12,16
84,96,85,108
85,2,1,0
86,20,2,0
87,23,24,42
88,24,32,42
89,32,61,42
90,77,32,78
91,32,77,73
92,77,78,108
93,85,77,108
94,142,147,146
95,147,142,148
96,163,147,148
97,147,168,146
98,147,163,168
99,168,169,179
100,163,169,168
101,178,170,171
102,151,163,148
103,151,143,153
104,143,151,148
105,135,133,132
106,133,135,134
107,162,157,145
108,157,161,145
109,161,157,162
110,141,173,185
111,173,141,150
112,33,41,44
113,33,37,28
114,37,33,44
115,29,34,28
116,34,33,28
117,33,34,41
118,35,34,29
119,41,34,42
120,34,35,42
121,48,41,42
122,41,48,44
123,19,7,16
124,37,19,28
125,19,15,7
126,15,19,37
127,19,29,28
128,30,19,16
129,19,30,29
130,133,131,132
131,131,134,130
132,131,133,134
133,38,122,130
134,122,126,130
135,48,57,44
136,75,72,88
137,61,72,75
138,88,92,98
139,99,92,96
140,92,86,96
141,86,92,88
142,101,99,96
143,99,101,107
144,101,96,108
145,107,101,108
146,17,30,16
147,12,17,16
148,81,85,96
149,73,81,70
150,85,81,73
151,32,27,25
152,24,27,32
153,8,12,9
154,66,61,32
155,66,72,61
156,82,85,73
157,77,82,73
158,82,77,85
159,169,176,179
160,170,176,169
161,176,178,179
162,176,170,178
163,151,164,163
164,164,169,163
165,164,170,169
166,164,151,153
167,171,164,153
168,170,164,171
169,159,158,150
170,158,173,150
171,180,186,185
172,55,57,48
173,55,48,42
174,109,106,98
175,113,106,109
176,126,128,130
177,128,131,130
178,132,125,120
179,64,122,38
180,115,122,110
181,36,43,38
182,76,86,88
183,72,76,88
184,66,76,72
185,92,103,98
186,103,92,99
187,103,109,98
188,103,107,109
189,103,99,107
190,30,22,23
191,22,17,23
192,17,22,30
193,14,17,12
194,5,9,1
