no.,vertice_idx1,vertice_idx2,vertice_idx3
0,936,983,856
1,983,965,1006
2,895,936,856
3,1178,1133,401
4,1188,1178,36
5,1193,1188,1194
6,424,173,351
7,689,690,720
8,689,723,621
9,56,48,50
10,1178,167,36
11,167,1178,401
12,189,167,401
13,424,15,48
14,21,8,4
15,36,31,21
16,167,103,36
17,830,895,856
18,830,779,784
19,830,856,792
20,779,830,792
21,830,837,895
22,837,830,784
23,895,913,936
24,960,983,936
25,913,960,936
26,960,913,941
27,983,960,965
28,960,941,965
29,755,779,792
30,779,756,784
31,756,736,784
32,755,756,779
33,736,756,723
34,756,755,723
35,749,689,720
36,450,459,439
37,459,450,482
38,303,290,322
39,244,266,273
40,48,52,50
41,30,31,36
42,47,103,55
43,44,49,48
44,49,52,48
45,15,38,48
46,38,44,48
47,965,1007,1006
48,1007,1026,1006
49,1099,1109,1130
50,1109,1119,1130
51,837,882,895
52,882,913,895
53,837,797,820
54,797,837,784
55,736,772,784
56,749,772,736
57,772,797,784
58,719,749,736
59,749,719,689
60,719,736,723
61,689,719,723
62,424,467,466
63,502,424,466
64,502,567,424
65,450,470,482
66,368,367,337
67,367,368,450
68,327,204,228
69,319,327,228
70,173,327,351
71,204,327,173
72,362,344,286
73,200,217,160
74,303,288,251
75,288,303,302
76,303,317,302
77,286,305,285
78,344,305,286
79,217,182,160
80,130,118,171
81,180,130,171
82,130,180,185
83,56,64,48
84,64,424,48
85,64,78,173
86,424,64,173
87,57,53,52
88,53,57,56
89,118,163,171
90,163,136,155
91,136,118,113
92,136,163,118
93,174,167,189
94,31,22,21
95,22,30,23
96,30,22,31
97,22,14,21
98,103,45,36
99,47,45,103
100,15,24,26
101,24,32,26
102,39,45,47
103,54,44,55
104,54,49,44
105,49,54,68
106,49,74,52
107,33,15,26
108,33,38,15
109,1106,1113,1119
110,1109,1106,1119
111,695,743,704
112,861,837,820
113,861,882,837
114,1159,1154,1148
115,1131,1132,1148
116,1168,1133,1178
117,987,955,962
118,528,523,510
119,523,528,549
120,440,467,424
121,467,440,454
122,435,440,424
123,440,435,454
124,412,424,351
125,412,435,424
126,527,543,547
127,502,527,547
128,543,596,547
129,643,689,621
130,689,643,690
131,780,757,793
132,797,780,820
133,757,738,793
134,1133,718,401
135,718,1133,1105
136,368,386,450
137,386,470,450
138,470,386,401
139,357,386,368
140,459,453,439
141,955,920,962
142,854,841,880
143,335,325,381
144,360,335,381
145,335,354,329
146,354,335,360
147,385,391,363
148,367,385,363
149,343,367,363
150,195,204,173
151,471,467,454
