no.,vertice_idx1,vertice_idx2,vertice_idx3
0,313,292,309
1,292,313,278
2,25,4,18
3,36,231,135
4,292,298,309
5,298,299,309
6,265,228,255
7,228,222,237
8,132,116,117
9,315,312,317
10,315,314,308
11,314,315,317
12,307,313,309
13,307,306,313
14,307,300,306
15,289,231,312
16,296,280,285
17,280,296,306
18,154,166,143
19,166,157,143
20,3,2,0
21,49,52,58
22,47,49,54
23,293,298,292
24,298,293,282
25,283,298,282
26,272,283,282
27,228,240,255
28,240,228,237
29,222,212,202
30,212,222,228
31,212,228,265
32,212,189,202
33,189,212,162
34,212,128,162
35,246,258,237
36,222,246,237
37,209,196,192
38,149,152,165
39,152,171,165
40,183,184,192
41,184,183,167
42,196,183,192
43,70,82,75
44,80,82,70
45,157,139,143
46,104,108,99
47,116,108,117
48,122,36,135
49,36,122,66
50,130,122,135
51,122,111,97
52,101,104,91
53,218,233,232
54,233,218,219
55,262,263,233
56,276,263,279
57,263,262,279
58,233,249,232
59,263,249,233
60,308,311,303
61,314,311,308
62,300,291,279
63,291,276,279
64,276,291,290
65,299,301,309
66,301,307,309
67,307,301,300
68,291,301,290
69,301,291,300
70,207,200,185
71,224,236,244
72,236,224,207
73,224,200,207
74,294,296,285
75,295,294,285
76,296,294,303
77,294,308,303
78,294,295,308
79,295,304,308
80,304,315,308
81,305,297,312
82,297,289,312
83,304,297,305
84,257,247,269
85,236,247,244
86,247,257,244
87,280,275,285
88,286,295,285
89,154,151,158
90,151,159,158
91,159,151,135
92,151,130,135
93,172,157,166
94,172,179,185
95,179,172,166
96,4,11,18
97,11,21,18
98,32,21,38
99,32,31,25
100,32,25,18
101,21,32,18
102,49,44,52
103,44,32,38
104,57,65,54
105,49,57,54
106,65,57,58
107,57,49,58
108,67,47,54
109,67,70,75
110,37,75,25
111,31,37,25
112,37,67,75
113,67,37,47
114,260,241,242
115,148,149,165
116,225,241,243
117,211,222,202
118,271,266,258
119,266,271,292
120,258,253,237
121,253,240,237
122,266,253,258
123,240,253,255
124,253,266,255
125,259,260,272
126,241,259,243
127,260,259,241
128,256,259,272
129,256,246,243
130,259,256,243
131,271,281,292
132,281,293,292
133,293,281,282
134,267,271,258
135,281,267,282
136,267,281,271
137,267,272,282
138,267,256,272
139,246,267,258
