CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       632     936     53      38      63.0287224    -81.0262405   0.000   0.115   9.817   0.215   1      5.300   3.800   685     974     62.9926101    -80.7881026   -1749600.0000000  -2405800.0000001  -1742000.0000000  -2416400.0000001  
1       744     960     67      3       62.8945554    -80.6993977   5.625   0.180   17.562  0.342   2      6.700   0.300   811     963     62.8023918    -80.5407854   -1744800.0000000  -2428200.0000001  -1744200.0000000  -2441600.0000001  
2       752     992     70      2       62.9157929    -80.5818190   5.625   0.153   14.657  0.306   1      7.000   0.200   822     994     62.8181862    -80.4199618   -1738400.0000000  -2429800.0000001  -1738000.0000000  -2443800.0000001  
3       848     992     68      -3      62.7791145    -80.3686851   0.000   0.136   12.554  0.280   1      6.800   -0.300  916     989     62.6791060    -80.2283704   -1738400.0000000  -2449000.0000001  -1739000.0000000  -2462600.0000001  
4       672     1032    74      1       63.0703100    -80.6359044   0.000   0.144   13.045  0.226   1      7.400   0.100   746     1033    62.9659982    -80.4670945   -1730400.0000000  -2413800.0000001  -1730200.0000000  -2428600.0000001  
5       704     1032    75      2       63.0247846    -80.5640944   354.375  0.162   16.098  0.285   1      7.500   0.200   779     1034    62.9199836    -80.3905166   -1730400.0000000  -2420200.0000001  -1730000.0000000  -2435200.0000001  
6       744     1056    71      2       62.9921732    -80.3994996   0.000   0.138   13.479  0.299   1      7.100   0.200   815     1058    62.8928734    -80.2356409   -1725600.0000000  -2428200.0000001  -1725200.0000000  -2442400.0000001  
7       680     1064    71      -1      63.0915027    -80.5174778   354.375  0.125   12.731  0.416   3      7.100   -0.100  751     1063    62.9892795    -80.3619560   -1724000.0000000  -2415400.0000001  -1724200.0000000  -2429600.0000001  
8       712     1064    71      2       63.0459061    -80.4458168   354.375  0.181   17.338  0.419   3      7.100   0.200   783     1066    62.9466448    -80.2814444   -1724000.0000000  -2421800.0000001  -1723600.0000000  -2436000.0000001  
9       832     1088    68      0       62.8987898    -80.1041234   0.000   0.092   8.220   0.221   1      6.800   0.000   900     1088    62.8014411    -79.9547912   -1719200.0000000  -2445800.0000001  -1719200.0000000  -2459400.0000001  
10      744     1096    70      2       63.0326468    -80.2738791   0.000   0.166   15.078  0.300   2      7.000   0.200   814     1098    62.9345982    -80.1124527   -1717600.0000000  -2428200.0000001  -1717200.0000000  -2442200.0000001  
11      800     1104    69      1       62.9606634    -80.1245340   0.000   0.099   9.642   0.357   2      6.900   0.100   869     1105    62.8628838    -79.9694422   -1716000.0000000  -2439400.0000001  -1715800.0000000  -2453200.0000001  
12      760     1128    68      0       63.0420511    -80.1375785   0.000   0.140   14.278  0.381   2      6.800   0.000   828     1128    62.9446851    -79.9873017   -1711200.0000000  -2431400.0000001  -1711200.0000000  -2445000.0000001  
13      568     1144    35      -25     63.3324838    -80.5172886   0.000   0.129   11.730  0.263   1      3.500   -2.500  603     1119    63.2571522    -80.5173481   -1708000.0000000  -2393000.0000000  -1713000.0000000  -2400000.0000001  
14      608     1160    42      -19     63.2916604    -80.3761797   354.375  0.076   8.176   0.284   1      4.200   -1.900  650     1141    63.2124255    -80.3419482   -1704800.0000000  -2401000.0000000  -1708600.0000000  -2409400.0000001  
15      896     1168    84      0       62.8870683    -79.7123578   5.625   0.133   10.760  0.248   1      8.400   0.000   980     1168    62.7662279    -79.5299322   -1703200.0000000  -2458600.0000001  -1703200.0000000  -2475400.0000001  
16      568     1184    34      -26     63.3731294    -80.3901899   354.375  0.197   20.470  0.419   3      3.400   -2.600  602     1158    63.2981992    -80.3960484   -1700000.0000000  -2393000.0000000  -1705200.0000000  -2399800.0000000  
17      600     1192    34      -26     63.3355078    -80.2925254   0.000   0.132   11.352  0.202   1      3.400   -2.600  634     1166    63.2605934    -80.2986587   -1698400.0000000  -2399400.0000000  -1703600.0000000  -2406200.0000000  
18      704     1200    69      -7      63.1946851    -80.0342620   354.375  0.107   9.389   0.283   1      6.900   -0.700  773     1193    63.0886928    -79.9034530   -1696800.0000000  -2420200.0000001  -1698200.0000000  -2434000.0000001  
