CP      startX  startY  dispX   dispY   sLat          sLon          theta   pCorr   pkStr   cCorr   conf   velX    velY    endX    endY    eLat          eLon          nps_startX    nps_startY    nps_endX      nps_endY      
0       728     24      1       4       86.1448744    -75.2722325   0.000   0.146   15.221  0.286   1      0.200   0.800   729     28      86.1469935    -75.1635882   -210600.0000000  -360800.0000000  -209800.0000000  -361000.0000000  
1       808     40      1       4       86.0310744    -73.8294694   0.000   0.310   32.627  0.521   3      0.200   0.800   809     44      86.0330090    -73.7232088   -207400.0000000  -376800.0000000  -206600.0000000  -377000.0000000  
2       888     64      1       3       85.9216920    -72.2839647   0.000   0.341   36.655  0.595   3      0.200   0.600   889     67      85.9225849    -72.2029333   -202600.0000000  -392800.0000000  -202000.0000000  -393000.0000000  
3       808     72      1       4       86.0591912    -73.0772221   0.000   0.400   45.098  0.626   3      0.200   0.800   809     76      86.0610291    -72.9698432   -201000.0000000  -376800.0000000  -200200.0000000  -377000.0000000  
4       776     80      1       4       86.1181761    -73.2952208   0.000   0.409   45.290  0.615   3      0.200   0.800   777     84      86.1200420    -73.1863120   -199400.0000000  -370400.0000000  -198600.0000000  -370600.0000000  
5       944     80      1       3       85.8427912    -71.2693043   0.000   0.248   24.728  0.418   3      0.200   0.600   945     83      85.8435820    -71.1896076   -199400.0000000  -404000.0000000  -198800.0000000  -404200.0000000  
6       848     96      1       3       86.0142548    -72.0159095   0.000   0.230   23.257  0.454   3      0.200   0.600   849     99      86.0151207    -71.9329353   -196200.0000000  -384800.0000000  -195600.0000000  -385000.0000000  
7       888     96      1       3       85.9484020    -71.5417080   0.000   0.327   34.126  0.502   3      0.200   0.600   889     99      85.9492202    -71.4599857   -196200.0000000  -392800.0000000  -195600.0000000  -393000.0000000  
8       1000    96      1       2       85.7626403    -70.2927649   0.000   0.239   22.994  0.397   2      0.200   0.400   1001    98      85.7625468    -70.2369825   -196200.0000000  -415200.0000000  -195800.0000000  -415400.0000000  
9       1032    104     1       2       85.7154231    -69.7768642   0.000   0.189   23.529  0.279   1      0.200   0.400   1033    106     85.7152925    -69.7217107   -194600.0000000  -421600.0000000  -194200.0000000  -421800.0000000  
10      752     112     1       4       86.1849984    -72.8295439   0.000   0.255   25.542  0.470   3      0.200   0.800   753     116     86.1868042    -72.7185016   -193000.0000000  -365600.0000000  -192200.0000000  -365800.0000000  
11      944     120     1       3       85.8749050    -70.3498337   0.000   0.215   23.045  0.454   3      0.200   0.600   945     123     85.8756029    -70.2693507   -191400.0000000  -404000.0000000  -190800.0000000  -404200.0000000  
12      816     128     2       4       86.0935492    -71.6376847   0.000   0.165   18.321  0.440   3      0.400   0.800   818     132     86.0935509    -71.5166288   -189800.0000000  -378400.0000000  -189000.0000000  -378800.0000000  
13      1072    136     1       2       85.6723626    -68.6573576   0.000   0.198   15.162  0.417   3      0.200   0.400   1073    138     85.6721516    -68.6027982   -188200.0000000  -429600.0000000  -187800.0000000  -429800.0000000  
14      728     144     1       5       86.2515624    -72.3472836   0.000   0.243   25.826  0.574   3      0.200   1.000   729     149     86.2541496    -72.2089387   -186600.0000000  -360800.0000000  -185600.0000000  -361000.0000000  
15      864     144     1       3       86.0271044    -70.6841965   0.000   0.183   17.812  0.368   2      0.200   0.600   865     147     86.0278360    -70.6006871   -186600.0000000  -388000.0000000  -186000.0000000  -388200.0000000  
16      672     152     2       5       86.3499225    -72.8867279   0.000   0.158   18.874  0.238   1      0.400   1.000   674     157     86.3509621    -72.7315461   -185000.0000000  -349600.0000000  -184000.0000000  -350000.0000000  
17      776     152     2       4       86.1793281    -71.5402960   0.000   0.291   30.382  0.503   3      0.400   0.800   778     156     86.1793156    -71.4165206   -185000.0000000  -370400.0000000  -184200.0000000  -370800.0000000  
18      896     152     2       3       85.9801296    -70.1297210   0.000   0.227   23.511  0.391   2      0.400   0.600   898     155     85.9791345    -70.0359582   -185000.0000000  -394400.0000000  -184400.0000000  -394800.0000000  
19      1136    152     1       1       85.5754949    -67.6933941   0.000   0.141   10.831  0.390   2      0.200   0.200   1137    153     85.5745047    -67.6621347   -185000.0000000  -442400.0000000  -184800.0000000  -442600.0000000  
20      816     160     2       4       86.1196494    -70.8581831   0.000   0.326   35.263  0.487   3      0.400   0.800   818     164     86.1195389    -70.7363251   -183400.0000000  -378400.0000000  -182600.0000000  -378800.0000000  
21      1000    160     2       2       85.8116978    -68.8317589   0.000   0.294   31.087  0.485   3      0.400   0.400   1002    162     85.8098117    -68.7652008   -183400.0000000  -415200.0000000  -183000.0000000  -415600.0000000  
22      1032    168     2       2       85.7635205    -68.3264022   0.000   0.288   29.838  0.463   3      0.400   0.400   1034    170     85.7615917    -68.2608293   -181800.0000000  -421600.0000000  -181400.0000000  -422000.0000000  
23      1072    168     2       2       85.6956977    -67.9373212   0.000   0.288   29.999  0.455   3      0.400   0.400   1074    170     85.6937362    -67.8729582   -181800.0000000  -429600.0000000  -181400.0000000  -430000.0000000  
24      1104    168     2       1       85.6413027    -67.6347930   0.000   0.203   21.562  0.487   3      0.400   0.200   1106    169     85.6386078    -67.5937570   -181800.0000000  -436000.0000000  -181600.0000000  -436400.0000000  
25      720     176     2       5       86.2915001    -71.6415645   0.000   0.186   18.334  0.307   2      0.400   1.000   722     181     86.2923250    -71.4885208   -180200.0000000  -359200.0000000  -179200.0000000  -359600.0000000  
26      864     176     2       3       86.0523225    -69.9117103   0.000   0.211   21.823  0.360   2      0.400   0.600   866     179     86.0513023    -69.8162879   -180200.0000000  -388000.0000000  -179600.0000000  -388400.0000000  
27      928     176     2       3       85.9449764    -69.2087216   0.000   0.309   33.151  0.530   3      0.400   0.600   930     179     85.9438758    -69.1160114   -180200.0000000  -400800.0000000  -179600.0000000  -401200.0000000  
28      1176    176     2       1       85.5239941    -66.8057959   0.000   0.281   28.773  0.457   3      0.400   0.200   1178    177     85.5212545    -66.7663394   -180200.0000000  -450400.0000000  -180000.0000000  -450800.0000000  
29      1208    176     2       1       85.4691694    -66.5284094   0.000   0.129   13.772  0.227   1      0.400   0.200   1210    177     85.4664151    -66.4895988   -180200.0000000  -456800.0000000  -180000.0000000  -457200.0000000  
30      688     184     4       9       86.3508478    -71.8501669   0.000   0.117   11.125  0.225   1      0.800   1.800   692     193     86.3517178    -71.5650512   -178600.0000000  -352800.0000000  -176800.0000000  -353600.0000000  
31      1136    184     2       1       85.5979188    -66.9842772   0.000   0.346   37.562  0.540   3      0.400   0.200   1138    185     85.5951887    -66.9440469   -178600.0000000  -442400.0000000  -178400.0000000  -442800.0000000  
32      816     192     2       4       86.1450227    -70.0682650   0.000   0.364   40.013  0.571   3      0.400   0.800   818     196     86.1447985    -69.9456404   -177000.0000000  -378400.0000000  -176200.0000000  -378800.0000000  
33      1000    192     2       2       85.8351888    -68.0885796   0.000   0.323   35.228  0.479   3      0.400   0.400   1002    194     85.8332398    -68.0219888   -177000.0000000  -415200.0000000  -176600.0000000  -415600.0000000  
34      760     200     3       6       86.2447033    -70.5323528   0.000   0.176   15.681  0.255   1      0.600   1.200   763     206     86.2444600    -70.3434973   -175400.0000000  -367200.0000000  -174200.0000000  -367800.0000000  
35      1040    200     2       2       85.7729123    -67.5121120   0.000   0.389   42.086  0.575   3      0.400   0.400   1042    202     85.7709148    -67.4467723   -175400.0000000  -423200.0000000  -175000.0000000  -423600.0000000  
36      1072    200     2       2       85.7183466    -67.2095444   0.000   0.263   27.181  0.486   3      0.400   0.400   1074    202     85.7163238    -67.1451800   -175400.0000000  -429600.0000000  -175000.0000000  -430000.0000000  
37      872     208     2       3       86.0633459    -69.0415815   0.000   0.288   29.554  0.414   3      0.400   0.600   874     211     86.0622260    -68.9461297   -173800.0000000  -389600.0000000  -173200.0000000  -390000.0000000  
38      904     208     2       3       86.0093803    -68.6961365   0.000   0.352   38.346  0.594   3      0.400   0.600   906     211     86.0082211    -68.6020752   -173800.0000000  -396000.0000000  -173200.0000000  -396400.0000000  
39      696     216     4       10      86.3638568    -70.9147297   0.000   0.255   27.314  0.487   3      0.800   2.000   700     226     86.3652277    -70.6021876   -172200.0000000  -354400.0000000  -170200.0000000  -355200.0000000  
40      648     224     4       10      86.4498486    -71.3252655   0.000   0.262   30.220  0.387   2      0.800   2.000   652     234     86.4513603    -71.0053056   -170600.0000000  -344800.0000000  -168600.0000000  -345600.0000000  
41      728     224     4       9       86.3170107    -70.3065703   0.000   0.130   13.740  0.332   2      0.800   1.800   732     233     86.3173920    -70.0238325   -170600.0000000  -360800.0000000  -168800.0000000  -361600.0000000  
42      1120    224     2       1       85.6525015    -66.2278385   0.000   0.277   29.270  0.455   3      0.400   0.200   1122    225     85.6497307    -66.1875819   -170600.0000000  -439200.0000000  -170400.0000000  -439600.0000000  
43      1160    224     2       1       85.5836779    -65.8810924   0.000   0.330   35.278  0.590   3      0.400   0.200   1162    225     85.5808889    -65.8416816   -170600.0000000  -447200.0000000  -170400.0000000  -447600.0000000  
44      1192    224     2       1       85.5285081    -65.6113954   0.000   0.264   27.048  0.462   3      0.400   0.200   1194    225     85.5257049    -65.5726399   -170600.0000000  -453600.0000000  -170400.0000000  -454000.0000000  
