no.,sX1_aeqd,sX2_aeqd,sX3_aeqd,sY1_aeqd,sY2_aeqd,sY3_aeqd,vertice_idx1,vertice_idx2,vertice_idx3
526,512729.855957749,517509.3383309054,528370.8277573232,9451052.313540023,9442643.507173799,9451383.375112712,232,261,255
527,512729.855957749,520130.31156245875,507942.25336506736,9451052.313540023,9459983.104786545,9459459.426474277,232,222,215
528,505573.29641192063,512729.855957749,507942.25336506736,9446764.829283668,9451052.313540023,9459459.426474277,233,232,215
529,517509.3383309054,512729.855957749,505573.29641192063,9442643.507173799,9451052.313540023,9446764.829283668,261,232,233
530,531347.1903694938,528370.8277573232,524188.7568613437,9441899.633695904,9451383.375112712,9437626.134637984,282,255,283
531,531347.1903694938,536842.691253934,528370.8277573232,9441899.633695904,9447425.126131715,9451383.375112712,282,279,255
532,546975.3680709335,542523.2501781132,558252.0101069887,9442201.144813031,9423806.496025221,9426413.824938538,306,348,369
533,559145.85354252,546975.3680709335,558252.0101069887,9442676.446136963,9442201.144813031,9426413.824938538,328,306,369
534,531347.1903694938,546975.3680709335,536842.691253934,9441899.633695904,9442201.144813031,9447425.126131715,282,306,279
535,546975.3680709335,559145.85354252,554273.5622222008,9442201.144813031,9442676.446136963,9448781.232297027,306,328,303
536,521326.74904067523,512876.0947504235,508610.10497633775,9415643.04099699,9419586.464051833,9403501.261902137,336,313,350
537,535372.3224264599,527986.120236605,536423.645454081,9419541.563384227,9410624.480032157,9406668.509112049,349,360,392
538,549052.5387445982,535372.3224264599,536423.645454081,9416450.129505472,9419541.563384227,9406668.509112049,385,349,392
539,535372.3224264599,549052.5387445982,542523.2501781132,9419541.563384227,9416450.129505472,9423806.496025221,349,385,348
540,535372.3224264599,521326.74904067523,527986.120236605,9419541.563384227,9415643.04099699,9410624.480032157,349,336,360
541,627591.2151734207,632120.4819273287,636005.508683614,9426856.884592675,9416075.000081439,9422814.849753726,493,532,518
542,632120.4819273287,642614.7734827793,636005.508683614,9416075.000081439,9417719.176688464,9422814.849753726,532,550,518
543,610863.8436193684,613609.5771838649,619268.5441719968,9408108.848322079,9396283.93108898,9404082.071224729,519,565,551
544,619268.5441719968,613609.5771838649,630390.4689005202,9404082.071224729,9396283.93108898,9388220.000658,551,565,613
545,630397.2849643693,631118.2016979748,622105.0224500024,9444159.20649897,9455769.361495111,9450519.741521364,448,410,411
546,630397.2849643693,627591.2151734207,633421.6935212024,9444159.20649897,9426856.884592675,9436969.570164338,448,493,475
547,691146.5659384244,704655.137712442,703650.4402622341,9443540.29896066,9437909.67938315,9448475.779102216,556,592,564
548,699071.7931002408,704655.137712442,691146.5659384244,9432482.363482995,9437909.67938315,9443540.29896066,599,592,556
549,704655.137712442,714191.3898741005,703650.4402622341,9437909.67938315,9450041.607220532,9448475.779102216,592,577,564
550,714191.3898741005,704655.137712442,718477.4017182573,9450041.607220532,9437909.67938315,9436900.624500232,577,592,620
551,704655.137712442,716013.216404855,718477.4017182573,9437909.67938315,9426588.70027619,9436900.624500232,592,648,620
552,716013.216404855,704655.137712442,706979.3592190242,9426588.70027619,9437909.67938315,9421419.388182571,648,592,649
553,704655.137712442,699071.7931002408,706979.3592190242,9437909.67938315,9432482.363482995,9421419.388182571,592,599,649
554,695991.9853723936,685492.4872438468,692070.1403489735,9412885.013758006,9411298.641542513,9406170.791582027,655,637,667
555,695991.9853723936,716347.0214705295,706979.3592190242,9412885.013758006,9406745.565745518,9421419.388182571,655,706,649
556,701763.9450510558,695991.9853723936,692070.1403489735,9396151.831862798,9412885.013758006,9406170.791582027,709,655,667
557,716347.0214705295,695991.9853723936,701763.9450510558,9406745.565745518,9412885.013758006,9396151.831862798,706,655,709
558,598047.2625961694,595283.641553357,588120.6508093753,9396087.613003545,9407908.589992778,9403683.222831592,535,495,496
559,580698.3544385575,565786.1464163456,573419.6744131629,9394808.166641045,9406171.799268963,9388249.879163327,510,449,514
560,567080.3103607425,559145.85354252,558252.0101069887,9429399.949337099,9442676.446136963,9426413.824938538,378,328,369
561,567080.3103607425,572589.1928925201,559145.85354252,9429399.949337099,9434904.449183645,9442676.446136963,378,368,328
562,573375.0181495062,578236.1229423867,582227.243866061,9448842.90418371,9442728.865425069,9451815.14268494,332,356,335
563,572589.1928925201,578236.1229423867,573375.0181495062,9434904.449183645,9442728.865425069,9448842.90418371,368,356,332
564,598047.2625961694,590756.2244713005,606446.590038,9396087.613003545,9389542.583920334,9392072.417959204,535,541,566
565,590756.2244713005,607265.4527425756,606446.590038,9389542.583920334,9376875.650084917,9392072.417959204,541,605,566
566,590756.2244713005,598047.2625961694,588120.6508093753,9389542.583920334,9396087.613003545,9403683.222831592,541,535,496
567,580698.3544385575,590756.2244713005,588120.6508093753,9394808.166641045,9389542.583920334,9403683.222831592,510,541,496
568,430747.05281363765,446455.0511779573,445061.162285207,9564561.989850553,9562694.324451322,9570918.375349825,5,9,6
569,446455.0511779573,430747.05281363765,447846.4565201027,9562694.324451322,9564561.989850553,9554470.488152437,9,5,14
570,446455.0511779573,447846.4565201027,456854.2995370711,9562694.324451322,9554470.488152437,9559884.148158854,9,14,13
571,453977.6810908544,446455.0511779573,456854.2995370711,9574007.809071785,9562694.324451322,9559884.148158854,7,9,13
