no.,sX1_aeqd,sX2_aeqd,sX3_aeqd,sY1_aeqd,sY2_aeqd,sY3_aeqd,vertice_idx1,vertice_idx2,vertice_idx3
62,550526.4535487513,555447.3078900819,557767.0840637424,9540208.192230366,9534100.609089626,9544462.959775027,108,118,107
63,545724.577037854,550526.4535487513,557767.0840637424,9548638.749167653,9540208.192230366,9544462.959775027,91,108,107
64,550526.4535487513,548214.8675034005,555447.3078900819,9540208.192230366,9529844.171955494,9534100.609089626,108,119,118
65,550526.4535487513,545724.577037854,536800.6455576753,9540208.192230366,9548638.749167653,9545633.336768525,108,91,86
66,548214.8675034005,550526.4535487513,536800.6455576753,9529844.171955494,9540208.192230366,9545633.336768525,119,108,86
67,548916.8108366726,562806.2499472508,560200.6604985208,9575281.379144046,9572162.539256478,9588639.38989165,52,69,44
68,675881.6980944853,694183.5150661651,703773.0229022786,9527696.99500675,9513585.60715766,9525731.823852034,280,347,333
69,645479.3324395247,691639.9867511406,628251.1836000263,9572906.02486626,9579095.158493323,9578689.945148667,139,176,112
70,588136.8992958756,579035.5761459575,592922.4295271926,9584673.80974092,9579382.802789027,9576221.338048842,72,73,90
71,579035.5761459575,586790.7037655861,592922.4295271926,9579382.802789027,9561427.78598276,9576221.338048842,73,106,90
72,588136.8992958756,606940.1745321734,628251.1836000263,9584673.80974092,9575364.717265632,9578689.945148667,72,99,112
73,606940.1745321734,588136.8992958756,592922.4295271926,9575364.717265632,9584673.80974092,9576221.338048842,99,72,90
74,586790.7037655861,597425.9251918333,592922.4295271926,9561427.78598276,9563118.505202862,9576221.338048842,106,110,90
75,597425.9251918333,606940.1745321734,592922.4295271926,9563118.505202862,9575364.717265632,9576221.338048842,110,99,90
76,606940.1745321734,597425.9251918333,608064.9760545407,9575364.717265632,9563118.505202862,9564797.585051801,99,110,116
77,844146.7363617873,886902.6490494692,857994.5333489132,9318665.627937285,9316009.845377434,9319780.131609008,1047,1070,1053
78,844146.7363617873,799577.4766723943,886902.6490494692,9318665.627937285,9320116.067453686,9316009.845377434,1047,1010,1070
79,799577.4766723943,760213.3966150808,725882.2857026802,9320116.067453686,9322119.192633238,9322421.148051694,1010,972,940
80,984157.3458505035,986650.4445966067,977776.2945050703,9325271.60959385,9333184.13625515,9330584.325495802,1104,1100,1099
81,984157.3458505035,967362.8792961538,994854.7812079213,9325271.60959385,9311800.96359566,9311345.959782587,1104,1105,1107
82,984157.3458505035,977776.2945050703,967362.8792961538,9325271.60959385,9330584.325495802,9311800.96359566,1104,1099,1105
83,959030.1799683572,973827.4090092609,954875.7607796014,9351123.381612767,9361315.781461043,9362033.233376624,1075,1073,1062
84,973827.4090092609,959030.1799683572,971117.8096884997,9361315.781461043,9351123.381612767,9351086.750947412,1073,1075,1082
85,966152.8551113617,959030.1799683572,953353.0326306785,9335250.400489036,9351123.381612767,9345850.465889733,1092,1075,1078
86,572636.4576769797,555447.3078900819,554938.8119181453,9528447.038890228,9534100.609089626,9524801.898004623,146,118,131
87,589860.3526488824,591076.4770738233,582167.6200675872,9493612.541468155,9514525.407151444,9511561.514668696,237,190,188
88,499904.34347048326,506517.8409036605,511940.6245433365,9332043.657380154,9327043.983619938,9332580.366385689,564,592,589
89,967362.8792961538,506517.8409036605,448251.07593091496,9311800.96359566,9327043.983619938,9327582.639192387,1105,592,485
90,619627.5650318003,506517.8409036605,967362.8792961538,9325135.31449865,9327043.983619938,9311800.96359566,793,592,1105
91,525232.3661290769,520775.1077653241,513553.2826915065,9525274.061372284,9540668.026583645,9536385.590634983,109,78,79
92,520775.1077653241,525232.3661290769,536800.6455576753,9540668.026583645,9525274.061372284,9545633.336768525,78,109,86
93,525232.3661290769,548214.8675034005,536800.6455576753,9525274.061372284,9529844.171955494,9545633.336768525,109,119,86
94,504486.41820210125,506862.8237361066,491249.3265771127,9494892.129528653,9507590.708693013,9509552.394298237,133,114,97
95,490575.1876139243,504486.41820210125,491249.3265771127,9495599.698964734,9494892.129528653,9509552.394298237,120,133,97
96,987502.8656719052,997329.300237195,977655.9629984834,9377437.309935033,9389271.032820016,9383102.0733645,1063,1057,1054
97,980193.9765384323,987502.8656719052,977655.9629984834,9373510.28284547,9377437.309935033,9383102.0733645,1064,1063,1054
98,981125.299564179,980193.9765384323,973827.4090092609,9365247.725442074,9373510.28284547,9361315.781461043,1072,1064,1073
99,980230.8924971749,981125.299564179,973827.4090092609,9356003.41550241,9365247.725442074,9361315.781461043,1081,1072,1073
100,981125.299564179,987502.8656719052,980193.9765384323,9365247.725442074,9377437.309935033,9373510.28284547,1072,1063,1064
101,997317.1454765799,998239.8155784175,998227.9701382901,9406781.170129595,9398515.342669347,9416026.608101375,1039,1050,1027
102,426265.9049946914,419497.763197781,416468.28968833666,9499778.318501169,9504732.109269684,9473400.350701071,60,47,89
103,419497.763197781,423463.9077572529,422349.24543116597,9504732.109269684,9516215.281655855,9531414.699992694,47,38,24
104,419497.763197781,422349.24543116597,417466.5286677479,9504732.109269684,9531414.699992694,9582913.990064243,47,24,1
105,414306.05809946096,419497.763197781,417466.5286677479,9463006.637451796,9504732.109269684,9582913.990064243,98,47,1
106,419497.763197781,414306.05809946096,416468.28968833666,9504732.109269684,9463006.637451796,9473400.350701071,47,98,89
107,424902.609296988,434021.10250089166,416468.28968833666,9467211.74175958,9477297.27696091,9473400.350701071,105,93,89
108,434021.10250089166,424902.609296988,429859.95944561635,9477297.27696091,9467211.74175958,9461169.483418616,93,105,115
109,414306.05809946096,424902.609296988,416468.28968833666,9463006.637451796,9467211.74175958,9473400.350701071,98,105,89
110,429859.95944561635,424902.609296988,414306.05809946096,9461169.483418616,9467211.74175958,9463006.637451796,115,105,98
111,431238.9962571797,426265.9049946914,430844.44703707896,9493733.8088345,9499778.318501169,9484429.060824443,71,60,85
112,441571.2115331946,431238.9962571797,430844.44703707896,9490942.239805672,9493733.8088345,9484429.060824443,84,71,85
113,426265.9049946914,431238.9962571797,440185.2265939564,9499778.318501169,9493733.8088345,9499162.068924775,60,71,70
114,431238.9962571797,441571.2115331946,440185.2265939564,9493733.8088345,9490942.239805672,9499162.068924775,71,84,70
115,459269.5624501107,448730.05875386286,457059.24004663253,9497119.480770458,9495277.809818966,9486734.717529155,92,83,104
116,459269.5624501107,457059.24004663253,473184.0699214217,9497119.480770458,9486734.717529155,9496456.37316495,92,104,103
117,464753.5099997981,459269.5624501107,473184.0699214217,9502687.716811929,9497119.480770458,9496456.37316495,88,92,103
118,463384.2632485749,455039.74236835237,449552.5145110537,9510911.054941641,9519461.09550459,9513886.920162082,75,56,59
119,442785.7933688183,430139.5165676409,440185.2265939564,9518857.206169374,9508931.78842472,9499162.068924775,46,50,70
120,430139.5165676409,442785.7933688183,423463.9077572529,9508931.78842472,9518857.206169374,9516215.281655855,50,46,38
121,430139.5165676409,426265.9049946914,440185.2265939564,9508931.78842472,9499778.318501169,9499162.068924775,50,60,70
122,419497.763197781,430139.5165676409,423463.9077572529,9504732.109269684,9508931.78842472,9516215.281655855,47,50,38
123,430139.5165676409,419497.763197781,426265.9049946914,9508931.78842472,9504732.109269684,9499778.318501169,50,47,60
124,469199.84413962765,473229.07950690633,462435.91762614384,9523455.370257294,9534918.203678716,9528439.4616017,64,48,49
125,473229.07950690633,469199.84413962765,478192.5868051258,9534918.203678716,9523455.370257294,9528848.805002617,48,64,63
126,455039.74236835237,469199.84413962765,462435.91762614384,9519461.09550459,9523455.370257294,9528439.4616017,56,64,49
127,469199.84413962765,455039.74236835237,463384.2632485749,9523455.370257294,9519461.09550459,9510911.054941641,64,56,75
128,446416.6851170577,437212.5229001607,449505.614051583,9561821.724585466,9551744.396049226,9552354.556914488,11,14,18
129,437212.5229001607,446416.6851170577,429008.22332249745,9551744.396049226,9561821.724585466,9564929.575249555,14,11,6
130,446416.6851170577,447133.45411846164,429008.22332249745,9561821.724585466,9578110.93352153,9564929.575249555,11,5,6
131,446416.6851170577,452134.3388748285,447133.45411846164,9561821.724585466,9572052.56591324,9578110.93352153,11,9,5
132,456815.04697329964,446416.6851170577,449505.614051583,9559011.616069917,9561821.724585466,9552354.556914488,17,11,18
133,446416.6851170577,456815.04697329964,452134.3388748285,9561821.724585466,9559011.616069917,9572052.56591324,11,17,9
134,456815.04697329964,449505.614051583,466459.23013039416,9559011.616069917,9552354.556914488,9539905.535073837,17,18,40
135,477376.29021021747,456815.04697329964,466459.23013039416,9548706.218387214,9559011.616069917,9539905.535073837,37,17,40
136,448271.8182631654,442785.7933688183,449552.5145110537,9524435.364972262,9518857.206169374,9513886.920162082,43,46,59
137,455039.74236835237,448271.8182631654,449552.5145110537,9519461.09550459,9524435.364972262,9513886.920162082,56,43,59
138,455874.15257831285,448271.8182631654,462435.91762614384,9538072.06835218,9524435.364972262,9528439.4616017,36,43,49
139,448271.8182631654,455039.74236835237,462435.91762614384,9524435.364972262,9519461.09550459,9528439.4616017,43,56,49
140,429625.93919645576,422349.24543116597,432722.40608125756,9538091.861111326,9531414.699992694,9528631.0788543,21,24,31
141,429625.93919645576,426914.50092994334,422349.24543116597,9538091.861111326,9556860.70608588,9531414.699992694,21,10,24
142,429625.93919645576,437212.5229001607,426914.50092994334,9538091.861111326,9551744.396049226,9556860.70608588,21,14,10
143,437212.5229001607,445497.14901833824,449505.614051583,9551744.396049226,9540880.425107844,9552354.556914488,14,27,18
144,445497.14901833824,455874.15257831285,449505.614051583,9540880.425107844,9538072.06835218,9552354.556914488,27,36,18
145,429625.93919645576,445497.14901833824,437212.5229001607,9538091.861111326,9540880.425107844,9551744.396049226,21,27,14
146,695049.176232134,679477.2415718248,687779.3247510814,9500694.163857223,9502954.86284978,9496543.113345413,388,356,389
147,679477.2415718248,695049.176232134,694183.5150661651,9502954.86284978,9500694.163857223,9513585.60715766,356,388,347
148,699704.7012207621,695049.176232134,687779.3247510814,9492197.940845277,9500694.163857223,9496543.113345413,429,388,389
149,695049.176232134,699704.7012207621,705319.4413126244,9500694.163857223,9492197.940845277,9497625.993292639,388,429,422
150,704513.2415456482,707338.0896529984,722698.8733595742,9486021.096283177,9476487.073123148,9496356.584333098,459,494,458
151,705319.4413126244,704513.2415456482,722698.8733595742,9497625.993292639,9486021.096283177,9496356.584333098,422,459,458
152,699704.7012207621,704513.2415456482,705319.4413126244,9492197.940845277,9486021.096283177,9497625.993292639,429,459,422
153,747250.5270370997,756219.0705583071,757258.3253791775,9521342.455682514,9524153.736081181,9538075.11424499,421,428,382
154,729344.9763665921,738514.7448942522,723174.6424479401,9564696.428713562,9569844.875748858,9576822.231151285,257,256,224
155,777547.0101278257,817709.9094385064,893009.8948490755,9573831.065514008,9569397.553104311,9563994.786655236,312,387,531
156,789348.9969614723,777547.0101278257,771145.7921237076,9567052.444139434,9573831.065514008,9559164.10310141,346,312,341
157,789348.9969614723,817709.9094385064,777547.0101278257,9567052.444139434,9569397.553104311,9573831.065514008,346,387,312
158,516266.92164680373,549546.2516031576,560200.6604985208,9589879.766309446,9586908.544288944,9588639.38989165,19,41,44
159,549546.2516031576,548916.8108366726,560200.6604985208,9586908.544288944,9575281.379144046,9588639.38989165,41,52,44
160,528245.0021425934,520775.1077653241,536800.6455576753,9549595.904703967,9540668.026583645,9545633.336768525,74,78,86
161,520775.1077653241,528245.0021425934,521491.3438559331,9540668.026583645,9549595.904703967,9554621.234327942,78,74,62
162,528245.0021425934,536800.6455576753,538979.9274975223,9549595.904703967,9545633.336768525,9553675.87309868,74,86,77
163,579035.5761459575,577842.6836990755,586790.7037655861,9579382.802789027,9558460.228338238,9561427.78598276,73,100,106
164,548916.8108366726,553856.5262544611,562806.2499472508,9575281.379144046,9569172.963417107,9572162.539256478,52,65,69
165,553856.5262544611,545724.577037854,557767.0840637424,9569172.963417107,9548638.749167653,9544462.959775027,65,91,107
166,545724.577037854,553856.5262544611,538979.9274975223,9548638.749167653,9569172.963417107,9553675.87309868,91,65,77
167,553856.5262544611,537785.3548153918,538979.9274975223,9569172.963417107,9564236.032432895,9553675.87309868,65,61,77
168,664203.0390993478,666934.9271506368,654208.6493937032,9509835.24262975,9524811.35576196,9517506.009418875,316,275,276
169,666934.9271506368,675881.6980944853,671803.7608056357,9524811.35576196,9527696.99500675,9545474.398333376,275,280,229
170,666934.9271506368,642970.9323589052,654208.6493937032,9524811.35576196,9533412.03919551,9517506.009418875,275,220,276
171,562806.2499472508,566959.1018031869,560200.6604985208,9572162.539256478,9583586.382014288,9588639.38989165,69,57,44
172,579035.5761459575,566959.1018031869,562806.2499472508,9579382.802789027,9583586.382014288,9572162.539256478,73,57,69
173,566959.1018031869,588136.8992958756,560200.6604985208,9583586.382014288,9584673.80974092,9588639.38989165,57,72,44
174,566959.1018031869,579035.5761459575,588136.8992958756,9583586.382014288,9579382.802789027,9584673.80974092,57,73,72
175,606940.1745321734,615488.7465754969,628251.1836000263,9575364.717265632,9571333.137857867,9578689.945148667,99,113,112
176,615488.7465754969,606940.1745321734,608064.9760545407,9571333.137857867,9575364.717265632,9564797.585051801,113,99,116
177,615488.7465754969,625279.6941943672,628251.1836000263,9571333.137857867,9559049.939491965,9578689.945148667,113,144,112
178,616321.6122545857,615488.7465754969,608064.9760545407,9556117.853566032,9571333.137857867,9564797.585051801,140,113,116
179,625279.6941943672,615488.7465754969,616321.6122545857,9559049.939491965,9571333.137857867,9556117.853566032,144,113,140
180,608907.9016374219,616321.6122545857,608064.9760545407,9549583.18868022,9556117.853566032,9564797.585051801,145,140,116
181,597425.9251918333,608907.9016374219,608064.9760545407,9563118.505202862,9549583.18868022,9564797.585051801,110,145,116
182,616321.6122545857,608907.9016374219,611842.3921331683,9556117.853566032,9549583.18868022,9540070.475241954,140,145,163
183,608907.9016374219,597599.8036757573,611842.3921331683,9549583.18868022,9536284.678319015,9540070.475241954,145,158,163
184,608907.9016374219,597425.9251918333,587395.7448510651,9549583.18868022,9563118.505202862,9541566.181578023,145,110,135
185,597599.8036757573,608907.9016374219,587395.7448510651,9536284.678319015,9549583.18868022,9541566.181578023,158,145,135
186,619627.5650318003,604310.8097703538,582014.1654011279,9325135.31449865,9327266.379570296,9327465.442771463,793,763,730
187,596645.2760830813,605414.6364504831,602675.8735353441,9342880.419657048,9345831.476490933,9357649.376695836,709,714,675
188,844146.7363617873,832483.5175632193,799577.4766723943,9318665.627937285,9323171.86244371,9320116.067453686,1047,1034,1010
189,788433.9609873145,799577.4766723943,807694.2685865251,9331517.849846462,9320116.067453686,9335759.861992288,983,1010,989
190,886902.6490494692,873652.3989843343,857994.5333489132,9316009.845377434,9321877.717559025,9319780.131609008,1070,1061,1053
191,909179.1913575457,886902.6490494692,967362.8792961538,9315109.380973745,9316009.845377434,9311800.96359566,1086,1070,1105
192,934863.9327798667,909179.1913575457,967362.8792961538,9313828.842949247,9315109.380973745,9311800.96359566,1093,1086,1105
193,986650.4445966067,995988.613443041,997123.9819075953,9333184.13625515,9322894.972289877,9334444.862954458,1100,1106,1103
194,984157.3458505035,995988.613443041,986650.4445966067,9325271.60959385,9322894.972289877,9333184.13625515,1104,1106,1100
195,997123.9819075953,995988.613443041,994854.7812079213,9334444.862954458,9322894.972289877,9311345.959782587,1103,1106,1107
196,995988.613443041,984157.3458505035,994854.7812079213,9322894.972289877,9325271.60959385,9311345.959782587,1106,1104,1107
197,955466.0142415382,953353.0326306785,947249.7628809202,9331644.513920393,9345850.465889733,9335950.68317114,1091,1078,1083
198,955466.0142415382,966152.8551113617,953353.0326306785,9331644.513920393,9335250.400489036,9345850.465889733,1091,1092,1078
199,959030.1799683572,971831.4434307032,971117.8096884997,9351123.381612767,9340515.296102656,9351086.750947412,1075,1090,1082
200,966152.8551113617,971831.4434307032,959030.1799683572,9335250.400489036,9340515.296102656,9351123.381612767,1092,1090,1075
201,971117.8096884997,971831.4434307032,979114.2653691043,9351086.750947412,9340515.296102656,9344448.76717219,1082,1090,1089
202,971831.4434307032,977776.2945050703,979114.2653691043,9340515.296102656,9330584.325495802,9344448.76717219,1090,1099,1089
203,971831.4434307032,966152.8551113617,977776.2945050703,9340515.296102656,9335250.400489036,9330584.325495802,1090,1092,1099
204,960982.5180009993,953725.8940860642,967362.8792961538,9317101.977396993,9313154.637672693,9311800.96359566,1101,1102,1105
205,953725.8940860642,934863.9327798667,967362.8792961538,9313154.637672693,9313828.842949247,9311800.96359566,1102,1093,1105
206,953725.8940860642,945524.4315426659,934863.9327798667,9313154.637672693,9317458.071013156,9313828.842949247,1102,1097,1093
207,962096.9339475887,980193.9765384323,977655.9629984834,9383489.278489579,9373510.28284547,9383102.0733645,1046,1064,1054
208,591076.4770738233,580891.5399305673,582167.6200675872,9514525.407151444,9519798.958910218,9511561.514668696,190,170,188
209,580891.5399305673,591076.4770738233,588131.2586934156,9519798.958910218,9514525.407151444,9524030.79726881,170,190,169
210,597599.8036757573,581556.8787351227,588131.2586934156,9536284.678319015,9531419.596340362,9524030.79726881,158,151,169
211,581556.8787351227,597599.8036757573,587395.7448510651,9531419.596340362,9536284.678319015,9541566.181578023,151,158,135
212,581556.8787351227,580891.5399305673,588131.2586934156,9531419.596340362,9519798.958910218,9524030.79726881,151,170,169
213,580891.5399305673,581556.8787351227,572636.4576769797,9519798.958910218,9531419.596340362,9528447.038890228,170,151,146
214,581556.8787351227,587395.7448510651,577049.0709942087,9531419.596340362,9541566.181578023,9544513.005113315,151,135,124
215,555447.3078900819,573161.1827131092,557767.0840637424,9534100.609089626,9537744.597864259,9544462.959775027,118,127,107
216,572636.4576769797,573161.1827131092,555447.3078900819,9528447.038890228,9537744.597864259,9534100.609089626,146,127,118
217,568769.7634150236,573161.1827131092,577049.0709942087,9553159.665916206,9537744.597864259,9544513.005113315,101,127,124
218,573161.1827131092,568769.7634150236,557767.0840637424,9537744.597864259,9553159.665916206,9544462.959775027,127,101,107
219,573161.1827131092,581556.8787351227,577049.0709942087,9537744.597864259,9531419.596340362,9544513.005113315,127,151,124
220,581556.8787351227,573161.1827131092,572636.4576769797,9531419.596340362,9537744.597864259,9528447.038890228,151,127,146
221,604317.4236838131,591076.4770738233,589860.3526488824,9502057.006615175,9514525.407151444,9493612.541468155,236,190,237
222,573809.040301278,565369.1345956367,563191.106878242,9425801.688115083,9429790.65131318,9421760.17342882,405,376,397
223,493601.13761090394,490575.1876139243,483397.72400326614,9486123.734541003,9495599.698964734,9491295.18811675,137,120,121
224,490575.1876139243,493601.13761090394,504486.41820210125,9495599.698964734,9486123.734541003,9494892.129528653,120,137,133
225,423576.1495597867,415392.79892292706,413055.15256543603,9393886.949180486,9404720.27268803,9389681.182017064,241,211,235
226,455192.058115836,441904.17646631005,440794.988652735,9406435.613410426,9418694.616274161,9393122.522181984,254,213,273
227,679477.2415718248,673598.3638917728,664203.0390993478,9502954.86284978,9519689.696760915,9509835.24262975,356,302,316
228,673598.3638917728,666934.9271506368,664203.0390993478,9519689.696760915,9524811.35576196,9509835.24262975,302,275,316
229,666934.9271506368,673598.3638917728,675881.6980944853,9524811.35576196,9519689.696760915,9527696.99500675,275,302,280
230,675881.6980944853,673598.3638917728,694183.5150661651,9527696.99500675,9519689.696760915,9513585.60715766,280,302,347
231,673598.3638917728,679477.2415718248,694183.5150661651,9519689.696760915,9502954.86284978,9513585.60715766,302,356,347
232,552278.3473204327,542610.1735437406,531452.4847648669,9475991.38879121,9490520.04666001,9477146.248229142,231,184,197
233,498442.83100853453,506862.8237361066,507443.3051810386,9513851.241897209,9507590.708693013,9519217.329727788,96,114,95
234,506862.8237361066,498442.83100853453,491249.3265771127,9507590.708693013,9513851.241897209,9509552.394298237,114,96,97
235,495979.63696326734,498442.83100853453,507443.3051810386,9534959.058022,9513851.241897209,9519217.329727788,67,96,95
236,488772.63133879635,498442.83100853453,495979.63696326734,9530658.165740026,9513851.241897209,9534959.058022,68,96,67
237,542173.5698957134,529917.8008029273,536517.241303864,9515024.310696831,9514529.592360519,9507175.647670353,136,126,147
238,529917.8008029273,542173.5698957134,525232.3661290769,9514529.592360519,9515024.310696831,9525274.061372284,126,136,109
239,511792.7131290947,506862.8237361066,504486.41820210125,9501506.035821361,9507590.708693013,9494892.129528653,129,114,133
240,994830.442277634,981125.299564179,980230.8924971749,9363851.777896468,9365247.725442074,9356003.41550241,1080,1072,1081
241,885856.6608746282,898145.5396644662,895277.8682562833,9522611.396078402,9522658.055431657,9529926.132197343,655,676,648
242,878119.2869305757,861801.8766792641,865917.824301356,9494126.32629628,9487409.876587663,9474208.133915562,733,723,768
243,818129.1282372667,834797.0477243605,818356.4731482015,9487665.390561434,9499091.445970872,9512151.72791967,649,641,576
244,844801.9830212832,854743.2153238982,856892.6901682501,9409559.061761687,9404024.871621883,9429499.496906603,889,913,859
